owner,func,flags_hex,flags,params_rva,outer_rva
ALokiBaseItem,UpdateEnableAutoPickup,0x00040401,Final|Native|Private,0x09bb0290,0x052bf760
ALokiBaseItem,UpdateInventoryAbilitySystem,0x00020401,Final|Native|Public,0x09bb02d0,0x052bf760
ALokiBaseItem,UpdateInventoryAbilitySystemComponentOnTierUpgrade,0x00020401,Final|Native|Public,0x09bb0310,0x052bf760
ALokiBaseItem,UseItem,0x04020401,Final|Native|Public|BlueprintCallable,0x09bb0350,0x052bf760
ALokiBasePersistentCue,GetEffectAttachmentOffset,0x54880401,Final|Native|Protected|HasDefaults|BlueprintCallable|BlueprintPure|Const,0x09bb32c0,0x052cf970
ALokiBasePersistentCue,GetParticleEffectScale,0x54880401,Final|Native|Protected|HasDefaults|BlueprintCallable|BlueprintPure|Const,0x09bb3300,0x052cf970
ALokiBasePersistentCue,HandleVO,0x0c480c00,Native|Event|Protected|HasOutParms|BlueprintCallable|BlueprintEvent,0x09bb3340,0x052cf970
ALokiBattleRoyaleGameMode,CanUseBotDeathCircle,0x54080401,Final|Native|Protected|BlueprintCallable|BlueprintPure|Const,0x09bb3460,0x052d14f0
ALokiBattleRoyaleGameMode,OnDeathCircleBegins,0x08020c00,Native|Event|Public|BlueprintEvent,0x09bb34a0,0x052d14f0
ALokiBattleRoyaleSpawner,ActivateForDeathCirclePhase,0x04020401,Final|Native|Public|BlueprintCallable,0x09bb3710,0x052cfbf0
ALokiBattleRoyaleSpawner,AlignToTerrain,0x04020401,Final|Native|Public|BlueprintCallable,0x09bb3750,0x052cfbf0
ALokiBattleRoyaleSpawner,CheckValidLocation,0x00c40401,Final|Native|Private|HasOutParms|HasDefaults,0x09bb3790,0x052cfbf0
ALokiBattleRoyaleSpawner,DelayedSpawn,0x00040401,Final|Native|Private,0x09bb37d0,0x052cfbf0
ALokiBattleRoyaleSpawner,DelayedSpawnFromConfig,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bb3810,0x052cfbf0
ALokiBattleRoyaleSpawner,DestroyChildActor,0x00040401,Final|Native|Private,0x09bb3850,0x052cfbf0
ALokiBattleRoyaleSpawner,GetSpawnConfigForCirclePhase,0x00020401,Final|Native|Public,0x09bb3890,0x052cfbf0
ALokiBattleRoyaleSpawner,GetSpawnConfigForPhase,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bb38d0,0x052cfbf0
ALokiBattleRoyaleSpawner,GetSpawnedChildren,0x00420401,Final|Native|Public|HasOutParms,0x09bb3910,0x052cfbf0
ALokiBattleRoyaleSpawner,GetSpawnedChildrenLivingCharacterCount,0x14020401,Final|Native|Public|BlueprintCallable|BlueprintPure,0x09bb3950,0x052cfbf0
ALokiBattleRoyaleSpawner,GetSpawnerGroundLocation,0x00c20401,Final|Native|Public|HasOutParms|HasDefaults,0x09bb3990,0x052cfbf0
ALokiBattleRoyaleSpawner,HasDelayedSpawn,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bb39d0,0x052cfbf0
ALokiBattleRoyaleSpawner,OverrideSpawnConfigs,0x04020401,Final|Native|Public|BlueprintCallable,0x09bb3a10,0x052cfbf0
ALokiBattleRoyaleSpawner,ReplaceOrSpawnChild,0x04020401,Final|Native|Public|BlueprintCallable,0x09bb3a50,0x052cfbf0
ALokiBattleRoyaleSpawner,SpawnFromConfig,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bb3a90,0x052cfbf0
ALokiBattleRoyaleSpawner,SpawnSingleActor,0x00420401,Final|Native|Public|HasOutParms,0x09bb3ad0,0x052cfbf0
ALokiBattleRoyaleSpawner,UpdateValidOffsets,0x04020401,Final|Native|Public|BlueprintCallable,0x09bb3b10,0x052cfbf0
ALokiBattleRoyaleSpawner,WasUsedThisPhase,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bb3b50,0x052cfbf0
ALokiBiome,ActivateForPhase,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bb4590,0x052cfd80
ALokiBiome,ContainsActor,0x40020401,Final|Native|Public|Const,0x09bb45d0,0x052cfd80
ALokiBiome,ContainsLocation,0x40c20401,Final|Native|Public|HasOutParms|HasDefaults|Const,0x09bb4610,0x052cfd80
ALokiBiome,GetActorsOfClass,0x40420401,Final|Native|Public|HasOutParms|Const,0x09bb4650,0x052cfd80
ALokiBiome,GetActorsOfClassInCircle,0x40420401,Final|Native|Public|HasOutParms|Const,0x09bb4690,0x052cfd80
ALokiBiome,HasAnySpawners,0x40020401,Final|Native|Public|Const,0x09bb46d0,0x052cfd80
ALokiBiome,HasAnySpawnersInCircle,0x40420401,Final|Native|Public|HasOutParms|Const,0x09bb4710,0x052cfd80
ALokiBiomeVolume,ContainsActor,0x40020401,Final|Native|Public|Const,0x09bb4110,0x052cfdc0
ALokiBiomeVolume,ContainsLocation,0x40c20401,Final|Native|Public|HasOutParms|HasDefaults|Const,0x09bb4150,0x052cfdc0
ALokiBiomeVolume,GetActorsOfClass,0x40420401,Final|Native|Public|HasOutParms|Const,0x09bb4190,0x052cfdc0
ALokiBiomeVolume,GetActorsOfClassInCircle,0x40420401,Final|Native|Public|HasOutParms|Const,0x09bb41d0,0x052cfdc0
ALokiBiomeVolume,GetSpawnersByClass,0x40420401,Final|Native|Public|HasOutParms|Const,0x09bb4210,0x052cfdc0
ALokiBiomeVolume,HasAnySpawners,0x40020401,Final|Native|Public|Const,0x09bb4250,0x052cfdc0
ALokiBiomeVolume,HasAnySpawnersInCircle,0x40420401,Final|Native|Public|HasOutParms|Const,0x09bb4290,0x052cfdc0
ALokiBiomeVolume,OnBiomeEntered,0x44020401,Final|Native|Public|BlueprintCallable|Const,0x09bb42d0,0x052cfdc0
ALokiBiomeVolume,SetOverride,0x08420800,Event|Public|HasOutParms|BlueprintEvent,0x09bb4310,0x052cfdc0
ALokiBotController,GenerateAimError,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbb640,0x052ea9f0
ALokiBotController,GetBotCheatLevelingTimeModifier,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb680,0x052ea9f0
ALokiBotController,GetBotTargetingRangeMultiplier,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb6c0,0x052ea9f0
ALokiBotController,GetCurrentDestination,0x54820401,Final|Native|Public|HasDefaults|BlueprintCallable|BlueprintPure|Const,0x09bbb700,0x052ea9f0
ALokiBotController,GetDifficulty,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb740,0x052ea9f0
ALokiBotController,GetExactSpell,0x40020401,Final|Native|Public|Const,0x09bbb780,0x052ea9f0
ALokiBotController,GetLMBMaxRange,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb7c0,0x052ea9f0
ALokiBotController,GetLokiPlayerState,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb800,0x052ea9f0
ALokiBotController,GetMaxGemsPerMinute,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb840,0x052ea9f0
ALokiBotController,GetMinGemsPerMinute,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb880,0x052ea9f0
ALokiBotController,GetPersonalGoal,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb8c0,0x052ea9f0
ALokiBotController,GetTargetJumpLocation,0x54820401,Final|Native|Public|HasDefaults|BlueprintCallable|BlueprintPure|Const,0x09bbb900,0x052ea9f0
ALokiBotController,GetTimeSinceFirstPossess,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbb940,0x052ea9f0
ALokiBotController,GetUsableSpells,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbb980,0x052ea9f0
ALokiBotController,HandleLivingStateChanged,0x00040401,Final|Native|Private,0x09bbb9c0,0x052ea9f0
ALokiBotController,IsHeroBotCompInitialized,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbba00,0x052ea9f0
ALokiBotController,IsPlayerSeenLocation,0x14822401,Final|Native|Static|Public|HasDefaults|BlueprintCallable|BlueprintPure,0x09bbba40,0x052ea9f0
ALokiBotController,IsSeenByPlayers,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbba80,0x052ea9f0
ALokiBotController,IsWithinXYDistanceSqOfPlayerHero,0x00822401,Final|Native|Static|Public|HasDefaults,0x09bbbac0,0x052ea9f0
ALokiBotController,RemoveAimError,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbbb00,0x052ea9f0
ALokiBotController,SendBotEmote,0x04820401,Final|Native|Public|HasDefaults|BlueprintCallable,0x09bbbb40,0x052ea9f0
ALokiBotController,SendBotEmoteDelayed,0x04820401,Final|Native|Public|HasDefaults|BlueprintCallable,0x09bbbb80,0x052ea9f0
ALokiBotController,SetForceCharacterNotControllable,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbbbc0,0x052ea9f0
ALokiBotController,SetHeroBotCompInitialized,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbbc00,0x052ea9f0
ALokiBotController,TryToDash,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbbc40,0x052ea9f0
ALokiBotController,UpdateCharacterControllable,0x00040401,Final|Native|Private,0x09bbbc80,0x052ea9f0
ALokiBotSpawnLocation,HandleBeginOverlap,0x00440401,Final|Native|Private|HasOutParms,0x09bbc8e0,0x052ea0e0
ALokiBotSpawnLocation,HandleEndOverlap,0x00040401,Final|Native|Private,0x09bbc920,0x052ea0e0
ALokiBuiltHeightMap,Build,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bbd2f0,0x052f1860
ALokiBuiltHeightMap,SafeMakeAndBuild,0x04422401,Final|Native|Static|Public|HasOutParms|BlueprintCallable,0x09bbd330,0x052f1860
ALokiCapturePoint,AddIncomingRespawn,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bbd690,0x052f3c90
ALokiCapturePoint,AuthBoxSelfUp,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bbd6d0,0x052f3c90
ALokiCapturePoint,AuthBoxSelfUpBP,0x08480800,Event|Protected|HasOutParms|BlueprintEvent,0x09bbd710,0x052f3c90
ALokiCapturePoint,AuthCaptureForTeam,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbd750,0x052f3c90
ALokiCapturePoint,AuthSetCanBeCaptured,0x04080401,Final|Native|Protected|BlueprintCallable,0x09bbd790,0x052f3c90
ALokiCapturePoint,AuthSetProgress,0x04080401,Final|Native|Protected|BlueprintCallable,0x09bbd7d0,0x052f3c90
ALokiCapturePoint,AuthSetReleaseOwnershipOnTeamElimination,0x04080401,Final|Native|Protected|BlueprintCallable,0x09bbd810,0x052f3c90
ALokiCapturePoint,AuthSurrenderOwnership,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbd850,0x052f3c90
ALokiCapturePoint,AuthUpdateOwnershipBP,0x08080800,Event|Protected|BlueprintEvent,0x09bbd890,0x052f3c90
ALokiCapturePoint,CanTeamCapture,0x5c020c00,Native|Event|Public|BlueprintCallable|BlueprintEvent|BlueprintPure|Const,0x09bbd8d0,0x052f3c90
ALokiCapturePoint,CaptureCapsuleBeginOverlap,0x00440401,Final|Native|Private|HasOutParms,0x09bbd910,0x052f3c90
ALokiCapturePoint,CaptureCapsuleEndOverlap,0x00040401,Final|Native|Private,0x09bbd950,0x052f3c90
ALokiCapturePoint,ClientUpdateProgressBP,0x0c080800,Event|Protected|BlueprintCallable|BlueprintEvent,0x09bbd990,0x052f3c90
ALokiCapturePoint,ClientUpdateVisibilityBP,0x08080800,Event|Protected|BlueprintEvent,0x09bbd9d0,0x052f3c90
ALokiCapturePoint,GetCaptorsInCapsule,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbda10,0x052f3c90
ALokiCapturePoint,GetIncomingRecalls,0x14080401,Final|Native|Protected|BlueprintCallable|BlueprintPure,0x09bbda50,0x052f3c90
ALokiCapturePoint,GetIncomingRespawns,0x14080401,Final|Native|Protected|BlueprintCallable|BlueprintPure,0x09bbda90,0x052f3c90
ALokiCapturePoint,GetNumPlayersProgressing,0x14080401,Final|Native|Protected|BlueprintCallable|BlueprintPure,0x09bbdad0,0x052f3c90
ALokiCapturePoint,IsActiveCaptor,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbdb10,0x052f3c90
ALokiCapturePoint,IsActorOnCapturingTeam,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbdb50,0x052f3c90
ALokiCapturePoint,IsBeingContested,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbdb90,0x052f3c90
ALokiCapturePoint,OnIncomingRecallsUpdated,0x08080800,Event|Protected|BlueprintEvent,0x09bbdbd0,0x052f3c90
ALokiCapturePoint,OnIncomingRespawnsUpdated,0x08080800,Event|Protected|BlueprintEvent,0x09bbdc10,0x052f3c90
ALokiCapturePoint,OnLocalPlayerController,0x00080401,Final|Native|Protected,0x09bbdc50,0x052f3c90
ALokiCapturePoint,OnLocalPlayerState,0x00080401,Final|Native|Protected,0x09bbdc90,0x052f3c90
ALokiCapturePoint,OnRep_BonfireCaptureEndTime,0x00040401,Final|Native|Private,0x09bbdcd0,0x052f3c90
ALokiCapturePoint,OnRep_IncomingRecalls,0x00040401,Final|Native|Private,0x09bbdd10,0x052f3c90
ALokiCapturePoint,OnRep_IncomingRespawns,0x00040401,Final|Native|Private,0x09bbdd50,0x052f3c90
ALokiCapturePoint,OnRep_ProgressingTeam,0x00040401,Final|Native|Private,0x09bbdd90,0x052f3c90
ALokiCapturePoint,OnSpectateTeamIDUpdated,0x00080401,Final|Native|Protected,0x09bbddd0,0x052f3c90
ALokiCapturePoint,RemoveIncomingRespawn,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bbde10,0x052f3c90
ALokiCharacter,AbilitySystemIsTargeting,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbee40,0x052f25a0
ALokiCharacter,AddMoveSpeedEffect,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bbee80,0x052f25a0
ALokiCharacter,ApplyManaRegenStunEffect,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbeec0,0x052f25a0
ALokiCharacter,ApplyMovementModeEffect,0x00020401,Final|Native|Public,0x09bbef00,0x052f25a0
ALokiCharacter,ApplyRecentlyDamagedEffect,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbef40,0x052f25a0
ALokiCharacter,ApplySlamStun,0x00040401,Final|Native|Private,0x09bbef80,0x052f25a0
ALokiCharacter,ApplyStaminaRegenStunEffect,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbefc0,0x052f25a0
ALokiCharacter,AuthAddAbilityPoints,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf000,0x052f25a0
ALokiCharacter,AuthAddMountedCharacter,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf040,0x052f25a0
ALokiCharacter,AuthAddPendingEffect,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf080,0x052f25a0
ALokiCharacter,AuthAddPreSpawnedEffect,0x00020401,Final|Native|Public,0x09bbf0c0,0x052f25a0
ALokiCharacter,AuthCheatSetHealth,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf100,0x052f25a0
ALokiCharacter,AuthCheatSetMana,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf140,0x052f25a0
ALokiCharacter,AuthCombatActionEnded,0x00020401,Final|Native|Public,0x09bbf180,0x052f25a0
ALokiCharacter,AuthCombatActionInitiated,0x00020401,Final|Native|Public,0x09bbf1c0,0x052f25a0
ALokiCharacter,AuthDestroyWithoutDeath,0x04020405,Final|BlueprintAuthorityOnly|Native|Public|BlueprintCallable,0x09bbf200,0x052f25a0
ALokiCharacter,AuthDisengageYawLock,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf240,0x052f25a0
ALokiCharacter,AuthEngageYawLock,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bbf280,0x052f25a0
ALokiCharacter,AuthGrantExperience,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf2c0,0x052f25a0
ALokiCharacter,AuthGrantLevel,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf300,0x052f25a0
ALokiCharacter,AuthInitializeExperience,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf340,0x052f25a0
ALokiCharacter,AuthRemoveAbilityPoint,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf380,0x052f25a0
ALokiCharacter,AuthRemoveAllMountedCharacters,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf3c0,0x052f25a0
ALokiCharacter,AuthRemoveLevel,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf400,0x052f25a0
ALokiCharacter,AuthRemoveMountedCharacter,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf440,0x052f25a0
ALokiCharacter,AuthRemovePreSpawnedEffect,0x00020401,Final|Native|Public,0x09bbf480,0x052f25a0
ALokiCharacter,AuthResetJumpZToDefault,0x04020405,Final|BlueprintAuthorityOnly|Native|Public|BlueprintCallable,0x09bbf4c0,0x052f25a0
ALokiCharacter,AuthResetToSnapshot,0x00420401,Final|Native|Public|HasOutParms,0x09bbf500,0x052f25a0
ALokiCharacter,AuthSetJumpZ,0x04020405,Final|BlueprintAuthorityOnly|Native|Public|BlueprintCallable,0x09bbf540,0x052f25a0
ALokiCharacter,AuthSetMovementEnabled,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbf580,0x052f25a0
ALokiCharacter,BP_AddHealthBarWorldOffset,0x08820800,Event|Public|HasDefaults|BlueprintEvent,0x09bbf5c0,0x052f25a0
ALokiCharacter,BP_SetHealthBarLocation,0x08820800,Event|Public|HasDefaults|BlueprintEvent,0x09bbf600,0x052f25a0
ALokiCharacter,CalculateHealthbarVisibility_BP,0x08080c00,Native|Event|Protected|BlueprintEvent,0x09bbf640,0x052f25a0
ALokiCharacter,CanAddToInventory,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbf680,0x052f25a0
ALokiCharacter,CanRemoveFromInventory,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbf6c0,0x052f25a0
ALokiCharacter,CheatExperience,0x00020601,Final|Exec|Native|Public,0x09bbf700,0x052f25a0
ALokiCharacter,CheatToggleCharacterDebugMode,0x00020601,Final|Exec|Native|Public,0x09bbf740,0x052f25a0
ALokiCharacter,ClearDebugFloatingText,0x08080c00,Native|Event|Protected|BlueprintEvent,0x09bbf780,0x052f25a0
ALokiCharacter,ClearOverheatPenaltyEffects,0x08020c00,Native|Event|Public|BlueprintEvent,0x09bbf7c0,0x052f25a0
ALokiCharacter,ClientDebugMessage,0x01020cc0,Net|NetReliable|Native|Event|Public|NetClient,0x09bbf800,0x052f25a0
ALokiCharacter,ClientDisengageYawLock,0x01020c40,Net|Native|Event|Public|NetClient,0x09bbf840,0x052f25a0
ALokiCharacter,ClientEngageYawLock,0x01020c40,Net|Native|Event|Public|NetClient,0x09bbf880,0x052f25a0
ALokiCharacter,ClientPlayHitReact,0x01824c40,Net|Native|Event|NetMulticast|Public|HasDefaults|NetClient,0x09bbf8c0,0x052f25a0
ALokiCharacter,ClientPlayJumpCue,0x01024c40,Net|Native|Event|NetMulticast|Public|NetClient,0x09bbf900,0x052f25a0
ALokiCharacter,ClientSetJumpZ,0x01024cc0,Net|NetReliable|Native|Event|NetMulticast|Public|NetClient,0x09bbf940,0x052f25a0
ALokiCharacter,ClientUpdateDebugString,0x01080cc0,Net|NetReliable|Native|Event|Protected|NetClient,0x09bbf980,0x052f25a0
ALokiCharacter,Dash,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bbf9c0,0x052f25a0
ALokiCharacter,DebugStatString,0x00020601,Final|Exec|Native|Public,0x09bbfa00,0x052f25a0
ALokiCharacter,DecrementSimulatedProxyComponentOverlapLock,0x04020409,Final|BlueprintCosmetic|Native|Public|BlueprintCallable,0x09bbfa40,0x052f25a0
ALokiCharacter,DistributeXPBounty,0x08020c00,Native|Event|Public|BlueprintEvent,0x09bbfa80,0x052f25a0
ALokiCharacter,DropInventory,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbfac0,0x052f25a0
ALokiCharacter,EnableDashGravity,0x04020400,Native|Public|BlueprintCallable,0x09bbfb00,0x052f25a0
ALokiCharacter,FeatureTogglesReadyOrChanged,0x00080400,Native|Protected,0x09bbfb40,0x052f25a0
ALokiCharacter,FinishingBlowDamageMultiplier,0x0c020c00,Native|Event|Public|BlueprintCallable|BlueprintEvent,0x09bbfb80,0x052f25a0
ALokiCharacter,FlashCharacter,0x0c020c00,Native|Event|Public|BlueprintCallable|BlueprintEvent,0x09bbfbc0,0x052f25a0
ALokiCharacter,FlashCooldownTagChangedCallback,0x00080401,Final|Native|Protected,0x09bbfc00,0x052f25a0
ALokiCharacter,ForceDeath,0x04020401,Final|Native|Public|BlueprintCallable,0x09bbfc40,0x052f25a0
ALokiCharacter,ForceVisibleTagChangedCallback,0x00080401,Final|Native|Protected,0x09bbfc80,0x052f25a0
ALokiCharacter,GatherFollowingActorMovement,0x00020401,Final|Native|Public,0x09bbfcc0,0x052f25a0
ALokiCharacter,GatherGlideBoostMovement,0x00020401,Final|Native|Public,0x09bbfd00,0x052f25a0
ALokiCharacter,GatherGlideDiveMovement,0x00020401,Final|Native|Public,0x09bbfd40,0x052f25a0
ALokiCharacter,GatherGlideMovement,0x00020401,Final|Native|Public,0x09bbfd80,0x052f25a0
ALokiCharacter,GatherGrindMovement,0x00020401,Final|Native|Public,0x09bbfdc0,0x052f25a0
ALokiCharacter,GatherServerLocationMovement,0x00020401,Final|Native|Public,0x09bbfe00,0x052f25a0
ALokiCharacter,GetAbilityLevel,0x54080400,Native|Protected|BlueprintCallable|BlueprintPure|Const,0x09bbfe40,0x052f25a0
ALokiCharacter,GetAbilityPointsForLevelUp,0x00080400,Native|Protected,0x09bbfe80,0x052f25a0
ALokiCharacter,GetActorTracker,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbfec0,0x052f25a0
ALokiCharacter,GetAllAbilities,0x40020400,Native|Public|Const,0x09bbff00,0x052f25a0
ALokiCharacter,GetArmorRepairItem,0x40020401,Final|Native|Public|Const,0x09bbff40,0x052f25a0
ALokiCharacter,GetBaseMovementSpeed,0x14020400,Native|Public|BlueprintCallable|BlueprintPure,0x09bbff80,0x052f25a0
ALokiCharacter,GetBonusCastRange,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bbffc0,0x052f25a0
ALokiCharacter,GetCameraBonusOffset,0x40020401,Final|Native|Public|Const,0x09bc0000,0x052f25a0
ALokiCharacter,GetCenterOfMass,0x14820401,Final|Native|Public|HasDefaults|BlueprintCallable|BlueprintPure,0x09bc0040,0x052f25a0
ALokiCharacter,GetCharacterAlerts,0x08020c00,Native|Event|Public|BlueprintEvent,0x09bc0080,0x052f25a0
ALokiCharacter,GetCharacterLevel,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc00c0,0x052f25a0
ALokiCharacter,GetCharacterProjectileSpawnLocation,0x40820401,Final|Native|Public|HasDefaults|Const,0x09bc0100,0x052f25a0
ALokiCharacter,GetCharacterProjectileTerrainHeightOffset,0x40020401,Final|Native|Public|Const,0x09bc0140,0x052f25a0
ALokiCharacter,GetConsumableItem,0x40020401,Final|Native|Public|Const,0x09bc0180,0x052f25a0
ALokiCharacter,GetCurrentAirship,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc01c0,0x052f25a0
ALokiCharacter,GetCurrentDashHandle,0x40020401,Final|Native|Public|Const,0x09bc0200,0x052f25a0
ALokiCharacter,GetCustomAnimationState,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0240,0x052f25a0
ALokiCharacter,GetCustomLocalCameraDistance,0x40020401,Final|Native|Public|Const,0x09bc0280,0x052f25a0
ALokiCharacter,GetDebugStatString,0x40020401,Final|Native|Public|Const,0x09bc02c0,0x052f25a0
ALokiCharacter,GetDisplayName,0x1c020c00,Native|Event|Public|BlueprintCallable|BlueprintEvent|BlueprintPure,0x09bc0300,0x052f25a0
ALokiCharacter,GetEffectForCurrentMovementMode,0x00020401,Final|Native|Public,0x09bc0340,0x052f25a0
ALokiCharacter,GetEquipmentItem,0x40020401,Final|Native|Public|Const,0x09bc0380,0x052f25a0
ALokiCharacter,GetExperience,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc03c0,0x052f25a0
ALokiCharacter,GetExperienceToCompleteLevel,0x14022401,Final|Native|Static|Public|BlueprintCallable|BlueprintPure,0x09bc0400,0x052f25a0
ALokiCharacter,GetExperienceTowardNextLevel,0x14022401,Final|Native|Static|Public|BlueprintCallable|BlueprintPure,0x09bc0440,0x052f25a0
ALokiCharacter,GetFeetLocation,0x54820401,Final|Native|Public|HasDefaults|BlueprintCallable|BlueprintPure|Const,0x09bc0480,0x052f25a0
ALokiCharacter,GetFeetOffsetFromHeightMap,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc04c0,0x052f25a0
ALokiCharacter,GetFogOfWarAngle,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0500,0x052f25a0
ALokiCharacter,GetFogOfWarRadius,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0540,0x052f25a0
ALokiCharacter,GetFriendlyFireDamageMultiplier,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0580,0x052f25a0
ALokiCharacter,GetGlideStrength,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc05c0,0x052f25a0
ALokiCharacter,GetGroundLocation,0x54820401,Final|Native|Public|HasDefaults|BlueprintCallable|BlueprintPure|Const,0x09bc0600,0x052f25a0
ALokiCharacter,GetHealth,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0640,0x052f25a0
ALokiCharacter,GetHealthFractionWithBranch,0x04420401,Final|Native|Public|HasOutParms|BlueprintCallable,0x09bc0680,0x052f25a0
ALokiCharacter,GetHealthItem,0x40020401,Final|Native|Public|Const,0x09bc06c0,0x052f25a0
ALokiCharacter,GetInventoryBase,0x54020400,Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0700,0x052f25a0
ALokiCharacter,GetInventoryComboItems,0x54020400,Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0740,0x052f25a0
ALokiCharacter,GetIsSneaking,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0780,0x052f25a0
ALokiCharacter,GetIsSprinting,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc07c0,0x052f25a0
ALokiCharacter,GetItemFromSlot,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0800,0x052f25a0
ALokiCharacter,GetKillCreditAbility,0x04020401,Final|Native|Public|BlueprintCallable,0x09bc0840,0x052f25a0
ALokiCharacter,GetLevel,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0880,0x052f25a0
ALokiCharacter,GetLevelFromTotalExperience,0x14022401,Final|Native|Static|Public|BlueprintCallable|BlueprintPure,0x09bc08c0,0x052f25a0
ALokiCharacter,GetLivingState,0x54020401,Final|Native|Public|BlueprintCallable|BlueprintPure|Const,0x09bc0900,0x052f25a0
