class,name,thunk_rva,verdict,note
AGameStateBase,OnRep_ReplicatedHasBegunPlay,0x38732F0,REAL,impl 0x38732F0: 488b42204533c04885c0410f95c04c03
AGameStateBase,OnRep_ReplicatedWorldTimeSecondsDouble,0x3873310,REAL,impl 0x3873310: 488b42204533c04885c0410f95c04c03
AGameStateBase,OnRep_SpectatorClass,0x3702580,REAL,impl 0x3702580: 488b42204533c04885c0410f95c04c03
UGameUserSettings,ApplyHardwareBenchmarkResults,0x3872590,REAL,impl 0x3872590: 488b42204533c04885c0410f95c04c03
UGameUserSettings,ApplyNonResolutionSettings,0x326D2A0,REAL,impl 0x326D2A0: 488b42204533c04885c0410f95c04c03
UGameUserSettings,ApplyResolutionSettings,0x38725B0,REAL,impl 0x38725B0: 48895c24084889742418574883ec2033
UGameUserSettings,ApplySettings,0x3872640,REAL,impl 0x3872640: 48895c24104889742418574883ec2033
UGameUserSettings,ConfirmVideoMode,0x207BDE0,REAL,impl 0x207BDE0: 488b42204533c04885c0410f95c04c03
UGameUserSettings,EnableHDRDisplayOutput,0x38726D0,REAL,impl 0x38726D0: 48895c24085556574883ec2033ff488b
UGameUserSettings,GetAntiAliasingQuality,0x38727A0,REAL,impl 0x38727A0: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetAudioQualityLevel,0x2D6CFE0,REAL,impl 0x2D6CFE0: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetColorVisionDeficiencyType,0x38727C0,REAL,impl 0x38727C0: 48895c2408574883ec20488b42204533
UGameUserSettings,GetControllersEnabled,0x3872800,REAL,impl 0x3872800: 40534883ec20488b42204533c94885c0
UGameUserSettings,GetCurrentHDRDisplayNits,0x3872830,REAL,impl 0x3872830: 4c8b4a2033c04d85c90f95c04903c148
UGameUserSettings,GetDefaultResolution,0x3872860,REAL,impl 0x3872860: 488b422033c94885c00f95c14803c848
UGameUserSettings,GetDefaultResolutionScale,0x3872880,REAL,impl 0x3872880: 40534883ec20488b42204533c94885c0
UGameUserSettings,GetDefaultWindowMode,0x31DEDD0,REAL,impl 0x31DEDD0: 488b422033c94885c00f95c14803c848
UGameUserSettings,GetDefaultWindowPosition,0x38728C0,REAL,impl 0x38728C0: 488b422033c94885c048c7442410ffff
UGameUserSettings,GetDesktopResolution,0x38728F0,REAL,impl 0x38728F0: 40534883ec20488b42204533c94885c0
UGameUserSettings,GetFoliageQuality,0x3872930,REAL,impl 0x3872930: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetFramePace,0x3872950,REAL,impl 0x3872950: 40534883ec20488b422033c94885c049
UGameUserSettings,GetFrameRateLimit,0x3872980,REAL,impl 0x3872980: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetFullscreenMode,0x38729A0,REAL,impl 0x38729A0: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetGameUserSettings,0x38729E0,REAL,impl 0x38729E0: 40534883ec20488b422033c94885c049
UGameUserSettings,GetGlobalIlluminationQuality,0x3872A20,REAL,impl 0x3872A20: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetLastConfirmedFullscreenMode,0x3872A40,REAL,impl 0x3872A40: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetLastConfirmedScreenResolution,0x3872A80,REAL,impl 0x3872A80: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetOverallScalabilityLevel,0x3872AC0,REAL,impl 0x3872AC0: 40534883ec20488b42204533c94885c0
UGameUserSettings,GetPostProcessingQuality,0x3872C30,REAL,impl 0x3872C30: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetPreferredFullscreenMode,0x3872C50,REAL,impl 0x3872C50: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetRecommendedResolutionScale,0x3872C80,REAL,impl 0x3872C80: 40534883ec20488b42204533c94885c0
UGameUserSettings,GetReflectionQuality,0x35C79D0,REAL,impl 0x35C79D0: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetResolutionScaleInformationEx,0x3872CC0,REAL,impl 0x3872CC0: 48895c2418555657415641574883ec30
UGameUserSettings,GetResolutionScaleNormalized,0x3872E80,REAL,impl 0x3872E80: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetScreenResolution,0x3872EB0,REAL,impl 0x3872EB0: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetShadingQuality,0x3872F30,REAL,impl 0x3872F30: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetShadowQuality,0x33A7440,REAL,impl 0x33A7440: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetSyncInterval,0x3872F50,REAL,impl 0x3872F50: 40534883ec20488b422033c94885c049
UGameUserSettings,GetTextureQuality,0x3872F80,REAL,impl 0x3872F80: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetViewDistanceQuality,0x3872FA0,REAL,impl 0x3872FA0: 488b42204533c94885c0410f95c14c03
UGameUserSettings,GetVisualEffectQuality,0x3872FC0,REAL,impl 0x3872FC0: 488b42204533c94885c0410f95c14c03
UGameUserSettings,IsDirty,0x3873070,REAL,impl 0x3873070: 40534883ec20488b42204533c94885c0
UGameUserSettings,IsDynamicResolutionDirty,0x38730A0,REAL,impl 0x38730A0: 488b42204533c94885c0410f95c14c03
UGameUserSettings,IsDynamicResolutionEnabled,0x38730F0,REAL,impl 0x38730F0: 40534883ec20488b42204533c94885c0
UGameUserSettings,IsFullscreenModeDirty,0x3873120,REAL,impl 0x3873120: 40534883ec20488b42204533c94885c0
UGameUserSettings,IsHDREnabled,0x3873150,REAL,impl 0x3873150: 488b42204533c94885c0410f95c14c03
UGameUserSettings,IsScreenResolutionDirty,0x3873170,REAL,impl 0x3873170: 488b42204533c94885c0410f95c14c03
UGameUserSettings,IsVSyncDirty,0x38731D0,REAL,impl 0x38731D0: 40534883ec20488b42204533c94885c0
UGameUserSettings,IsVSyncEnabled,0x3873200,REAL,impl 0x3873200: 488b42204533c94885c0410f95c14c03
UGameUserSettings,LoadSettings,0x3873220,REAL,impl 0x3873220: 48895c24104889742418574883ec2033
UGameUserSettings,ResetToCurrentSettings,0x31288E0,REAL,impl 0x31288E0: 488b42204533c04885c0410f95c04c03
UGameUserSettings,RevertVideoMode,0x3873330,REAL,impl 0x3873330: 488b42204533c04885c0410f95c04c03
UGameUserSettings,RunHardwareBenchmark,0x3873370,REAL,impl 0x3873370: 405356574883ec2033ff488bda897c24
UGameUserSettings,SaveSettings,0x35C75A0,REAL,impl 0x35C75A0: 488b42204533c04885c0410f95c04c03
UGameUserSettings,SetAntiAliasingQuality,0x3873470,REAL,impl 0x3873470: 48895c24104889742418574883ec2033
UGameUserSettings,SetAudioQualityLevel,0x3873500,REAL,impl 0x3873500: 48895c24104889742418574883ec2033
UGameUserSettings,SetBenchmarkFallbackValues,0x3873590,REAL,impl 0x3873590: 488b42204533c04885c0410f95c04883
UGameUserSettings,SetColorVisionDeficiencyType,0x38735B0,REAL,impl 0x38735B0: 48895c24084889742418574883ec2033
UGameUserSettings,SetControllersEnabled,0x38736D0,REAL,impl 0x38736D0: 48895c24104889742418574883ec2033
UGameUserSettings,SetDynamicResolutionEnabled,0x3873760,REAL,impl 0x3873760: 48895c24104889742418574883ec2033
UGameUserSettings,SetFoliageQuality,0x38737F0,REAL,impl 0x38737F0: 48895c24104889742418574883ec2033
UGameUserSettings,SetFrameRateLimit,0x3873880,REAL,impl 0x3873880: 48895c2410574883ec20488bdac74424
UGameUserSettings,SetFullscreenMode,0x3873900,REAL,impl 0x3873900: 48895c2408574883ec20488bdac64424
UGameUserSettings,SetGlobalIlluminationQuality,0x3873980,REAL,impl 0x3873980: 48895c24104889742418574883ec2033
UGameUserSettings,SetOverallScalabilityLevel,0x3873A10,REAL,impl 0x3873A10: 48895c24104889742418574883ec2033
UGameUserSettings,SetPostProcessingQuality,0x3873AA0,REAL,impl 0x3873AA0: 48895c24104889742418574883ec2033
UGameUserSettings,SetReflectionQuality,0x3873B30,REAL,impl 0x3873B30: 48895c24104889742418574883ec2033
UGameUserSettings,SetResolutionScaleNormalized,0x3873BC0,REAL,impl 0x3873BC0: 48895c2408574883ec20488bdac74424
UGameUserSettings,SetResolutionScaleValueEx,0x3873C50,REAL,impl 0x3873C50: 48895c2408574883ec20488bdac74424
UGameUserSettings,SetScreenResolution,0x3873CD0,REAL,impl 0x3873CD0: 48895c2410574883ec20488bda488bf9
UGameUserSettings,SetShadingQuality,0x3873D70,REAL,impl 0x3873D70: 48895c24104889742418574883ec2033
UGameUserSettings,SetShadowQuality,0x3873E00,REAL,impl 0x3873E00: 48895c24104889742418574883ec2033
UGameUserSettings,SetTextureQuality,0x3873E90,REAL,impl 0x3873E90: 48895c24104889742418574883ec2033
UGameUserSettings,SetToDefaults,0x324FAC0,REAL,impl 0x324FAC0: 488b42204533c04885c0410f95c04c03
UGameUserSettings,SetViewDistanceQuality,0x3873FB0,REAL,impl 0x3873FB0: 48895c24104889742418574883ec2033
UGameUserSettings,SetVisualEffectQuality,0x3874040,REAL,impl 0x3874040: 48895c24104889742418574883ec2033
UGameUserSettings,SetVSyncEnabled,0x3873F20,REAL,impl 0x3873F20: 48895c24104889742418574883ec2033
UGameUserSettings,SupportsHDRDisplayOutput,0x38740D0,REAL,impl 0x38740D0: 40534883ec20488b42204533c94885c0
UGameUserSettings,ValidateSettings,0x33AC230,REAL,impl 0x33AC230: 488b42204533c04885c0410f95c04c03
UInputDeviceLibrary,EqualEqual_InputDeviceId,0x38AAC00,DARK,page 0x38AA000 all-zero
UInputDeviceLibrary,EqualEqual_PlatformUserId,0x38AAC00,DARK,page 0x38AA000 all-zero
UInputDeviceLibrary,GetAllActiveUsers,0x38AAF20,DARK,page 0x38AA000 all-zero
UInputDeviceLibrary,GetAllConnectedInputDevices,0x38AAFF0,DARK,page 0x38AA000 all-zero
UInputDeviceLibrary,GetAllInputDevices,0x38AB0C0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetAllInputDevicesForUser,0x38AB190,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetDefaultInputDevice,0x38AB2A0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetInputDeviceConnectionState,0x38AB2E0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetPlayerControllerFromInputDevice,0x38AB3D0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetPlayerControllerFromPlatformUser,0x38AB470,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetPrimaryInputDeviceForUser,0x38AB5B0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetPrimaryPlatformUser,0x38AB650,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetUserForInputDevice,0x38AB8C0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,GetUserForUnpairedInputDevices,0x38AB960,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,InputDeviceId_None,0x38AB9A0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,IsDevicePropertyHandleValid,0x38AB9C0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,IsInputDeviceMappedToUnpairedUser,0x38ABA60,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,IsUnpairedUserId,0x38ABAF0,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,IsValidInputDevice,0x38ABB80,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,IsValidPlatformId,0x38ABC00,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,NotEqual_InputDeviceId,0x38ABC80,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,NotEqual_PlatformUserId,0x38ABC80,DARK,page 0x38AB000 all-zero
UInputDeviceLibrary,PlatformUserId_None,0x38AB9A0,DARK,page 0x38AB000 all-zero
UKismetInputLibrary,CalibrateTilt,0x3949F20,DARK,page 0x3949000 all-zero
UKismetInputLibrary,EqualEqual_InputChordInputChord,0x395BC60,REAL,impl 0x395BC60: 48895c240848897c241055488d6c24a9
UKismetInputLibrary,EqualEqual_KeyKey,0x395BFB0,REAL,impl 0x395BFB0: 48895c240848896c2410488974241848
UKismetInputLibrary,GetAnalogValue,0x3960A20,REAL,impl 0x3960A20: 4c8bdc49895b0849897318574881ec90
UKismetInputLibrary,GetKey,0x3963E30,REAL,impl 0x3963E30: 48895c2408488974241848897c242055
UKismetInputLibrary,GetModifierKeysState,0x3964AD0,REAL,impl 0x3964AD0: 40534883ec20488b422033c94885c049
UKismetInputLibrary,GetUserIndex,0x3968530,REAL,impl 0x3968530: 4c8bdc49895b0849897318574883ec60
UKismetInputLibrary,InputChord_GetDisplayName,0x396A400,REAL,impl 0x396A400: 48895c24084889742410574883ec5048
UKismetInputLibrary,InputEvent_IsAltDown,0x396A500,REAL,impl 0x396A500: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsCommandDown,0x396A5C0,REAL,impl 0x396A5C0: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsControlDown,0x396A680,REAL,impl 0x396A680: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsLeftAltDown,0x396A740,REAL,impl 0x396A740: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsLeftCommandDown,0x396A800,REAL,impl 0x396A800: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsLeftControlDown,0x396A8C0,REAL,impl 0x396A8C0: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsLeftShiftDown,0x396A980,REAL,impl 0x396A980: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsRepeat,0x396AA40,REAL,impl 0x396AA40: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsRightAltDown,0x396AB00,REAL,impl 0x396AB00: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsRightCommandDown,0x396ABC0,REAL,impl 0x396ABC0: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsRightControlDown,0x396AC80,REAL,impl 0x396AC80: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsRightShiftDown,0x396AD40,REAL,impl 0x396AD40: 48895c24084889742410574883ec4033
UKismetInputLibrary,InputEvent_IsShiftDown,0x396AE00,REAL,impl 0x396AE00: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_GetDisplayName,0x396F7C0,REAL,impl 0x396F7C0: 48895c240848896c2418488974242057
UKismetInputLibrary,Key_GetNavigationAction,0x396F910,REAL,impl 0x396F910: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_GetNavigationActionFromKey,0x396FA00,REAL,impl 0x396FA00: 4c8bdc49895b0849897318574883ec60
UKismetInputLibrary,Key_GetNavigationDirectionFromAnalog,0x396FB20,REAL,impl 0x396FB20: 4c8bdc49895b0849897318574881ec90
UKismetInputLibrary,Key_GetNavigationDirectionFromKey,0x396FC50,REAL,impl 0x396FC50: 4c8bdc49895b0849897318574883ec60
UKismetInputLibrary,Key_IsAnalog,0x396FD70,REAL,impl 0x396FD70: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsAxis1D,0x396FE50,REAL,impl 0x396FE50: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsAxis2D,0x396FF30,REAL,impl 0x396FF30: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsAxis3D,0x3970010,REAL,impl 0x3970010: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsButtonAxis,0x39700F0,REAL,impl 0x39700F0: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsDigital,0x39701D0,REAL,impl 0x39701D0: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsGamepadKey,0x39702B0,REAL,impl 0x39702B0: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsKeyboardKey,0x3970390,REAL,impl 0x3970390: 48895c2408488974241048897c241841
UKismetInputLibrary,Key_IsModifierKey,0x39704A0,REAL,impl 0x39704A0: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsMouseButton,0x3970580,REAL,impl 0x3970580: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsValid,0x3970660,REAL,impl 0x3970660: 48895c24084889742410574883ec4033
UKismetInputLibrary,Key_IsVectorAxis,0x3970740,REAL,impl 0x3970740: 48895c2408488974241048897c241841
UKismetInputLibrary,ModifierKeysState_IsAltDown,0x397D9B0,DARK,page 0x397D000 all-zero
UKismetInputLibrary,ModifierKeysState_IsCommandDown,0x397DA50,DARK,page 0x397D000 all-zero
UKismetInputLibrary,ModifierKeysState_IsControlDown,0x397DAF0,DARK,page 0x397D000 all-zero
UKismetInputLibrary,ModifierKeysState_IsShiftDown,0x397DB90,DARK,page 0x397D000 all-zero
UKismetInputLibrary,PointerEvent_GetCursorDelta,0x3983170,REAL,impl 0x3983170: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetEffectingButton,0x39832D0,REAL,impl 0x39832D0: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetGestureDelta,0x39834A0,REAL,impl 0x39834A0: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetGestureType,0x3983600,REAL,impl 0x3983600: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetLastScreenSpacePosition,0x3983790,REAL,impl 0x3983790: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetPointerIndex,0x39838F0,REAL,impl 0x39838F0: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetScreenSpacePosition,0x3983A40,REAL,impl 0x3983A40: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetTouchpadIndex,0x3983BA0,REAL,impl 0x3983BA0: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetUserIndex,0x3983CF0,REAL,impl 0x3983CF0: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_GetWheelDelta,0x3983E40,REAL,impl 0x3983E40: 48895c2408488974241848897c242055
UKismetInputLibrary,PointerEvent_IsMouseButtonDown,0x3983F90,REAL,impl 0x3983F90: 48895c2408488974241855574156488d
UKismetInputLibrary,PointerEvent_IsTouchEvent,0x3984180,REAL,impl 0x3984180: 48895c2408488974241848897c242055
UKismetRenderingLibrary,BeginDrawCanvasToRenderTarget,0x39421E0,REAL,tail-call target 0x38DF3F0 on dark page 0x38DF000; wrapper's own prologue looked real
UKismetRenderingLibrary,BreakSkinWeightInfo,0x3946E30,REAL,impl 0x3946E30: 48895c2408488974241848897c242055
UKismetRenderingLibrary,CalculateProjectionMatrix,0x3949D50,DARK,page 0x3949000 all-zero
UKismetRenderingLibrary,ClearRenderTarget2D,0x394D3B0,REAL,impl 0x394D3B0: 488bc448895808488970184889782055
UKismetRenderingLibrary,ConvertRenderTargetToTexture2DArrayEditorOnly,0x3954A20,REAL,impl 0x3954A20: 48895c2408574883ec3033ff488bda48
UKismetRenderingLibrary,ConvertRenderTargetToTexture2DEditorOnly,0x3954A20,REAL,impl 0x3954A20: 48895c2408574883ec3033ff488bda48
UKismetRenderingLibrary,ConvertRenderTargetToTextureCubeEditorOnly,0x3954A20,REAL,impl 0x3954A20: 48895c2408574883ec3033ff488bda48
UKismetRenderingLibrary,ConvertRenderTargetToTextureVolumeEditorOnly,0x3954A20,REAL,impl 0x3954A20: 48895c2408574883ec3033ff488bda48
UKismetRenderingLibrary,CreateRenderTarget2D,0x3955430,REAL,impl 0x3955430: 40555356574156488bec4883ec7033ff
UKismetRenderingLibrary,CreateRenderTarget2DArray,0x3955640,REAL,impl 0x3955640: 40555356574156488bec4881ec800000
UKismetRenderingLibrary,CreateRenderTargetVolume,0x39558A0,REAL,impl 0x39558A0: 40555356574156488bec4881ec800000
UKismetRenderingLibrary,DrawMaterialToRenderTarget,0x395A370,REAL,impl 0x395A370: 48895c2408574883ec3033ff488bda48
UKismetRenderingLibrary,EnablePathTracing,0x395AE40,REAL,impl 0x395AE40: 48895c24084889742418574883ec2033
UKismetRenderingLibrary,EndDrawCanvasToRenderTarget,0x395AF00,REAL,impl 0x395AF00: 48895c2408574883ec2033ff488bda48
UKismetRenderingLibrary,ExportRenderTarget,0x395DA00,REAL,impl 0x395DA00: 48895c2408574883ec4033ff488bda48
UKismetRenderingLibrary,ExportTexture2D,0x395DB70,REAL,impl 0x395DB70: 48895c2408574883ec4033ff488bda48
UKismetRenderingLibrary,ImportBufferAsTexture2D,0x3969C90,REAL,impl 0x3969C90: 48895c24084889742418574883ec3033
UKismetRenderingLibrary,ImportFileAsTexture2D,0x3969D80,REAL,impl 0x3969D80: 48895c24084889742418574883ec3033
UKismetRenderingLibrary,MakeSkinWeightInfo,0x3977E50,REAL,impl 0x3977E50: 48895c2408555657488bec4881ec8000
UKismetRenderingLibrary,ReadRenderTarget,0x398A3F0,DARK,page 0x398A000 all-zero
UKismetRenderingLibrary,ReadRenderTargetPixel,0x398A810,DARK,page 0x398A000 all-zero
UKismetRenderingLibrary,ReadRenderTargetRaw,0x398A960,DARK,page 0x398A000 all-zero
UKismetRenderingLibrary,ReadRenderTargetRawPixel,0x398AE40,DARK,page 0x398A000 all-zero
UKismetRenderingLibrary,ReadRenderTargetRawPixelArea,0x398AFF0,DARK,page 0x398A000 all-zero
UKismetRenderingLibrary,ReadRenderTargetRawUV,0x398B240,DARK,page 0x398B000 all-zero
UKismetRenderingLibrary,ReadRenderTargetRawUVArea,0x398B470,DARK,page 0x398B000 all-zero
UKismetRenderingLibrary,ReadRenderTargetUV,0x398B6D0,DARK,page 0x398B000 all-zero
UKismetRenderingLibrary,RefreshPathTracingOutput,0x398B8A0,DARK,page 0x398B000 all-zero
UKismetRenderingLibrary,ReleaseRenderTarget2D,0x398B920,DARK,page 0x398B000 all-zero
UKismetRenderingLibrary,RenderTargetCreateStaticTexture2DArrayEditorOnly,0x398BB00,DARK,page 0x398B000 all-zero
UKismetRenderingLibrary,RenderTargetCreateStaticTexture2DEditorOnly,0x398BCD0,DARK,page 0x398B000 all-zero
UKismetRenderingLibrary,RenderTargetCreateStaticTextureCubeEditorOnly,0x398BEA0,DARK,page 0x398B000 all-zero
UKismetRenderingLibrary,RenderTargetCreateStaticVolumeTextureEditorOnly,0x398C070,REAL,impl 0x398C070: 4055535657415441564157488bec4883
UKismetRenderingLibrary,ResizeRenderTarget2D,0x398C8B0,REAL,impl 0x398C8B0: 48895c2408574881ec8000000033ff48
UKismetRenderingLibrary,SetCastInsetShadowForAllAttachments,0x398F370,REAL,impl 0x398F370: 48895c24084889742418574883ec3033
UKismetNodeHelperLibrary,BitIsMarked,0x3942500,REAL,impl 0x3942500: 48895c24084889742420574883ec2033
UKismetNodeHelperLibrary,ClearAllBits,0x394D0E0,REAL,impl 0x394D0E0: 48895c2408574883ec2033ff488bda48
UKismetNodeHelperLibrary,ClearBit,0x394D1C0,REAL,impl 0x394D1C0: 48895c24084889742418574883ec2033
UKismetNodeHelperLibrary,GetEnumeratorName,0x3963300,REAL,impl 0x3963300: 48895c2408574883ec20498bf848c744
UKismetNodeHelperLibrary,GetEnumeratorUserFriendlyName,0x3963400,REAL,impl 0x3963400: 48895c240855565741564157488bec48
UKismetNodeHelperLibrary,GetEnumeratorValueFromIndex,0x3963580,REAL,impl 0x3963580: 48895c24084889742420574883ec2033
UKismetNodeHelperLibrary,GetFirstUnmarkedBit,0x39637A0,REAL,impl 0x39637A0: 40535657415641574883ec2033db4d8b
UKismetNodeHelperLibrary,GetRandomUnmarkedBit,0x3966100,REAL,impl 0x3966100: 4053565741574883ec3833db4c897424
UKismetNodeHelperLibrary,GetUnmarkedBit,0x39681F0,REAL,impl 0x39681F0: 4053565741574883ec4833db4c897424
UKismetNodeHelperLibrary,GetValidValue,0x3968630,REAL,impl 0x3968630: 48895c24084889742420574883ec2033
UKismetNodeHelperLibrary,HasMarkedBit,0x3969810,REAL,impl 0x3969810: 48895c24084889742420574156415748
UKismetNodeHelperLibrary,HasUnmarkedBit,0x3969A00,REAL,impl 0x3969A00: 48895c24084889742420574156415748
UKismetNodeHelperLibrary,MarkBit,0x3979130,DARK,page 0x3979000 all-zero
UBlueprintPathsLibrary,AutomationDir,0x3941D40,REAL,impl 0x3941D40: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,AutomationLogDir,0x3941DD0,REAL,impl 0x3941DD0: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,AutomationTransientDir,0x3941E60,REAL,impl 0x3941E60: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,BugItDir,0x3948060,REAL,impl 0x3948060: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,ChangeExtension,0x394C4F0,REAL,impl 0x394C4F0: 48895c24084889742410574883ec5033
UBlueprintPathsLibrary,CloudDir,0x394D640,REAL,impl 0x394D640: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,CollapseRelativeDirectories,0x394D6D0,REAL,impl 0x394D6D0: 48895c240848896c2418565741564883
UBlueprintPathsLibrary,Combine,0x394D860,REAL,impl 0x394D860: 48895c24084889742410574883ec4033
UBlueprintPathsLibrary,ConvertFromSandboxPath,0x3954270,REAL,impl 0x3954270: 48895c2408488974241048897c241855
UBlueprintPathsLibrary,ConvertRelativePathToFull,0x39548C0,REAL,impl 0x39548C0: 48895c2408488974241048897c241855
UBlueprintPathsLibrary,ConvertToSandboxPath,0x3955090,REAL,impl 0x3955090: 48895c2408488974241048897c241855
UBlueprintPathsLibrary,CreateTempFilename,0x3955B00,REAL,impl 0x3955B00: 48895c2408488974241048897c241855
UBlueprintPathsLibrary,DiffDir,0x3956CC0,REAL,impl 0x3956CC0: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,DirectoryExists,0x3956D50,REAL,impl 0x3956D50: 48895c24084889742410574883ec3033
UBlueprintPathsLibrary,EngineConfigDir,0x395B120,REAL,impl 0x395B120: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EngineContentDir,0x395B1B0,REAL,impl 0x395B1B0: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EngineDir,0x395B240,REAL,impl 0x395B240: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EngineIntermediateDir,0x395B2D0,REAL,impl 0x395B2D0: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EnginePluginsDir,0x395B360,REAL,impl 0x395B360: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EngineSavedDir,0x395B3F0,REAL,impl 0x395B3F0: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EngineSourceDir,0x395B480,REAL,impl 0x395B480: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EngineUserDir,0x395B510,REAL,impl 0x395B510: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EngineVersionAgnosticUserDir,0x395B5A0,REAL,impl 0x395B5A0: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EnterpriseDir,0x395B630,REAL,impl 0x395B630: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EnterpriseFeaturePackDir,0x395B6C0,REAL,impl 0x395B6C0: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,EnterprisePluginsDir,0x395B750,REAL,impl 0x395B750: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,FeaturePackDir,0x395EBB0,REAL,impl 0x395EBB0: 48895c2408574883ec30488b4a2033db
UBlueprintPathsLibrary,FileExists,0x395EC40,REAL,impl 0x395EC40: 48895c24084889742410574883ec3033
UBlueprintPathsLibrary,GameAgnosticSavedDir,0x3960200,REAL,impl 0x3960200: 48895c2408574883ec30488b4a2033db
