class,name,thunk_rva,verdict,note
USharedImageConstRefBlueprintFns,GetHeight,0x150D4B0,REAL,impl 0x150D4B0: 48895c24084889742418574883ec3033
USharedImageConstRefBlueprintFns,GetPixelLinearColor,0x150D5A0,REAL,impl 0x150D5A0: 48895c24085556574154415541564157
USharedImageConstRefBlueprintFns,GetPixelValue,0x150D830,REAL,impl 0x150D830: 48895c24085556574883ec5033ff498b
USharedImageConstRefBlueprintFns,GetSize,0x150D9F0,REAL,impl 0x150D9F0: 48895c24084889742418574883ec3033
USharedImageConstRefBlueprintFns,GetWidth,0x150DB10,REAL,impl 0x150DB10: 48895c24084889742418574883ec3033
USharedImageConstRefBlueprintFns,IsValid,0x150DC00,REAL,impl 0x150DC00: 48895c24084889742418574883ec3033
UGameMapsSettings,GetGameMapsSettings,0x1768900,REAL,impl 0x1768900: 48895c2408574883ec20488b422033c9
UGameMapsSettings,GetSkipAssigningGamepadToPlayer1,0x1768970,REAL,impl 0x1768970: 488b42204533c94885c0410f95c14c03
UGameMapsSettings,SetSkipAssigningGamepadToPlayer1,0x1768990,REAL,impl 0x1768990: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ComputePolygonTriangulation,0x1F12FB0,REAL,tail-call target 0x1F130E0 on dark page 0x1F13000; wrapper's own prologue looked real
UMeshDescriptionBase,CreateEdge,0x1F130B0,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreateEdgeWithID,0x1F13280,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreatePolygon,0x1F134E0,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreatePolygonGroup,0x1F13710,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreatePolygonGroupWithID,0x1F13750,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreatePolygonWithID,0x1F13850,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreateTriangle,0x1F13AF0,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreateTriangleWithID,0x1F13D20,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreateVertex,0x1F13FC0,DARK,page 0x1F13000 all-zero
UMeshDescriptionBase,CreateVertexInstance,0x1F14000,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,CreateVertexInstanceWithID,0x1F14160,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,CreateVertexWithID,0x1F14350,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,DeleteEdge,0x1F14450,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,DeletePolygon,0x1F145C0,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,DeletePolygonGroup,0x1F147F0,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,DeleteTriangle,0x1F148F0,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,DeleteVertex,0x1F14B20,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,DeleteVertexInstance,0x1F14C20,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,Empty,0x1F14D90,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,GetEdgeConnectedPolygons,0x1F14DB0,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,GetEdgeConnectedTriangles,0x1F14F20,DARK,page 0x1F14000 all-zero
UMeshDescriptionBase,GetEdgeCount,0x1F15140,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetEdgeVertex,0x1F15180,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetEdgeVertices,0x1F15370,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumEdgeConnectedPolygons,0x1F15570,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumEdgeConnectedTriangles,0x1F156C0,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumPolygonGroupPolygons,0x1F15810,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumPolygonInternalEdges,0x1F15960,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumPolygonTriangles,0x1F15AC0,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumPolygonVertices,0x1F15C10,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumVertexConnectedEdges,0x1F15D20,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumVertexConnectedPolygons,0x1F15E70,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumVertexConnectedTriangles,0x1F15FC0,DARK,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumVertexInstanceConnectedPolygons,0x1F160D0,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetNumVertexInstanceConnectedTriangles,0x1F16220,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetNumVertexVertexInstances,0x1F16370,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonAdjacentPolygons,0x1F164C0,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonCount,0x1F167B0,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonGroupCount,0x1F167F0,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonGroupPolygons,0x1F16830,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonInternalEdges,0x1F16A50,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonPerimeterEdges,0x1F16BC0,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonPolygonGroup,0x1F16D30,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonTriangles,0x1F16E60,DARK,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonVertexInstances,0x1F17080,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetPolygonVertices,0x1F17250,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleAdjacentTriangles,0x1F173C0,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleCount,0x1F17530,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleEdges,0x1F17570,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTrianglePolygon,0x1F177B0,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTrianglePolygonGroup,0x1F178E0,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleVertexInstance,0x1F17A10,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleVertexInstances,0x1F17C00,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleVertices,0x1F17E00,DARK,page 0x1F17000 all-zero
UMeshDescriptionBase,GetVertexAdjacentVertices,0x1F18040,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexConnectedEdges,0x1F181B0,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexConnectedPolygons,0x1F183D0,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexConnectedTriangles,0x1F18540,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexCount,0x1F186B0,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceConnectedPolygons,0x1F186F0,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceConnectedTriangles,0x1F18860,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceCount,0x1F18A80,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceForPolygonVertex,0x1F18AC0,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceForTriangleVertex,0x1F18CA0,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstancePairEdge,0x1F18EB0,DARK,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceVertex,0x1F19060,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,GetVertexPairEdge,0x1F19190,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,GetVertexPosition,0x1F19340,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,GetVertexVertexInstances,0x1F19550,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsEdgeInternal,0x1F19770,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsEdgeInternalToPolygon,0x1F19880,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsEdgeValid,0x1F19A40,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsEmpty,0x1F19B20,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsPolygonGroupValid,0x1F19B50,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsPolygonValid,0x1F19C30,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsTrianglePartOfNgon,0x1F19D10,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsTriangleValid,0x1F19E90,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsVertexInstanceValid,0x1F19F70,DARK,page 0x1F19000 all-zero
UMeshDescriptionBase,IsVertexOrphaned,0x1F1A050,REAL,tail-call target 0x1F02730 on dark page 0x1F02000; wrapper's own prologue looked real
UMeshDescriptionBase,IsVertexValid,0x1F1A160,REAL,impl 0x1F1A160: 48895c24104889742418574883ec2049
UMeshDescriptionBase,ReserveNewEdges,0x1F1A240,REAL,impl 0x1F1A240: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewPolygonGroups,0x1F1A2E0,REAL,impl 0x1F1A2E0: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewPolygons,0x1F1A380,REAL,impl 0x1F1A380: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewTriangles,0x1F1A420,REAL,impl 0x1F1A420: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewVertexInstances,0x1F1A240,REAL,impl 0x1F1A240: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewVertices,0x1F1A4C0,REAL,impl 0x1F1A4C0: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReversePolygonFacing,0x1F1A560,REAL,impl 0x1F1A560: 48895c2410574883ec20488bdac74424
UMeshDescriptionBase,SetPolygonPolygonGroup,0x1F1A660,REAL,impl 0x1F1A660: 48895c24185556574883ec20488bdac7
UMeshDescriptionBase,SetPolygonVertexInstances,0x1F1A810,REAL,impl 0x1F1A810: 4883ec5848895c2468488bda48897424
UMeshDescriptionBase,SetVertexPosition,0x1F1AA50,REAL,impl 0x1F1AA50: 48895c24185556574883ec70488bdac7
UStaticMeshDescription,CreateCube,0x1F23800,REAL,tail-call target 0x1F20DA0 on dark page 0x1F20000; wrapper's own prologue looked real
UStaticMeshDescription,GetVertexInstanceUV,0x1F23B50,REAL,impl 0x1F23B50: 48895c2420555657415441574883ec20
UStaticMeshDescription,SetPolygonGroupMaterialSlotName,0x1F23DA0,REAL,impl 0x1F23DA0: 48895c2420555657415441574883ec20
UStaticMeshDescription,SetVertexInstanceUV,0x1F24000,REAL,impl 0x1F24000: 405355565741574883ec400f29742430
UPropertyPathTestObject,GetFloat,0x1F434A0,REAL,impl 0x1F434A0: 488b42204533c94885c0410f95c14c03
UPropertyPathTestObject,GetStruct,0x1F434D0,REAL,impl 0x1F434D0: 40534881ec80000000488b42204533c9
UPropertyPathTestObject,GetStructConstRef,0x1F43530,REAL,impl 0x1F43530: 488b42204533c94885c0410f95c14c03
UPropertyPathTestObject,GetStructRef,0x1F43560,REAL,impl 0x1F43560: 488b42204533c94885c0410f95c14c03
UPropertyPathTestObject,SetFloat,0x1F43590,REAL,impl 0x1F43590: 48895c2410574883ec20488bdac74424
UPropertyPathTestObject,SetStruct,0x1F43620,REAL,impl 0x1F43620: 48895c2408488974241048897c241855
UPropertyPathTestObject,SetStructConstRef,0x1F43750,REAL,impl 0x1F43750: 48895c2408488974241048897c241855
UPropertyPathTestObject,SetStructRef,0x1F43880,REAL,impl 0x1F43880: 48895c2408488974241048897c241855
UAudioParameterControllerInterface,ResetParameters,0x1F6D860,REAL,impl 0x1F6D860: 488b42204533c04885c0410f95c04c03
UAudioParameterControllerInterface,SetBoolArrayParameter,0x1F6D880,REAL,impl 0x1F6D880: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetBoolParameter,0x1F6D970,REAL,impl 0x1F6D970: 48895c24184889742420574883ec2033
UAudioParameterControllerInterface,SetFloatArrayParameter,0x1F6DA40,REAL,impl 0x1F6DA40: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetFloatParameter,0x1F6DB30,REAL,impl 0x1F6DB30: 48895c24184889742420574883ec2033
UAudioParameterControllerInterface,SetIntArrayParameter,0x1F6DC00,REAL,impl 0x1F6DC00: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetIntParameter,0x1F6DCF0,REAL,impl 0x1F6DCF0: 48895c24184889742420574883ec2033
UAudioParameterControllerInterface,SetObjectArrayParameter,0x1F6DDC0,REAL,impl 0x1F6DDC0: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetObjectParameter,0x1F6DEB0,REAL,impl 0x1F6DEB0: 48895c24184889742420574883ec2033
UAudioParameterControllerInterface,SetParameters_Blueprint,0x1F6DF80,REAL,impl 0x1F6DF80: 48895c240848896c2410488974241857
UAudioParameterControllerInterface,SetStringArrayParameter,0x1F6E0E0,REAL,impl 0x1F6E0E0: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetStringParameter,0x1F6E200,REAL,impl 0x1F6E200: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetTriggerParameter,0x1F6E2E0,REAL,impl 0x1F6E2E0: 48895c24104889742418574883ec2033
UTypedElementListLibrary,Add,0x1F7A960,REAL,impl 0x1F7A960: 48895c24084889742418574883ec400f
UTypedElementListLibrary,Append,0x1F7AAC0,REAL,impl 0x1F7AAC0: 48895c24084889742410574883ec500f
UTypedElementListLibrary,AppendList,0x1F7AC50,REAL,impl 0x1F7AC50: 48895c2408574883ec600f57c0488bda
UTypedElementListLibrary,Clone,0x1F7ADC0,REAL,impl 0x1F7ADC0: 48895c2408574883ec500f57c0498bf8
UTypedElementListLibrary,Contains,0x1F7AEF0,REAL,impl 0x1F7AEF0: 48895c24084889742418574883ec400f
UTypedElementListLibrary,CountElements,0x1F7B050,DARK,page 0x1F7B000 all-zero
UTypedElementListLibrary,CountElementsOfType,0x1F7B1A0,DARK,page 0x1F7B000 all-zero
UTypedElementListLibrary,CreateScriptElementList,0x1F7B2D0,DARK,page 0x1F7B000 all-zero
UTypedElementListLibrary,Empty,0x1F7B420,DARK,page 0x1F7B000 all-zero
UTypedElementListLibrary,GetElementHandleAt,0x1F7B770,DARK,page 0x1F7B000 all-zero
UTypedElementListLibrary,GetElementHandles,0x1F7B8C0,DARK,page 0x1F7B000 all-zero
UTypedElementListLibrary,GetElementInterface,0x1F7BAD0,DARK,page 0x1F7B000 all-zero
UTypedElementListLibrary,HasElements,0x1F7BEF0,DARK,page 0x1F7B000 all-zero
UTypedElementListLibrary,HasElementsOfType,0x1F7C040,REAL,impl 0x1F7C040: 48895c24084889742418574883ec400f
UTypedElementListLibrary,IsValidIndex,0x1F7C240,REAL,impl 0x1F7C240: 4053574883ec3848897424600f57c04c
UTypedElementListLibrary,Num,0x1F7C540,REAL,impl 0x1F7C540: 48895c2408574883ec400f57c0498bf8
UTypedElementListLibrary,Remove,0x1F7C6F0,REAL,impl 0x1F7C6F0: 48895c24084889742418574883ec400f
UTypedElementListLibrary,Reserve,0x1F7C850,REAL,impl 0x1F7C850: 48895c240848896c2418565741564883
UTypedElementListLibrary,Reset,0x1F7CA60,REAL,impl 0x1F7CA60: 40534883ec400f57c0488bda660f7f44
UTypedElementListLibrary,Shrink,0x1F7CCD0,REAL,impl 0x1F7CCD0: 40534883ec400f57c0488bda660f7f44
UTypedElementHandleLibrary,Equal,0x1F7B540,DARK,page 0x1F7B000 all-zero
UTypedElementHandleLibrary,IsSet,0x1F7C170,REAL,impl 0x1F7C170: 48895c24084889742418574883ec2033
UTypedElementHandleLibrary,NotEqual,0x1F7C400,REAL,impl 0x1F7C400: 48895c240848896c2410488974241857
UTypedElementHandleLibrary,Release,0x1F7C620,REAL,impl 0x1F7C620: 48895c24084889742418574883ec2033
UTypedElementRegistry,GetElementInterface,0x1F7BC90,DARK,page 0x1F7B000 all-zero
UTypedElementRegistry,GetInstance,0x1F7BDD0,DARK,page 0x1F7B000 all-zero
UTestTypedElementInterfaceA,GetDisplayName,0x1F7B680,DARK,page 0x1F7B000 all-zero
UTestTypedElementInterfaceA,SetDisplayName,0x1F7CB40,REAL,impl 0x1F7CB40: 48895c2418555657415641574883ec40
UTestTypedElementInterfaceB,MarkAsTested,0x1F7BE20,DARK,page 0x1F7B000 all-zero
UTestTypedElementInterfaceC,GetIsTested,0x1F7BE20,DARK,page 0x1F7B000 all-zero
UTypedElementSelectionInterface,AllowSelectionModifiers,0x1F86CE0,REAL,impl 0x1F86CE0: 48895c24104889742418574156415748
UTypedElementSelectionInterface,CanDeselectElement,0x1F86F70,REAL,impl 0x1F86F70: 48895c24104889742418574156415748
UTypedElementSelectionInterface,CanSelectElement,0x1F871C0,DARK,page 0x1F87000 all-zero
UTypedElementSelectionInterface,DeselectElement,0x1F87610,DARK,page 0x1F87000 all-zero
UTypedElementSelectionInterface,GetSelectionElement,0x1F88A80,DARK,page 0x1F88000 all-zero
UTypedElementSelectionInterface,IsElementSelected,0x1F88F90,DARK,page 0x1F88000 all-zero
UTypedElementSelectionInterface,SelectElement,0x1F894E0,DARK,page 0x1F89000 all-zero
UTypedElementSelectionSetLibrary,DeselectElementsFromList,0x1F87B30,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSetLibrary,GetNormalizedElementList,0x1F88390,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSetLibrary,GetNormalizedSelection,0x1F88560,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSetLibrary,SelectElementsFromList,0x1F89A00,DARK,page 0x1F89000 all-zero
UTypedElementSelectionSetLibrary,SetSelectionFromList,0x1F89FE0,DARK,page 0x1F89000 all-zero
UTypedElementAssetDataInterface,GetAllReferencedAssetDatas,0x1F87CB0,DARK,page 0x1F87000 all-zero
UTypedElementAssetDataInterface,GetAssetData,0x1F87E50,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSet,AllowSelectionModifiers,0x1F86E50,REAL,impl 0x1F86E50: 48895c24085556574883ec2033ed488b
UTypedElementSelectionSet,CanDeselectElement,0x1F870A0,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSet,CanSelectElement,0x1F872F0,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSet,ClearSelection,0x1F87410,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSet,CountSelectedElements,0x1F874C0,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSet,CountSelectedObjects,0x1F87570,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSet,DeselectElement,0x1F877E0,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSet,DeselectElements,0x1F87960,DARK,page 0x1F87000 all-zero
UTypedElementSelectionSet,GetBottomSelectedObject,0x1F88040,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetCurrentSelectionState,0x1F88290,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetNumSelectedElements,0x1F886A0,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetSelectedObjects,0x1F889A0,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetSelectionElement,0x1F88C70,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetTopSelectedObject,0x1F88DA0,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSet,HasSelectedElements,0x1F88E40,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSet,HasSelectedObjects,0x1F88EF0,DARK,page 0x1F88000 all-zero
UTypedElementSelectionSet,IsElementSelected,0x1F89160,DARK,page 0x1F89000 all-zero
UTypedElementSelectionSet,K2_GetSelectedElementHandles,0x1F89300,DARK,page 0x1F89000 all-zero
UTypedElementSelectionSet,RestoreSelectionState,0x1F89400,DARK,page 0x1F89000 all-zero
UTypedElementSelectionSet,SelectElement,0x1F896B0,DARK,page 0x1F89000 all-zero
UTypedElementSelectionSet,SelectElements,0x1F89830,DARK,page 0x1F89000 all-zero
UTypedElementSelectionSet,SetSelection,0x1F89E80,DARK,page 0x1F89000 all-zero
UTypedElementHierarchyInterface,GetChildElements,0x1F880E0,DARK,page 0x1F88000 all-zero
UTypedElementHierarchyInterface,GetParentElement,0x1F88870,DARK,page 0x1F88000 all-zero
UTypedElementObjectInterface,GetObject,0x1F886D0,DARK,page 0x1F88000 all-zero
UTypedElementObjectInterface,GetObjectClass,0x1F887A0,DARK,page 0x1F88000 all-zero
UTypedElementPrimitiveCustomDataInterface,SetCustomData,0x1F89B80,DARK,page 0x1F89000 all-zero
UTypedElementPrimitiveCustomDataInterface,SetCustomDataValue,0x1F89CF0,DARK,page 0x1F89000 all-zero
UAssetRegistryHelpers,CreateAssetData,0x1FFAB50,REAL,impl 0x1FFAB50: 48895c24084889742420574881eca000
UAssetRegistryHelpers,FindAssetNativeClass,0x1FFACB0,REAL,impl 0x1FFACB0: 48895c2408488974242055574156488d
UAssetRegistryHelpers,GetAsset,0x1FFB160,DARK,page 0x1FFB000 all-zero
UAssetRegistryHelpers,GetAssetRegistry,0x1FFB400,DARK,page 0x1FFB000 all-zero
UAssetRegistryHelpers,GetBlueprintAssets,0x1FFBEA0,DARK,page 0x1FFB000 all-zero
UAssetRegistryHelpers,GetClass,0x1FFC040,DARK,page 0x1FFC000 all-zero
UAssetRegistryHelpers,GetExportTextName,0x1FFC430,DARK,page 0x1FFC000 all-zero
UAssetRegistryHelpers,GetFullName,0x1FFC5B0,DARK,page 0x1FFC000 all-zero
UAssetRegistryHelpers,GetTagValue,0x1FFC8B0,DARK,page 0x1FFC000 all-zero
UAssetRegistryHelpers,IsAssetLoaded,0x1FFCB80,DARK,page 0x1FFC000 all-zero
UAssetRegistryHelpers,IsRedirector,0x1FFCCF0,DARK,page 0x1FFC000 all-zero
UAssetRegistryHelpers,IsUAsset,0x1FFCE90,DARK,page 0x1FFC000 all-zero
UAssetRegistryHelpers,IsValid,0x1FFCFD0,DARK,page 0x1FFC000 all-zero
UAssetRegistryHelpers,SetFilterTagsAndValues,0x1FFDC20,DARK,page 0x1FFD000 all-zero
UAssetRegistryHelpers,ToSoftObjectPath,0x1FFDDA0,DARK,page 0x1FFD000 all-zero
UAssetRegistry,GetAllAssets,0x1FFADF0,REAL,impl 0x1FFADF0: 48895c24104889742418574156415748
UAssetRegistry,GetAllCachedPaths,0x1FFAF60,REAL,impl 0x1FFAF60: 48895c24084889742410574883ec3033
UAssetRegistry,GetAncestorClassNames,0x1FFB040,DARK,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetByObjectPath,0x1FFB2A0,DARK,page 0x1FFB000 all-zero
UAssetRegistry,GetAssets,0x1FFB460,DARK,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetsByClass,0x1FFB660,DARK,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetsByPackageName,0x1FFB830,DARK,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetsByPath,0x1FFBA40,DARK,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetsByPaths,0x1FFBC50,DARK,page 0x1FFB000 all-zero
UAssetRegistry,GetDerivedClassNames,0x1FFC180,DARK,page 0x1FFC000 all-zero
UAssetRegistry,GetSubPaths,0x1FFC730,DARK,page 0x1FFC000 all-zero
UAssetRegistry,HasAssets,0x1FFCAB0,DARK,page 0x1FFC000 all-zero
UAssetRegistry,IsLoadingAssets,0x1FFCCC0,DARK,page 0x1FFC000 all-zero
UAssetRegistry,IsSearchAllAssets,0x1FFCE30,DARK,page 0x1FFC000 all-zero
UAssetRegistry,IsSearchAsync,0x1FFCE60,DARK,page 0x1FFC000 all-zero
UAssetRegistry,K2_GetAssetByObjectPath,0x1FFD110,DARK,page 0x1FFD000 all-zero
UAssetRegistry,K2_GetDependencies,0x1FFD300,DARK,page 0x1FFD000 all-zero
UAssetRegistry,K2_GetReferencers,0x1FFD460,DARK,page 0x1FFD000 all-zero
UAssetRegistry,PrioritizeSearchPath,0x1FFD5C0,DARK,page 0x1FFD000 all-zero
UAssetRegistry,RunAssetsThroughFilter,0x1FFD660,DARK,page 0x1FFD000 all-zero
UAssetRegistry,ScanFilesSynchronous,0x1FFD810,DARK,page 0x1FFD000 all-zero
UAssetRegistry,ScanModifiedAssetFiles,0x1FFD940,DARK,page 0x1FFD000 all-zero
UAssetRegistry,ScanPathsSynchronous,0x1FFDA20,DARK,page 0x1FFD000 all-zero
UAssetRegistry,SearchAllAssets,0x1FFDB90,DARK,page 0x1FFD000 all-zero
UAssetRegistry,UseFilterToExcludeAssets,0x1FFDF30,DARK,page 0x1FFD000 all-zero
UAssetRegistry,WaitForCompletion,0x1FFE0E0,REAL,impl 0x1FFE0E0: 488b42204533c04885c0410f95c04c03
UAssetRegistry,WaitForPackage,0x1FFE100,REAL,impl 0x1FFE100: 48895c24084889742410574883ec3033
UClothingSimulationInteractor,ClothConfigUpdated,0x207BDE0,REAL,impl 0x207BDE0: 488b42204533c04885c0410f95c04c03
UClothingSimulationInteractor,DisableGravityOverride,0x207BE00,REAL,impl 0x207BE00: 488b42204533c04885c0410f95c04c03
UClothingSimulationInteractor,EnableGravityOverride,0x207BE20,REAL,impl 0x207BE20: 48895c24084889742410574883ec4033
UClothingSimulationInteractor,GetClothingInteractor,0x207BEC0,REAL,impl 0x207BEC0: 48895c240848896c2410488974241857
UClothingSimulationInteractor,GetNumCloths,0x207BF70,REAL,impl 0x207BF70: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetNumDynamicParticles,0x207BF90,REAL,impl 0x207BF90: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetNumIterations,0x207BFB0,REAL,impl 0x207BFB0: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetNumKinematicParticles,0x207BFD0,REAL,impl 0x207BFD0: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetNumSubsteps,0x207BFF0,REAL,impl 0x207BFF0: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetSimulationTime,0x207C010,REAL,impl 0x207C010: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,PhysicsAssetUpdated,0x207C030,REAL,impl 0x207C030: 488b42204533c04885c0410f95c04c03
UClothingSimulationInteractor,SetAnimDriveSpringStiffness,0x207C050,REAL,impl 0x207C050: 48895c2410574883ec20488bdac74424
UClothingSimulationInteractor,SetMaxNumIterations,0x207C0E0,REAL,impl 0x207C0E0: 48895c24104889742418574883ec2033
UClothingSimulationInteractor,SetNumIterations,0x207C170,REAL,impl 0x207C170: 48895c24104889742418574883ec2033
UClothingSimulationInteractor,SetNumSubsteps,0x207C200,REAL,impl 0x207C200: 48895c24104889742418574883ec2033
UImageWriteBlueprintLibrary,ExportToDisk,0x208A7C0,REAL,impl 0x208A7C0: 48895c240848897c241855488d6c24a9
UEyeTrackerFunctionLibrary,GetGazeData,0x208C130,REAL,impl 0x208C130: 488bc44889580848897010574881ec80
UEyeTrackerFunctionLibrary,GetStereoGazeData,0x208C200,REAL,impl 0x208C200: 488bc44889580848897010574881eca0
UEyeTrackerFunctionLibrary,IsEyeTrackerConnected,0x208C2D0,REAL,impl 0x208C2D0: 40534883ec20488b422033c94885c049
UEyeTrackerFunctionLibrary,IsStereoGazeDataAvailable,0x208C330,REAL,impl 0x208C330: 40534883ec20488b422033c94885c049
