class,name,thunk_rva,verdict,new_vs_v1,note
UAnimInstance,GetInstanceAssetPlayerTimeFraction,0x341A3C0,REAL,YES,impl 0x341A3C0: 48895c240848896c2418488974242057
UAnimInstance,GetInstanceAssetPlayerTimeFromEnd,0x341A460,REAL,YES,impl 0x341A460: 48895c240848896c2418488974242057
UAnimInstance,GetInstanceAssetPlayerTimeFromEndFraction,0x341A500,REAL,YES,impl 0x341A500: 48895c240848896c2418488974242057
UAnimInstance,GetInstanceCurrentStateElapsedTime,0x341A5A0,REAL,YES,impl 0x341A5A0: 48895c240848896c2418488974242057
UAnimInstance,GetInstanceMachineWeight,0x341A640,REAL,YES,impl 0x341A640: 48895c240848896c2418488974242057
UAnimInstance,GetInstanceStateWeight,0x341A6E0,REAL,YES,impl 0x341A6E0: 48895c24085556574883ec2033ff498b
UAnimInstance,GetInstanceTransitionCrossfadeDuration,0x341A7B0,REAL,YES,impl 0x341A7B0: 48895c24085556574883ec2033ff498b
UAnimInstance,GetInstanceTransitionTimeElapsed,0x341A880,REAL,YES,impl 0x341A880: 48895c24085556574883ec2033ff498b
UAnimInstance,GetInstanceTransitionTimeElapsedFraction,0x341A950,REAL,YES,impl 0x341A950: 48895c24085556574883ec2033ff498b
UAnimInstance,GetLinkedAnimGraphInstanceByTag,0x341AA20,REAL,YES,impl 0x341AA20: 48895c240848896c2418488974242057
UAnimInstance,GetLinkedAnimGraphInstancesByTag,0x341AAC0,REAL,YES,impl 0x341AAC0: 48895c240848896c2418488974242057
UAnimInstance,GetLinkedAnimLayerInstanceByClass,0x341ABE0,REAL,YES,impl 0x341ABE0: 405355565741564883ec2033ff4d8bf0
UAnimInstance,GetLinkedAnimLayerInstanceByGroup,0x341ACD0,REAL,YES,impl 0x341ACD0: 48895c240848896c2418488974242057
UAnimInstance,GetLinkedAnimLayerInstanceByGroupAndClass,0x341AD70,REAL,YES,impl 0x341AD70: 48895c24085556574883ec2033ff498b
UAnimInstance,GetLinkedAnimLayerInstancesByGroup,0x341AE60,REAL,YES,impl 0x341AE60: 48895c24084889742418574883ec3033
UAnimInstance,GetOwningActor,0x341AF70,REAL,YES,impl 0x341AF70: 488b42204533c94885c0410f95c14c03
UAnimInstance,GetOwningComponent,0x341AFA0,REAL,YES,impl 0x341AFA0: 488b42204533c94885c0410f95c14c03
UAnimInstance,GetPropagateNotifiesToLinkedInstances,0x341AFC0,REAL,YES,impl 0x341AFC0: 488b42204533c94885c0410f95c14c03
UAnimInstance,GetReceiveNotifiesFromLinkedInstances,0x341AFF0,REAL,YES,impl 0x341AFF0: 488b42204533c94885c0410f95c14c03
UAnimInstance,GetRelevantAnimLength,0x341B020,REAL,YES,impl 0x341B020: 48895c24085556574883ec2033ff498b
UAnimInstance,GetRelevantAnimTime,0x341B0F0,REAL,YES,impl 0x341B0F0: 48895c24085556574883ec2033ff498b
UAnimInstance,GetRelevantAnimTimeFraction,0x341B1C0,REAL,YES,impl 0x341B1C0: 48895c24085556574883ec2033ff498b
UAnimInstance,GetRelevantAnimTimeRemaining,0x341B290,REAL,YES,impl 0x341B290: 48895c24085556574883ec2033ff498b
UAnimInstance,GetRelevantAnimTimeRemainingFraction,0x341B360,REAL,YES,impl 0x341B360: 48895c24085556574883ec2033ff498b
UAnimInstance,GetSyncGroupPosition,0x341B5C0,REAL,YES,impl 0x341B5C0: 48895c240848896c2418488974242057
UAnimInstance,GetTimeToClosestMarker,0x341B670,REAL,YES,impl 0x341B670: 48895c24085556574883ec2033ff498b
UAnimInstance,HasMarkerBeenHitThisFrame,0x341B790,REAL,YES,impl 0x341B790: 48895c24085556574883ec2033ff498b
UAnimInstance,IsAnyMontagePlaying,0x341B860,REAL,YES,impl 0x341B860: 488b42204533c94885c0410f95c14c03
UAnimInstance,IsPlayingSlotAnimation,0x341B8E0,REAL,YES,impl 0x341B8E0: 48895c24085556574883ec2033ff498b
UAnimInstance,IsSlotActive,0x341B9B0,REAL,YES,impl 0x341B9B0: 48895c240848896c2418488974242057
UAnimInstance,IsSyncGroupBetweenMarkers,0x341BA50,REAL,YES,impl 0x341BA50: 48895c24085556574883ec4033ff498b
UAnimInstance,IsUsingMainInstanceMontageEvaluationData,0x341BBB0,REAL,YES,impl 0x341BBB0: 488b42204533c94885c0410f95c14c03
UAnimInstance,LinkAnimClassLayers,0x341BD90,REAL,YES,impl 0x341BD90: 48895c24184889742420574883ec2033
UAnimInstance,LinkAnimGraphByTag,0x341BE40,REAL,YES,impl 0x341BE40: 48895c24084889742418574883ec3033
UAnimInstance,LockAIResources,0x341BF30,REAL,YES,impl 0x341BF30: 48895c24084889742418574883ec4033
UAnimInstance,Montage_GetBlendTime,0x341C290,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_GetCurrentSection,0x341C390,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_GetEffectivePlayRate,0x341C4E0,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_GetIsStopped,0x341C600,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_GetPlayRate,0x341C6B0,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_GetPosition,0x341C7B0,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_IsActive,0x341C8B0,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_IsPlaying,0x341C9A0,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_JumpToSection,0x341CAA0,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_JumpToSectionsEnd,0x341CC10,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_Pause,0x341CD80,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_Play,0x341CE80,DARK,YES,page 0x341C000 all-zero
UAnimInstance,Montage_PlayWithBlendIn,0x341D510,DARK,YES,page 0x341D000 all-zero
UAnimInstance,Montage_PlayWithBlendSettings,0x341DBE0,DARK,YES,page 0x341D000 all-zero
UAnimInstance,Montage_Resume,0x341E220,DARK,YES,page 0x341E000 all-zero
UAnimInstance,Montage_SetNextSection,0x341E320,DARK,YES,page 0x341E000 all-zero
UAnimInstance,Montage_SetPlayRate,0x341E4C0,DARK,YES,page 0x341E000 all-zero
UAnimInstance,Montage_SetPosition,0x341E610,DARK,YES,page 0x341E000 all-zero
UAnimInstance,Montage_Stop,0x341E780,DARK,YES,page 0x341E000 all-zero
UAnimInstance,Montage_StopGroupByName,0x341E850,DARK,YES,page 0x341E000 all-zero
UAnimInstance,Montage_StopWithBlendOut,0x341E920,DARK,YES,page 0x341E000 all-zero
UAnimInstance,Montage_StopWithBlendSettings,0x341EA10,DARK,YES,page 0x341E000 all-zero
UAnimInstance,MontageSync_Follow,0x341C040,DARK,YES,page 0x341C000 all-zero
UAnimInstance,MontageSync_StopFollowing,0x341C1F0,DARK,YES,page 0x341C000 all-zero
UAnimInstance,PlaySlotAnimationAsDynamicMontage,0x341EB10,DARK,YES,page 0x341E000 all-zero
UAnimInstance,PlaySlotAnimationAsDynamicMontage_WithBlendArgs,0x341EE30,DARK,YES,page 0x341E000 all-zero
UAnimInstance,PlaySlotAnimationAsDynamicMontage_WithBlendSettings,0x341F1C0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,QueryAndMarkTransitionEvent,0x341F4C0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,QueryTransitionEvent,0x341F5D0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,RemovePoseSnapshot,0x341F6E0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,RequestSlotGroupInertialization,0x341F770,DARK,YES,page 0x341F000 all-zero
UAnimInstance,RequestTransitionEvent,0x341F880,DARK,YES,page 0x341F000 all-zero
UAnimInstance,ResetDynamics,0x341F9E0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,SavePoseSnapshot,0x341FA70,DARK,YES,page 0x341F000 all-zero
UAnimInstance,SetMorphTarget,0x341FB00,DARK,YES,page 0x341F000 all-zero
UAnimInstance,SetPropagateNotifiesToLinkedInstances,0x341FBE0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,SetReceiveNotifiesFromLinkedInstances,0x341FC70,DARK,YES,page 0x341F000 all-zero
UAnimInstance,SetRootMotionMode,0x341FD00,DARK,YES,page 0x341F000 all-zero
UAnimInstance,SetUseMainInstanceMontageEvaluationData,0x341FD80,DARK,YES,page 0x341F000 all-zero
UAnimInstance,SnapshotPose,0x341FE10,DARK,YES,page 0x341F000 all-zero
UAnimInstance,StopSlotAnimation,0x341FEE0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,TryGetPawnOwner,0x341FFB0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,UnlinkAnimClassLayers,0x341FFE0,DARK,YES,page 0x341F000 all-zero
UAnimInstance,UnlockAIResources,0x3420090,REAL,YES,impl 0x3420090: 48895c24084889742418574883ec4033
UAnimInstance,WasAnimNotifyNameTriggeredInAnyState,0x34201A0,REAL,YES,impl 0x34201A0: 48895c24085556574883ec3033ff498b
UAnimInstance,WasAnimNotifyNameTriggeredInSourceState,0x3420250,REAL,YES,impl 0x3420250: 40555356574156488bec4883ec6033ff
UAnimInstance,WasAnimNotifyNameTriggeredInStateMachine,0x3420390,REAL,YES,impl 0x3420390: 48895c24085556574883ec5033ff498b
UAnimInstance,WasAnimNotifyStateActiveInAnyState,0x34204A0,REAL,YES,impl 0x34204A0: 48895c24085556574883ec3033ff498b
UAnimInstance,WasAnimNotifyStateActiveInSourceState,0x3420570,REAL,YES,impl 0x3420570: 40555356574156488bec4883ec6033ff
UAnimInstance,WasAnimNotifyStateActiveInStateMachine,0x34206C0,REAL,YES,impl 0x34206C0: 48895c24085556574883ec5033ff498b
UAnimInstance,WasAnimNotifyTriggeredInAnyState,0x34207F0,REAL,YES,impl 0x34207F0: 48895c24085556574883ec3033ff498b
UAnimInstance,WasAnimNotifyTriggeredInSourceState,0x34208C0,REAL,YES,impl 0x34208C0: 40555356574156488bec4883ec6033ff
UAnimInstance,WasAnimNotifyTriggeredInStateMachine,0x3420A10,REAL,YES,impl 0x3420A10: 48895c24085556574883ec5033ff498b
UAnimMontage,CreateSlotAnimationAsDynamicMontage_WithBlendSettings,0x3419550,REAL,no,impl 0x3419550: 48895c240855565741564157488d6c24
UAnimMontage,GetAvailableSlotNames,0x3419C70,REAL,no,impl 0x3419C70: 4c8bdc4883ec384c8b4a2049896b1049
UAnimMontage,GetBlendInArgs,0x3419D70,REAL,no,impl 0x3419D70: 40534883ec30488b42204533c94885c0
UAnimMontage,GetBlendOutArgs,0x3419DE0,REAL,no,impl 0x3419DE0: 40534883ec30488b42204533c94885c0
UAnimMontage,GetDefaultBlendInTime,0x341A160,REAL,no,impl 0x341A160: 488b42204533c94885c0410f95c14c03
UAnimMontage,GetDefaultBlendOutTime,0x341A180,REAL,no,impl 0x341A180: 488b42204533c94885c0410f95c14c03
UAnimMontage,GetFirstAnimReference,0x341A1D0,REAL,no,impl 0x341A1D0: 4c8b4a2033c04d85c90f95c04903c148
UAnimMontage,GetGroupName,0x341A210,REAL,no,impl 0x341A210: 40534883ec20488b42204533c94885c0
UAnimMontage,GetNumSections,0x341AF50,REAL,no,impl 0x341AF50: 488b42204533c94885c0410f95c14c03
UAnimMontage,GetSectionIndex,0x341B430,REAL,no,impl 0x341B430: 48895c241048896c2418488974242057
UAnimMontage,GetSectionName,0x341B500,REAL,no,impl 0x341B500: 48896c24104889742418574883ec2049
UAnimMontage,IsDynamicMontage,0x341B890,REAL,no,impl 0x341B890: 48895c2408574883ec20488b42204533
UAnimMontage,IsValidAdditiveSlot,0x341BBE0,REAL,no,impl 0x341BBE0: 48895c240848896c2410488974241857
UAnimMontage,IsValidSectionName,0x341BCC0,REAL,no,impl 0x341BCC0: 48895c2410488974241848897c242041
UAnimNotify,GetDefaultTriggerWeightThreshold,0x3466710,REAL,YES,impl 0x3466710: 40534883ec20488b42204533c94885c0
UAnimNotify,GetNotifyName,0x3466840,REAL,YES,impl 0x3466840: 48895c2408574883ec304c8b4a2033c0
UAnimNotifyLibrary,GetCurrentAnimationNotifyStateTime,0x3466390,REAL,no,impl 0x3466390: 488bc44889580848897010574883ec50
UAnimNotifyLibrary,GetCurrentAnimationNotifyStateTimeRatio,0x3466470,REAL,no,impl 0x3466470: 488bc44889580848897010574883ec50
UAnimNotifyLibrary,GetCurrentAnimationTime,0x3466550,REAL,no,impl 0x3466550: 488bc44889580848897010574883ec50
UAnimNotifyLibrary,GetCurrentAnimationTimeRatio,0x3466630,REAL,no,impl 0x3466630: 488bc44889580848897010574883ec50
UAnimNotifyLibrary,NotifyStateReachedEnd,0x3466F50,REAL,no,impl 0x3466F50: 488bc44889580848897010574883ec50
UAnimNotifyMirrorInspectionLibrary,GetMirrorDataTable,0x3466750,REAL,no,impl 0x3466750: 488bc44889580848897010574883ec50
UAnimNotifyMirrorInspectionLibrary,IsTriggeredByMirroredAnimation,0x34668C0,REAL,no,impl 0x34668C0: 488bc44889580848897010574883ec50
UAnimNotifyStateMachineInspectionLibrary,IsTriggeredByState,0x34669B0,REAL,no,impl 0x34669B0: 488bc448895808488968205657415648
UAnimNotifyStateMachineInspectionLibrary,IsTriggeredByStateInStateMachine,0x3466B90,REAL,no,impl 0x3466B90: 40555356574156488bec4883ec7033ff
UAnimNotifyStateMachineInspectionLibrary,IsTriggeredByStateMachine,0x3466D80,REAL,no,impl 0x3466D80: 48895c24085556574883ec6033ed0f57
UAnimSingleNodeInstance,GetAnimationAsset,0x3497940,REAL,no,impl 0x3497940: 40534883ec20488b42204533c94885c0
UAnimSingleNodeInstance,GetLength,0x3497B00,REAL,no,impl 0x3497B00: 40534883ec20488b42204533c94885c0
UAnimSingleNodeInstance,GetMirrorDataTable,0x3497B30,REAL,no,impl 0x3497B30: 48895c2408574883ec204c8b4a20488b
UAnimSingleNodeInstance,PlayAnim,0x3497EC0,REAL,no,impl 0x3497EC0: 48895c24085556574883ec3033ff488b
UAnimSingleNodeInstance,SetAnimationAsset,0x3497FD0,REAL,no,impl 0x3497FD0: 48895c2418565741564883ec2033ff48
UAnimSingleNodeInstance,SetBlendSpacePosition,0x34980F0,REAL,no,impl 0x34980F0: 48895c240848896c2410488974241857
UAnimSingleNodeInstance,SetLooping,0x34981E0,REAL,no,impl 0x34981E0: 48895c24084889742418574883ec2033
UAnimSingleNodeInstance,SetMirrorDataTable,0x3498270,REAL,no,impl 0x3498270: 48895c24104889742418574883ec2033
UAnimSingleNodeInstance,SetPlaying,0x3498440,REAL,no,impl 0x3498440: 48895c24084889742418574883ec2033
UAnimSingleNodeInstance,SetPlayRate,0x3498350,REAL,no,impl 0x3498350: 48895c2410574883ec300f2974242048
UAnimSingleNodeInstance,SetPosition,0x34984D0,REAL,no,impl 0x34984D0: 48895c24185556574883ec300f297424
UAnimSingleNodeInstance,SetPositionWithPreviousTime,0x3498600,REAL,no,impl 0x3498600: 48895c24084889742418574883ec3048
UAnimSingleNodeInstance,SetPreviewCurveOverride,0x3498720,REAL,no,impl 0x3498720: 48895c24085556574883ec3033ff488b
UAnimSingleNodeInstance,SetReverse,0x3498840,REAL,no,impl 0x3498840: 48895c24084889742418574883ec2033
UAnimSingleNodeInstance,StopAnim,0x3498C80,REAL,no,impl 0x3498C80: 488b42204533c04885c0410f95c04c03
UCachedAnimDataLibrary,StateMachine_GetGlobalWeight,0x34988D0,REAL,no,impl 0x34988D0: 405355564883ec5048897c2470498be8
UCachedAnimDataLibrary,StateMachine_GetLocalWeight,0x3498A20,REAL,no,impl 0x3498A20: 48895c240848896c2418565741564883
UCachedAnimDataLibrary,StateMachine_IsStateRelevant,0x3498B40,REAL,no,impl 0x3498B40: 48895c2408488974241848897c242041
UAnimationCurveIdentifierExtensions,GetName,0x3497BC0,REAL,no,impl 0x3497BC0: 48895c24084889742410574883ec3033
UAnimationCurveIdentifierExtensions,GetType,0x3497C60,REAL,no,impl 0x3497C60: 48895c24084889742410574883ec3033
UAnimationCurveIdentifierExtensions,IsValid,0x3497DF0,REAL,no,impl 0x3497DF0: 48895c24084889742418574883ec3033
UCurveSourceInterface,GetBindingName,0x3497970,REAL,no,impl 0x3497970: 40534883ec20488b42204533c94885c0
UCurveSourceInterface,GetCurves,0x3497A50,REAL,no,impl 0x3497A50: 48895c24084889742410574883ec3033
UCurveSourceInterface,GetCurveValue,0x34979B0,REAL,no,impl 0x34979B0: 48895c241048896c2418488974242057
ASkeletalMeshActor,OnRep_ReplicatedMaterial0,0x33228B0,REAL,no,impl 0x33228B0: 488b42204533c04885c0410f95c04c03
ASkeletalMeshActor,OnRep_ReplicatedMaterial1,0x33228D0,REAL,no,impl 0x33228D0: 488b42204533c04885c0410f95c04c03
ASkeletalMeshActor,OnRep_ReplicatedMesh,0x32CA3D0,REAL,no,impl 0x32CA3D0: 488b42204533c04885c0410f95c04c03
ASkeletalMeshActor,OnRep_ReplicatedPhysAsset,0x3322890,REAL,no,impl 0x3322890: 488b42204533c04885c0410f95c04c03
USkeleton,AddCompatibleSkeleton,0x34D6FE0,REAL,YES,impl 0x34D6FE0: 48895c24084889742418574883ec2033
USkeleton,AddCompatibleSkeletonSoft,0x34D7070,REAL,YES,impl 0x34D7070: 4c8bdc49895b1049897318574883ec50
UAsyncActionLoadPrimaryAsset,AsyncLoadPrimaryAsset,0x34D7460,REAL,no,impl 0x34D7460: 48895c24084889742418574883ec5033
UAsyncActionLoadPrimaryAssetClass,AsyncLoadPrimaryAssetClass,0x34D75A0,REAL,no,impl 0x34D75A0: 48895c24084889742418574883ec5033
UAsyncActionLoadPrimaryAssetList,AsyncLoadPrimaryAssetList,0x34D7840,REAL,no,impl 0x34D7840: 48895c2408488974241848897c242041
UAsyncActionLoadPrimaryAssetClassList,AsyncLoadPrimaryAssetClassList,0x34D76E0,REAL,no,impl 0x34D76E0: 48895c2408488974241848897c242041
UAsyncActionChangePrimaryAssetBundles,AsyncChangeBundleStateForMatchingPrimaryAssets,0x34D7140,REAL,no,impl 0x34D7140: 48895c2408488974241848897c242041
UAsyncActionChangePrimaryAssetBundles,AsyncChangeBundleStateForPrimaryAssetList,0x34D72A0,REAL,no,impl 0x34D72A0: 48895c2408488974241848897c242055
UAtmosphericFogComponent,DisableGroundScattering,0x2BF0150,REAL,no,impl 0x2BF0150: 48895c2408574883ec2033ff488bda89
UAtmosphericFogComponent,DisableSunDisk,0x2BF0150,REAL,no,impl 0x2BF0150: 48895c2408574883ec2033ff488bda89
UAtmosphericFogComponent,SetAltitudeScale,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
UAtmosphericFogComponent,SetDefaultBrightness,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
UAtmosphericFogComponent,SetDefaultLightColor,0x34D7AC0,REAL,no,impl 0x34D7AC0: 40534883ec30488bdae8227ee6fd4883
UAtmosphericFogComponent,SetDensityMultiplier,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
UAtmosphericFogComponent,SetDensityOffset,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
UAtmosphericFogComponent,SetDistanceOffset,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
UAtmosphericFogComponent,SetDistanceScale,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
UAtmosphericFogComponent,SetFogMultiplier,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
UAtmosphericFogComponent,SetPrecomputeParams,0x34D7B20,REAL,no,impl 0x34D7B20: 48895c2408574883ec30488bdac74424
UAtmosphericFogComponent,SetStartDistance,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
UAtmosphericFogComponent,SetSunMultiplier,0x34D7A50,REAL,no,impl 0x34D7A50: 40534883ec20488bdac7442438000000
AAudioVolume,OnRep_bEnabled,0x35510F0,REAL,no,impl 0x35510F0: 488b42204533c04885c0410f95c04c03
AAudioVolume,SetEnabled,0x3551980,REAL,no,impl 0x3551980: 48895c24104889742418574883ec2033
AAudioVolume,SetInteriorSettings,0x3551B80,REAL,no,tail-call target 0x3544C50 on dark page 0x3544000; wrapper's own prologue looked real
AAudioVolume,SetPriority,0x3551FC0,REAL,no,impl 0x3551FC0: 48895c2418574883ec20488bdac74424
AAudioVolume,SetReverbSettings,0x3552110,REAL,no,impl 0x3552110: 488bc448895808488968104889701857
AAudioVolume,SetSubmixOverrideSettings,0x35524F0,REAL,no,impl 0x35524F0: 48895c24084889742410574883ec3033
UActorSoundParameterInterface,GetActorSoundParams,0x354EB80,REAL,no,impl 0x354EB80: 48895c240848896c2410488974241857
UAudioParameterConversionStatics,BooleanArrayToAudioParameter,0x354DB30,REAL,no,impl 0x354DB30: 48895c2408488974241855574156488d
UAudioParameterConversionStatics,BooleanToAudioParameter,0x354DDA0,REAL,no,impl 0x354DDA0: 48895c2408555657488d6c24b94881ec
UAudioParameterConversionStatics,FloatArrayToAudioParameter,0x354E710,REAL,no,impl 0x354E710: 48895c2408488974241855574156488d
UAudioParameterConversionStatics,FloatToAudioParameter,0x354E980,REAL,no,impl 0x354E980: 48895c2408555657488d6c24b94881ec
UAudioParameterConversionStatics,IntegerArrayToAudioParameter,0x354F360,REAL,no,impl 0x354F360: 48895c2408488974241855574156488d
UAudioParameterConversionStatics,IntegerToAudioParameter,0x354F5D0,REAL,no,impl 0x354F5D0: 48895c2408555657488d6c24b94881ec
UAudioParameterConversionStatics,ObjectArrayToAudioParameter,0x3550C60,REAL,no,impl 0x3550C60: 488bc448895808488968184889702057
UAudioParameterConversionStatics,ObjectToAudioParameter,0x3550DB0,REAL,no,impl 0x3550DB0: 48895c2408555657488d6c24b94881ec
UAudioParameterConversionStatics,StringArrayToAudioParameter,0x3554020,REAL,no,impl 0x3554020: 48895c24084889742418574881ece000
UAudioParameterConversionStatics,StringToAudioParameter,0x3554170,REAL,no,impl 0x3554170: 48895c2408488974241855574156488d
UBlueprintMapLibrary,Map_Add,0x354FB20,REAL,no,impl 0x354FB20: 405541544155415641574881ecb00000
UBlueprintMapLibrary,Map_Clear,0x354FEC0,REAL,no,impl 0x354FEC0: 48895c2408574883ec2033ff488bda48
UBlueprintMapLibrary,Map_Contains,0x354FF60,REAL,no,impl 0x354FF60: 405541544155415641574883ec30488d
UBlueprintMapLibrary,Map_Find,0x3550120,REAL,no,impl 0x3550120: 405541544155415641574883ec40488d
UBlueprintMapLibrary,Map_IsEmpty,0x3550450,REAL,no,impl 0x3550450: 48895c24084889742410574883ec2033
UBlueprintMapLibrary,Map_IsNotEmpty,0x3550550,REAL,no,impl 0x3550550: 48895c24084889742410574883ec2033
UBlueprintMapLibrary,Map_Keys,0x3550650,REAL,no,impl 0x3550650: 48895c240848896c2410488974241857
UBlueprintMapLibrary,Map_Length,0x3550760,REAL,no,impl 0x3550760: 48895c24084889742410574883ec2033
UBlueprintMapLibrary,Map_Remove,0x3550840,REAL,no,impl 0x3550840: 4055565741544155415641574881ecc0
UBlueprintMapLibrary,Map_Values,0x3550B50,REAL,no,impl 0x3550B50: 48895c240848896c2410488974241857
UBlueprintMapLibrary,SetMapPropertyByName,0x3551C30,REAL,no,impl 0x3551C30: 48895c2408488974241855574156488b
UBlueprintSetLibrary,Set_Add,0x3552880,REAL,no,impl 0x3552880: 4055415641574883ec30488d6c242048
UBlueprintSetLibrary,Set_AddItems,0x3552A40,REAL,no,impl 0x3552A40: 40535541564883ec20488bda48c74230
UBlueprintSetLibrary,Set_Clear,0x3552C10,REAL,no,impl 0x3552C10: 48895c2408574883ec2033ff488bda48
UBlueprintSetLibrary,Set_Contains,0x3552CB0,REAL,no,impl 0x3552CB0: 405541544155415641574881ec900000
UBlueprintSetLibrary,Set_Difference,0x3552EF0,REAL,no,impl 0x3552EF0: 48895c2418555741574883ec3033ff48
UBlueprintSetLibrary,Set_Intersection,0x3553070,REAL,no,impl 0x3553070: 48895c2418555741574883ec3033ff48
UBlueprintSetLibrary,Set_IsEmpty,0x35531F0,REAL,no,impl 0x35531F0: 48895c24084889742410574883ec2033
UBlueprintSetLibrary,Set_IsNotEmpty,0x35532C0,REAL,no,impl 0x35532C0: 48895c24084889742410574883ec2033
UBlueprintSetLibrary,Set_Length,0x3553390,REAL,no,impl 0x3553390: 48895c24084889742410574883ec2033
UBlueprintSetLibrary,Set_Remove,0x3553450,REAL,no,impl 0x3553450: 405541544155415641574883ec50488d
UBlueprintSetLibrary,Set_RemoveItems,0x3553630,REAL,no,impl 0x3553630: 40535641574883ec50488bda48c74230
UBlueprintSetLibrary,Set_ToArray,0x3553840,REAL,no,impl 0x3553840: 48895c24205556574883ec50488b0535
UBlueprintSetLibrary,Set_Union,0x3553A80,REAL,no,impl 0x3553A80: 48895c2418555741574883ec3033ff48
ACameraActor,GetAutoActivatePlayerIndex,0x354EDA0,REAL,YES,impl 0x354EDA0: 488b42204533c94885c0410f95c14c03
UCameraComponent,AddOrUpdateBlendable,0x354D960,REAL,YES,impl 0x354D960: 48895c241048896c2418488974242057
UCameraComponent,GetCameraView,0x354EE60,REAL,YES,impl 0x354EE60: 48895c24184889742420574881ec4008
