manifest,game_base,n_exec_rows,n_image_exec,image_exec_bytes,n_exports,hidden_va,hidden_size,hidden_prot
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3bb91000,0xa000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3bbc1000,0x3000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3bbd1000,0x11000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3bc91000,0x14000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3c161000,0x147000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3c3b1000,0x5e000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3c541000,0x8000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3c641000,0x18000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3cb31000,0x59c000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3d301000,0x2c2000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3d8d1000,0x188000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3de71000,0x1c6000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3e0e1000,0x2000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3e131000,0x5000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3e141000,0x4000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3e161000,0x99000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3e591000,0x2f000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3e821000,0x79000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3e911000,0x26000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3ea31000,0xc000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3eb61000,0x23000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3ecd1000,0x9000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3ecf1000,0x29000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3ed31000,0x5000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3ed41000,0x93000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3ee61000,0x12000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f041000,0x53000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f0b1000,0x11000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f201000,0x3000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f291000,0x18000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f2d1000,0xc000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f3a1000,0x14000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f3e1000,0x18000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f501000,0x9000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f6d1000,0x21000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f731000,0x2000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f7f1000,0x1f000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f831000,0x1b000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f871000,0x15000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3f951000,0x64000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3fa91000,0x50000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3fb11000,0x36000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3fb61000,0xb000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3fb91000,0x10c000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3fcf1000,0x1a000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3fd21000,0xb4000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa3fe21000,0x132000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa40121000,0xa5000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa40241000,0x54000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa402e1000,0x1e000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa40311000,0x5ab000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa40a81000,0x32000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa40ae1000,0xe2000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa40c71000,0x9c000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa40d61000,0x6b000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa40e11000,0xda000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41281000,0xa7000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41361000,0x67000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41401000,0x44000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41471000,0xb000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41491000,0x75000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa415a1000,0x81000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41671000,0x8e000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41811000,0x75000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa418c1000,0x238000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41c21000,0x2000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41de1000,0xf000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa41f81000,0xd4000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa420a1000,0x6a000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa42161000,0xcc000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa422d1000,0xf000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa42607000,0x1000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa42dcf000,0x170000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa4387c000,0x22e000,0x20
../../../dumps\crash-20260815-160759\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,203,192,437198848,0,0x7ffa43b20000,0x2a49000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0xff767000,0x1000,0x80
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0xfff2f000,0x170000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x1009dc000,0x22e000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x100c80000,0x2a49000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ff93a1e9000,0x1000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ff9e66a1000,0x2000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ff9e931c000,0x1000,0x40
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ff9e931e000,0x1000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ff9f05d1000,0x24000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ff9f95c1000,0x26000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ff9fe491000,0x16000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ff9ff9f1000,0x14000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa02ff1000,0x1f000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa03031000,0x12000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa03061000,0x14000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa03091000,0x10000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa05e01000,0x14000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa0f6a1000,0xe000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa36561000,0x1000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa42607000,0x1000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa42dcf000,0x170000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa4387c000,0x22e000,0x20
../../../dumps\crash-20260815-200514\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7bff50000,251,231,477716480,40691,0x7ffa43b20000,0x2a49000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0xff767000,0x1000,0x80
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0xfff2f000,0x170000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x1009dc000,0x22e000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x100c80000,0x2a49000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffa90679000,0x1000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffa9d77c000,0x1000,0x40
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffa9d77e000,0x1000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffaf6e21000,0x24000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffaf75f1000,0x26000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffaf7631000,0x16000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffaf7bc1000,0x1f000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffaf9971000,0x1000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffaf9af1000,0x14000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffaf9c71000,0x12000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb021e1000,0x2000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb06281000,0x14000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb07221000,0x10000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb07ed1000,0x14000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb39ba1000,0xe000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb57407000,0x1000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb57bcf000,0x170000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb5867c000,0x22e000,0x20
../../../dumps\crash-20260819-181559\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,243,230,477687808,40683,0x7ffb58920000,0x2a49000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0xff767000,0x1000,0x80
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0xfff2f000,0x170000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x1009dc000,0x22e000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x100c80000,0x2a49000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffa85439000,0x1000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffacd60c000,0x1000,0x40
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffacd60e000,0x1000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffaf8981000,0x24000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffaf9971000,0x1000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffafed41000,0x26000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb021e1000,0x2000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb06281000,0x16000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb07221000,0x14000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb13b11000,0x1f000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb39941000,0x12000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb39971000,0x14000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb399a1000,0x10000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb39af1000,0x14000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb4c9a1000,0xe000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb57407000,0x1000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb57bcf000,0x170000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb5867c000,0x22e000,0x20
../../../dumps\crash-20260819-200129\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7b86d0000,241,230,477687808,40683,0x7ffb58920000,0x2a49000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0xff767000,0x1000,0x80
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0xfff2f000,0x170000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x1009dc000,0x22e000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x100c80000,0x2a49000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffa85439000,0x1000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf565c000,0x1000,0x40
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf565e000,0x1000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf6e51000,0x24000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf6f41000,0x26000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf6fd1000,0x16000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf7001000,0x14000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf8981000,0x1f000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf9971000,0x1000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf9a71000,0x12000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffaf9af1000,0x14000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffb021b1000,0x10000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffb021e1000,0x2000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffb07ed1000,0x14000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffb4ca81000,0xe000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffb57407000,0x1000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffb57bcf000,0x170000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffb5867c000,0x22e000,0x20
../../../dumps\crash-20260820-005902\SUPERVIVE-Win64-Shipping.dump.txt,0x7ff7c4050000,241,230,477687808,40683,0x7ffb58920000,0x2a49000,0x20
