path,dir,va,declsize,filesize,sha256,mz,pe,allzero,nonzero,entropy,head16,insns,cov,invalid
../../../dumps\toggles\SUPERVIVE-Win64-Shipping.exec_0x7FF90DEA0000_D000.bin,toggles,0x7ff90dea0000,0xd000,53248,3233984729dca8191efead8b2b2119583bb05dd690bc41ef602efb6b9a494544,0,0,0,39573,5.6918,d14433c0458b4a0cc1c20b4423c24489,1269,4094,2
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x2A218DF0000_10000.bin,tutorial-hero,0x2a218df0000,0x10000,65536,19ffa5a5dae6165d3f941d23a710578146ce35c7ce15390c1c93f55f7fffff3c,0,0,0,28559,3.7546,00000000000000000000000000000000,1248,4096,0
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x2A221570000_10000.bin,tutorial-hero,0x2a221570000,0x10000,65536,5ec56297eeeb6376dfc6924cbb9529edcae3158581fec2d44d325c64419ea8f8,0,0,0,22809,3.1619,00000000000000000000000000000000,2048,4096,0
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x2A2894D0000_1000.bin,tutorial-hero,0x2a2894d0000,0x1000,4096,35d979c50c7d22e8d1f7a32df1e776ecf3f6680d0e5d7858f404b75aa41ef9ac,0,0,0,68,0.1964,48b900901c8fa202000048ba96010000,2012,4096,0
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x2A28F000000_1000.bin,tutorial-hero,0x2a28f000000,0x1000,4096,ef8ff0633a800c87371590867cb0b9b9354f1c8df0ee76569eb313090c9989f4,0,0,0,68,0.1969,48b90020078fa202000048ba7d010000,2012,4096,0
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x2A28F050000_25000.bin,tutorial-hero,0x2a28f050000,0x25000,151552,f478ca4e72c199031de967d50d31de7aab74fe3555e1157de9bef60741eb0c23,1,1,0,103656,6.2640,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x2A28F1A0000_2C000.bin,tutorial-hero,0x2a28f1a0000,0x2c000,180224,9638dc4dc016e0336c3fa5d511a4871e2737847d905f2815e3775947eb9001e1,1,1,0,122648,6.1828,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x2A30E8F0000_1000.bin,tutorial-hero,0x2a30e8f0000,0x1000,4096,3fa65a687eabe9316e6f38e9b68b5da48e3060cd5e555935504be36d023d6f52,0,0,0,68,0.1969,48b90020b31fa302000048baa9010000,2012,4096,0
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x2A31FB00000_35000.bin,tutorial-hero,0x2a31fb00000,0x35000,217088,92ecdbaab78483bb30d61a8f2e014deddb372383715236a838aa4510ff7ee90e,1,1,0,154410,5.9360,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x7FF6505A0000_1000.bin,tutorial-hero,0x7ff6505a0000,0x1000,4096,58cbac85f1cc720de1bf3dd68aeb1c52459e8a57a3a69fd60e61a4824266978f,0,0,0,47,0.1455,48895c2408e99b543601000000000000,2037,4096,0
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x7FF6505B0000_1000.bin,tutorial-hero,0x7ff6505b0000,0x1000,4096,1e7d1dd8deea3a2bc82546fb43703888a6be2118e293561b6494ba5ee1d54b46,0,0,0,47,0.1459,48895c2408e99b543501000000000000,2037,4096,0
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x7FFCB6620000_7000.bin,tutorial-hero,0x7ffcb6620000,0x7000,28672,a9b96ecec484a579939ef281e8b8a0462698dddab59e2990212485d07c1d011b,0,0,0,238,0.1148,4883ec38488364244800e95b5c1200e9,82,194,3902
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x7FFD36FA0000_F000.bin,tutorial-hero,0x7ffd36fa0000,0xf000,61440,cc30e21debf278e7c1af71357e48a6a409272a9f9c84432ef8c8018464a7ef94,0,0,0,253,0.0613,4c89442418e94b3c0100ff2500000000,57,149,3947
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x7FFD38F80000_1000.bin,tutorial-hero,0x7ffd38f80000,0x1000,4096,74406b246c45974d01f28eb5c8da527e870db4cd7351057a8242c24f54dd2013,0,0,0,1167,2.5747,40555357488bece90bdad2ffff250000,7,20,4076
../../../dumps\tutorial-hero\SUPERVIVE-Win64-Shipping.exec_0x7FFD3B260000_D000.bin,tutorial-hero,0x7ffd3b260000,0xd000,53248,22cb6e607b4fc5e5f1253d8041627f96d7eb121eb45f31bae34089a224694e4e,0,0,0,39488,5.6816,41c1c1034123c133c24103c3458b5a18,1275,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x173B9ED0000_2B000.bin,vmbuild,0x173b9ed0000,0x2b000,176128,b9bf3ec40d7d992b82a4aa78bb3598c496a9243a0000d217e54348d1102519ff,1,1,0,110766,6.2184,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x173B9F00000_1000.bin,vmbuild,0x173b9f00000,0x1000,4096,059cdcde7e6f34026f541488a966c7db1235cb6faada308d36652494286bbdcf,0,0,0,68,0.1942,48b90080efb97301000048ba86010000,2012,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x173E63E0000_1000.bin,vmbuild,0x173e63e0000,0x1000,4096,9cd2f72722ece3bb5cd9d9a609c7c044de15df5d9391aa395a9b816ab792932b,0,0,0,107,0.2872,4883ec4848894c242048895424284c89,2013,4095,1
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x17428410000_10000.bin,vmbuild,0x17428410000,0x10000,65536,6a20477ff22b0c7898e7ca45b54d89dad1a92749a3e16f25ff8209a3bb5a9db1,0,0,0,22809,3.1618,00000000000000000000000000000000,2048,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x1747B190000_10000.bin,vmbuild,0x1747b190000,0x10000,65536,6bb82e017f9f004c417435d7c8f835b977ebcf26d2ba424e5faec599899be8bf,0,0,0,5932,0.9981,00000000000000000000000000000000,1803,4095,1
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x1747B1B0000_10000.bin,vmbuild,0x1747b1b0000,0x10000,65536,35af7ea916a7353645ed9936eb8b02b08ae845e431524e26a2c5ad6222225700,0,0,0,22625,3.1011,00000000000000000000000000000000,2048,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x17497650000_1000.bin,vmbuild,0x17497650000,0x1000,4096,0db6113f232b40d06971e7569dedaac2fb154ec9377659c370ffc2a14aaa757a,0,0,0,68,0.1949,48b90010a0977401000048bab9010000,2012,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x17497930000_D4000.bin,vmbuild,0x17497930000,0xd4000,868352,6a4f126b882a5a2122757ed4775fb905f901da49ea5091652341422f5f34b919,1,1,0,205375,6.2412,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x174E8020000_26000.bin,vmbuild,0x174e8020000,0x26000,155648,a085fdc2fed8927da3b25593bc8bab1699baf9785e40c214e577df2dbf54e737,1,1,0,105655,6.2553,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x17504D50000_1000.bin,vmbuild,0x17504d50000,0x1000,4096,a31b964897db2ab59d798ad9103ee02ab1cfa332eff5dd19f070530ab0865b68,0,0,0,68,0.1955,48b9003004e87401000048ba81010000,2012,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x1750C150000_2E000.bin,vmbuild,0x1750c150000,0x2e000,188416,0e8692a56188958822268d7b1fc5ec5a183db9f7f95537427a87cadde3fef41a,1,1,0,122256,6.2140,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x1750C260000_1000.bin,vmbuild,0x1750c260000,0x1000,4096,e9929e9993787228ec1c49d08d382bd51464ea1ef542a74a7c711c0c96d1eda9,0,0,0,68,0.1955,48b900b0170c7501000048ba91010000,2012,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x1750FF40000_1000.bin,vmbuild,0x1750ff40000,0x1000,4096,d0bf17f2152df446a21e52b6a58f62ef8164f221c96439e7c42ec48032811e51,0,0,0,68,0.1924,48b9008009177501000048baba010000,2012,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x17517010000_8B000.bin,vmbuild,0x17517010000,0x8b000,569344,da4a8bc553b4550acf2c194111c2ff57be3a66c6ca0f4c8318a64d5e6156faeb,1,1,0,151225,6.1057,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x1753E120000_26000.bin,vmbuild,0x1753e120000,0x26000,155648,8a0940b33c9626b30fc0a5a855aa43699d8cc972f9fc4eb9b3f6bc0ce22eecbb,1,1,0,109306,6.2436,4d5a90000300000004000000ffff0000,6,12,4084
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x1753E150000_1000.bin,vmbuild,0x1753e150000,0x1000,4096,b775a85b679bffec2b593690dacdb6b3d6dc738f387c41a6822d3351d2cc374e,0,0,0,68,0.1955,48b90030143e7501000048ba8b010000,2012,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x7FF6AEFC0000_1000.bin,vmbuild,0x7ff6aefc0000,0x1000,4096,3e11e039a6be87c6c75e509e7214936767f1dcc6660924dfd6aa75880dbb2382,0,0,0,47,0.1459,48895c2408e99b543801000000000000,2037,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x7FF6AEFD0000_1000.bin,vmbuild,0x7ff6aefd0000,0x1000,4096,974c35fb60bf1fb4a69e7c7c0635a10894d092b751e64709923ebd58d93b2dd0,0,0,0,47,0.1453,48895c2408e99b543701000000000000,2037,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x7FF6AEFE0000_1000.bin,vmbuild,0x7ff6aefe0000,0x1000,4096,abaa80c92761ca78eccbdfd913aafddb83d2366658e9cfd55eb4c783ad3e991d,0,0,0,47,0.1459,48895c2408e99b543601000000000000,2037,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x7FF6AEFF0000_1000.bin,vmbuild,0x7ff6aeff0000,0x1000,4096,e48eba9daca0c3b6ed5503846c57f9970a43949892de977d7c68203fdd6bdab3,0,0,0,47,0.1453,48895c2408e99b543501000000000000,2037,4096,0
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x7FF909BD0000_10000.bin,vmbuild,0x7ff909bd0000,0x10000,65536,72e700f7b77bc7d043b48c5ef84540b92ead92dede775cc50c3f85d84e31c5e0,0,0,0,393,0.0872,4883ec48498bc1e99b100100e99fd183,166,386,3710
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x7FF90B830000_8000.bin,vmbuild,0x7ff90b830000,0x8000,32768,fd062821f41369d417c5a562ba09cb712650d88c5219e4584fbc1cf421447781,0,0,0,1213,0.4488,40555357488bece90bda1e00ff250000,7,20,4076
../../../dumps\vmbuild\SUPERVIVE-Win64-Shipping.exec_0x7FF90DEA0000_D000.bin,vmbuild,0x7ff90dea0000,0xd000,53248,3233984729dca8191efead8b2b2119583bb05dd690bc41ef602efb6b9a494544,0,0,0,39573,5.6918,d14433c0458b4a0cc1c20b4423c24489,1269,4094,2
