t_s,kind,tag,idx,item_obj,item_flags,item_cluster,item_serial,obj_vt,obj_flags,obj_idx,obj_class,obj_name,gcalive,note
0.018,sweep,,,,,,,,,,,,,live=185144 free=5704 reachbit=1 bit30=21.2
0.271,sweep,,,,,,,,,,,,,live=185144 free=5704 reachbit=1 bit30=21.2
0.523,sweep,,,,,,,,,,,,,live=185144 free=5704 reachbit=1 bit30=21.2
0.776,sweep,,,,,,,,,,,,,live=185144 free=5704 reachbit=1 bit30=21.2
1.027,sweep,,,,,,,,,,,,,live=185144 free=5704 reachbit=1 bit30=21.2
1.281,sweep,,,,,,,,,,,,,live=185144 free=5704 reachbit=0 bit30=21.2
1.532,sweep,,,,,,,,,,,,,live=180960 free=9888 reachbit=0 bit30=21.7
1.783,sweep,,,,,,,,,,,,,live=177336 free=13512 reachbit=0 bit30=22.2
2.036,sweep,,,,,,,,,,,,,live=177336 free=13512 reachbit=0 bit30=22.2
2.290,sweep,,,,,,,,,,,,,live=177336 free=13512 reachbit=0 bit30=22.2
2.542,sweep,,,,,,,,,,,,,live=177336 free=13512 reachbit=0 bit30=22.2
2.795,sweep,,,,,,,,,,,,,live=177336 free=13512 reachbit=0 bit30=22.2
3.048,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
3.301,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
3.554,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
3.807,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
4.059,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
4.312,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
4.563,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
4.815,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
5.066,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
5.319,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
5.571,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
5.823,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
6.075,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
6.330,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
6.582,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
6.836,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
7.088,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
7.340,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
7.592,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
7.844,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
8.096,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
8.348,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
8.601,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
8.853,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
9.106,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
9.358,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
9.611,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
9.863,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
10.116,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
10.370,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
10.623,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
10.875,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
11.129,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
11.381,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
11.633,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
11.885,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
12.136,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
12.389,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
12.642,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
12.894,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
13.146,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
13.399,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
13.652,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
13.905,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
14.157,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
14.410,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
14.664,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
14.917,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
15.170,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
15.422,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
15.675,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
15.928,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
16.181,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
16.433,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
16.685,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
16.937,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
17.190,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
17.442,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
17.695,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
17.948,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
18.200,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
18.453,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
18.706,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
18.960,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
19.213,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
19.464,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
19.717,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
19.969,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
20.222,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
20.476,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
20.728,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
20.981,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
21.234,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
21.487,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
21.740,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
21.992,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
22.245,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
22.499,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
22.751,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
23.003,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
23.256,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
23.509,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
23.761,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
24.014,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
24.266,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
24.518,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
24.770,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
25.023,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
25.277,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
25.530,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
25.784,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
26.036,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
26.289,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
26.541,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
26.795,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
27.049,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
27.302,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
27.555,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
27.808,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
28.060,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
28.312,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
28.564,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
28.816,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
29.069,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
29.322,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
29.575,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
29.826,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
30.079,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
30.332,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
30.584,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
30.837,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
31.089,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
31.343,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
31.597,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
31.850,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
32.103,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
32.357,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
32.610,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
32.863,sweep,,,,,,,,,,,,,live=177344 free=13504 reachbit=0 bit30=22.2
33.116,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
33.369,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
33.622,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
33.874,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
34.126,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
34.378,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
34.631,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
34.884,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
35.136,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
35.390,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
35.643,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
35.896,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
36.149,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
36.402,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
36.655,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
36.908,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
37.161,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
37.414,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
37.667,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
37.921,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
38.172,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
38.425,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
38.677,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
38.930,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
39.183,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
39.436,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
39.689,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
39.942,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
40.194,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
40.447,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
40.700,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
40.953,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
41.206,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
41.458,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
41.711,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
41.964,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
42.215,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
42.469,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
42.722,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
42.974,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
43.226,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
43.479,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
43.731,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
43.985,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
44.237,sweep,,,,,,,,,,,,,live=177352 free=13496 reachbit=0 bit30=22.2
