t_s,kind,tag,idx,item_obj,item_flags,item_cluster,item_serial,obj_vt,obj_flags,obj_idx,obj_class,obj_name,gcalive,note
2.377,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
2.629,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
2.883,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
3.136,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
3.388,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
3.642,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
3.895,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
4.148,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
4.401,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
4.654,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
4.907,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
5.159,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
5.411,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
5.665,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
5.917,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
6.171,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
6.424,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
6.677,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
6.929,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
7.182,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
7.434,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
7.688,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
7.940,sweep,,,,,,,,,,,,,live=177216 free=12504 reachbit=1 bit30=22.2
