class,owner,function,flags,thunk_rva,impl_rva,impl_size,verdict,detail,pick_reason,sig
LokiPlayerCheats,Actor,GetSquaredHorizontalDistanceTo,"Native|BPCallable",0x33a9160,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(Object(Actor) OtherActor) -> float"
LokiPlayerCheats,Actor,GetTickableWhenPaused,"Native|BPCallable",0x33a92c0,0x0,32,INLINED,"thunk 11 ins / 32 B, 0 helper calls","no rel32 callee at all -> impl INLINED into the thunk","() -> bool"
LokiPlayerCheats,Actor,GetTransform,"Native|BPCallable",0x33a92e0,0x338c870,71,REAL,"20 ins, 0 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x380] -> 0x338c870","() -> Struct(Transform)"
LokiPlayerCheats,Actor,GetVelocity,"Native|BPCallable",0x33a9350,0x338c870,71,REAL,"20 ins, 0 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x380] -> 0x338c870","() -> Struct(Vector)"
LokiPlayerCheats,Actor,GetVerticalDistanceTo,"Native|BPCallable",0x33a93a0,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(Object(Actor) OtherActor) -> float"
LokiPlayerCheats,Actor,HasAuthority,"Native|BPCallable",0x33a9500,0x0,128,INLINED,"thunk 38 ins / 128 B, 1 helper calls","only teardown calls -> impl INLINED","() -> bool"
LokiPlayerCheats,Actor,IsActorBeingDestroyed,"Native|BPCallable",0x33a9530,0x0,80,INLINED,"thunk 25 ins / 80 B, 1 helper calls","only teardown calls -> impl INLINED","() -> bool"
LokiPlayerCheats,Actor,IsActorTickEnabled,"Native|BPCallable",0x33a9560,0x0,32,INLINED,"thunk 10 ins / 32 B, 0 helper calls","no rel32 callee at all -> impl INLINED into the thunk","() -> bool"
LokiPlayerCheats,Actor,IsChildActor,"Native|BPCallable",0x33a9580,0x137fcc0,240,REAL,"81 ins, 0 calls, sweep bounds","P_FINISH-anchored call rel32 (mult=1152)","() -> bool"
LokiPlayerCheats,Actor,IsEditorLockLocation,"Native|BPCallable",0x33a95c0,0xf7eb60,3,FALSE_STUB,"32 C0 C3 (xor al,al; ret) -- always false   [192 ICF call sites]","VIRTUAL LokiPlayerCheats vtable[+0x358] -> 0xf7eb60","() -> bool"
LokiPlayerCheats,Actor,IsOverlappingActor,"Native|BPCallable",0x33a95f0,0x338f5f0,256,REAL,"71 ins, 0 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(Object(Actor) Other) -> bool"
LokiPlayerCheats,Actor,K2_AddActorLocalOffset,"Native|BPCallable|HasOutParms",0x33a9690,0x338fb20,353,REAL,"79 ins, 2 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(Struct(Vector) DeltaLocation, bool bSweep, bool bTeleport) out[Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_AddActorLocalRotation,"Native|BPCallable|HasOutParms",0x33a9880,0x338fc90,353,REAL,"79 ins, 2 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(Struct(Rotator) DeltaRotation, bool bSweep, bool bTeleport) out[Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_AddActorLocalTransform,"Native|BPCallable|HasOutParms",0x33a9a70,0x751deb0,30,REAL,"8 ins, 1 calls, pdata bounds","final call rel32 (mult=15617)","(bool bSweep, bool bTeleport) out[Struct(Transform) NewTransform, Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_AddActorWorldOffset,"Native|BPCallable|HasOutParms",0x33a9cd0,0x338ff50,353,REAL,"79 ins, 2 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(Struct(Vector) DeltaLocation, bool bSweep, bool bTeleport) out[Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_AddActorWorldRotation,"Native|BPCallable|HasOutParms",0x33a9ec0,0x33900c0,353,REAL,"79 ins, 2 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(Struct(Rotator) DeltaRotation, bool bSweep, bool bTeleport) out[Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_AddActorWorldTransform,"Native|BPCallable|HasOutParms",0x33aa0b0,0x751deb0,30,REAL,"8 ins, 1 calls, pdata bounds","final call rel32 (mult=15617)","(bool bSweep, bool bTeleport) out[Struct(Transform) DeltaTransform, Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_AddActorWorldTransformKeepScale,"Native|BPCallable|HasOutParms",0x33aa310,0x751deb0,30,REAL,"8 ins, 1 calls, pdata bounds","final call rel32 (mult=15617)","(bool bSweep, bool bTeleport) out[Struct(Transform) DeltaTransform, Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_AttachRootComponentTo,"Native|BPCallable",0x33aa570,0x368d750,105,REAL,"26 ins, 0 calls, pdata bounds","final call rel32 (mult=4)","(Object(SceneComponent) InParent, FName InSocketName, byte AttachLocationType, bool bWeldSimulatedBodies) -> void"
LokiPlayerCheats,Actor,K2_AttachRootComponentToActor,"Native|BPCallable",0x33aa6d0,0x368d750,105,REAL,"26 ins, 0 calls, pdata bounds","final call rel32 (mult=4)","(Object(Actor) InParentActor, FName InSocketName, byte AttachLocationType, bool bWeldSimulatedBodies) -> void"
LokiPlayerCheats,Actor,K2_AttachToActor,"Native|BPCallable",0x33aa850,0x336a8c0,463,REAL,"114 ins, 6 calls, pdata bounds","final call rel32 (mult=6)","(Object(Actor) ParentActor, FName SocketName, Enum(EAttachmentRule) LocationRule, Enum(EAttachmentRule) RotationRule, Enum(EAttachmentRule) ScaleRule, bool bWeldSimulatedBodies) -> bool"
LokiPlayerCheats,Actor,K2_AttachToComponent,"Native|BPCallable",0x33aaa80,0x336a8c0,463,REAL,"114 ins, 6 calls, pdata bounds","final call rel32 (mult=6)","(Object(SceneComponent) Parent, FName SocketName, Enum(EAttachmentRule) LocationRule, Enum(EAttachmentRule) RotationRule, Enum(EAttachmentRule) ScaleRule, bool bWeldSimulatedBodies) -> bool"
LokiPlayerCheats,Actor,K2_DestroyActor,"Native|BPCallable",0x33aac90,0x33906b0,15,TRIVIAL,"mov rax, qword ptr [rcx]; mov r8b, 1; xor edx, edx; jmp qword ptr [rax + 0x440]   [0 ICF call sites]","VIRTUAL LokiPlayerCheats vtable[+0x390] -> 0x33906b0","() -> void"
LokiPlayerCheats,Actor,K2_DetachFromActor,"Native|BPCallable",0x33aacb0,0x20ad810,32,REAL,"8 ins, 2 calls, sweep bounds","VIRTUAL LokiPlayerCheats vtable[+0x4e0] -> 0x20ad810","(Enum(EDetachmentRule) LocationRule, Enum(EDetachmentRule) RotationRule, Enum(EDetachmentRule) ScaleRule) -> void"
LokiPlayerCheats,Actor,K2_GetActorLocation,"Native|BPCallable",0x33aae10,0x0,121,INLINED,"thunk 27 ins / 121 B, 0 helper calls","no rel32 callee at all -> impl INLINED into the thunk","() -> Struct(Vector)"
LokiPlayerCheats,Actor,K2_GetActorRotation,"Native|BPCallable",0x33aae90,0x10a50c0,621,REAL,"134 ins, 9 calls, pdata bounds","final call rel32 (mult=202)","() -> Struct(Rotator)"
LokiPlayerCheats,Actor,K2_GetComponentsByClass,"Native|BPCallable",0x33aafb0,0x3390830,348,REAL,"98 ins, 10 calls, pdata bounds","final call rel32 (mult=2)","(Class(Class) ComponentClass) -> Array(<ObjectProperty>)"
LokiPlayerCheats,Actor,K2_GetRootComponent,"Native|BPCallable",0x33ab0a0,0x0,32,INLINED,"thunk 9 ins / 32 B, 0 helper calls","no rel32 callee at all -> impl INLINED into the thunk","() -> Object(SceneComponent)"
LokiPlayerCheats,Actor,K2_OnBecomeViewTarget,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(Object(PlayerController) PC) -> void"
LokiPlayerCheats,Actor,K2_OnEndViewTarget,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(Object(PlayerController) PC) -> void"
LokiPlayerCheats,Actor,K2_OnReset,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiPlayerCheats,Actor,K2_SetActorLocation,"Native|BPCallable|HasOutParms",0x33ab0c0,0x3390990,455,REAL,"98 ins, 1 calls, pdata bounds","final call rel32 (mult=1)","(Struct(Vector) NewLocation, bool bSweep, bool bTeleport) out[Struct(HitResult) SweepHitResult] -> bool"
LokiPlayerCheats,Actor,K2_SetActorLocationAndRotation,"Native|BPCallable|HasOutParms",0x33ab2c0,0x339aaf0,403,REAL,"85 ins, 2 calls, pdata bounds","final call rel32 (mult=7)","(Struct(Vector) NewLocation, Struct(Rotator) NewRotation, bool bSweep, bool bTeleport) out[Struct(HitResult) SweepHitResult] -> bool"
LokiPlayerCheats,Actor,K2_SetActorRelativeLocation,"Native|BPCallable|HasOutParms",0x33ab520,0x339ac90,792,REAL,"173 ins, 4 calls, pdata bounds","final call rel32 (mult=5)","(Struct(Vector) NewRelativeLocation, bool bSweep, bool bTeleport) out[Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_SetActorRelativeRotation,"Native|BPCallable|HasOutParms",0x33ab710,0x3390c00,353,REAL,"79 ins, 2 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(Struct(Rotator) NewRelativeRotation, bool bSweep, bool bTeleport) out[Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_SetActorRelativeTransform,"Native|BPCallable|HasOutParms",0x33ab900,0x751deb0,30,REAL,"8 ins, 1 calls, pdata bounds","final call rel32 (mult=15617)","(bool bSweep, bool bTeleport) out[Struct(Transform) NewRelativeTransform, Struct(HitResult) SweepHitResult] -> void"
LokiPlayerCheats,Actor,K2_SetActorRotation,"Native|BPCallable",0x33abb60,0x368e240,741,REAL,"164 ins, 3 calls, pdata bounds","final call rel32 (mult=10)","(Struct(Rotator) NewRotation, bool bTeleportPhysics) -> bool"
LokiPlayerCheats,Actor,K2_SetActorTransform,"Native|BPCallable|HasOutParms",0x33abc90,0x751deb0,30,REAL,"8 ins, 1 calls, pdata bounds","final call rel32 (mult=15617)","(bool bSweep, bool bTeleport) out[Struct(Transform) NewTransform, Struct(HitResult) SweepHitResult] -> bool"
LokiPlayerCheats,Actor,K2_TeleportTo,"Native|BPCallable",0x33abef0,0x33a37a0,1127,REAL,"256 ins, 9 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x638] -> 0x33a37a0","(Struct(Vector) DestLocation, Struct(Rotator) DestRotation) -> bool"
LokiPlayerCheats,Actor,LogMapCheckError,"Native|BPCallable",0x33ac000,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(FString Message) -> void"
LokiPlayerCheats,Actor,LogMapCheckWarning,"Native|BPCallable",0x33ac000,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(FString Message) -> void"
LokiPlayerCheats,Actor,MakeNoise,"Native|BPCallable",0x33ac080,0x3390ff0,324,REAL,"69 ins, 1 calls, pdata bounds","final call rel32 (mult=3)","(float Loudness, Object(Pawn) NoiseInstigator, Struct(Vector) NoiseLocation, float MaxRange, FName Tag) -> void"
LokiPlayerCheats,Actor,OnMapCheck,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiPlayerCheats,Actor,OnRep_AttachmentReplication,"Native",0x33ac230,0x3392b20,400,REAL,"83 ins, 4 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x308] -> 0x3392b20","() -> void"
LokiPlayerCheats,Actor,OnRep_Instigator,"Native",0x33ac250,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","VIRTUAL LokiPlayerCheats vtable[+0x350] -> 0xf7ec20","() -> void"
LokiPlayerCheats,Actor,OnRep_Owner,"Native",0x33ac270,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","VIRTUAL LokiPlayerCheats vtable[+0x2f8] -> 0xf7ec20","() -> void"
LokiPlayerCheats,Actor,OnRep_ReplicatedMovement,"Native",0x33ac290,0x3392dc0,452,REAL,"96 ins, 5 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x518] -> 0x3392dc0","() -> void"
LokiPlayerCheats,Actor,OnRep_ReplicateMovement,"Native",0x326d2a0,0x3392d30,32,REAL,"8 ins, 0 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x2c8] -> 0x3392d30","() -> void"
LokiPlayerCheats,Actor,OnRep_ServerState,"Native|HasOutParms",0x33ac2b0,0x3392f90,362,REAL,"80 ins, 4 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","() out[Struct(PoolableActorServerState) LastState] -> void"
LokiPlayerCheats,Actor,OnSimulatedTearOffComplete,"Native",0x33ac3a0,0x33934a0,162,REAL,"36 ins, 4 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","() -> void"
LokiPlayerCheats,Actor,PrestreamTextures,"Native|BPCallable",0x33ac450,0x3396020,304,REAL,"84 ins, 1 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x740] -> 0x3396020","(float Seconds, bool bEnableStreaming, int32 CinematicTextureGroups) -> void"
LokiPlayerCheats,Actor,ReceiveActorBeginCursorOver,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiPlayerCheats,Actor,ReceiveActorBeginOverlap,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(Object(Actor) OtherActor) -> void"
LokiPlayerCheats,Actor,ReceiveActorEndCursorOver,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiPlayerCheats,Actor,ReceiveActorEndOverlap,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(Object(Actor) OtherActor) -> void"
LokiPlayerCheats,Actor,ReceiveActorOnClicked,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(Struct(Key) ButtonPressed) -> void"
LokiPlayerCheats,Actor,ReceiveActorOnInputTouchBegin,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(byte FingerIndex) -> void"
LokiPlayerCheats,Actor,ReceiveActorOnInputTouchEnd,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(byte FingerIndex) -> void"
LokiPlayerCheats,Actor,ReceiveActorOnInputTouchEnter,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(byte FingerIndex) -> void"
LokiPlayerCheats,Actor,ReceiveActorOnInputTouchLeave,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(byte FingerIndex) -> void"
LokiPlayerCheats,Actor,ReceiveActorOnReleased,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(Struct(Key) ButtonReleased) -> void"
LokiPlayerCheats,Actor,ReceiveAnyDamage,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(float Damage, Object(DamageType) DamageType, Object(Controller) InstigatedBy, Object(Actor) DamageCauser) -> void"
LokiPlayerCheats,Actor,ReceiveAsyncPhysicsTick,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(float DeltaSeconds, float SimSeconds) -> void"
LokiPlayerCheats,Actor,ReceiveBeginPlay,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiPlayerCheats,Actor,ReceiveDestroyed,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiPlayerCheats,Actor,ReceiveEndPlay,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(byte EndPlayReason) -> void"
LokiPlayerCheats,Actor,ReceiveHit,"BPEvent|HasOutParms",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(Object(PrimitiveComponent) MyComp, Object(Actor) Other, Object(PrimitiveComponent) OtherComp, bool bSelfMoved, Struct(Vector) HitLocation, Struct(Vector) HitNormal, Struct(Vector) NormalImpulse) out[Struct(HitResult) hit] -> void"
LokiPlayerCheats,Actor,ReceivePointDamage,"BPEvent|HasOutParms",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(float Damage, Object(DamageType) DamageType, Struct(Vector) HitLocation, Struct(Vector) HitNormal, Object(PrimitiveComponent) HitComponent, FName BoneName, Struct(Vector) ShotFromDirection, Object(Controller) InstigatedBy, Object(Actor) DamageCauser) out[Struct(HitResult) HitInfo] -> void"
LokiPlayerCheats,Actor,ReceiveRadialDamage,"BPEvent|HasOutParms",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(float DamageReceived, Object(DamageType) DamageType, Struct(Vector) Origin, Object(Controller) InstigatedBy, Object(Actor) DamageCauser) out[Struct(HitResult) HitInfo] -> void"
LokiPlayerCheats,Actor,ReceiveTick,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(float DeltaSeconds) -> void"
LokiPlayerCheats,Actor,RemoveTickPrerequisiteActor,"Native|BPCallable",0x33ac700,0x3398c50,2048,REAL,"548 ins, 43 calls, sweep bounds","VIRTUAL LokiPlayerCheats vtable[+0x3a8] -> 0x3398c50","(Object(Actor) PrerequisiteActor) -> void"
LokiPlayerCheats,Actor,RemoveTickPrerequisiteComponent,"Native|BPCallable",0x33ac790,0x3398c70,2016,REAL,"538 ins, 42 calls, sweep bounds","VIRTUAL LokiPlayerCheats vtable[+0x3b0] -> 0x3398c70","(Object(ActorComponent) PrerequisiteComponent) -> void"
LokiPlayerCheats,Actor,SetActorEnableCollision,"Native|BPCallable",0x33ac820,0x339a550,484,REAL,"118 ins, 12 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=16)","(bool bNewActorEnableCollision) -> void"
LokiPlayerCheats,Actor,SetActorHiddenInGame,"Native|BPCallable",0x33ac8b0,0x339a740,91,REAL,"30 ins, 2 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x388] -> 0x339a740","(bool bNewHidden) -> void"
LokiPlayerCheats,Actor,SetActorRelativeScale3D,"Native|BPCallable",0x33ac940,0x339b260,749,REAL,"196 ins, 15 calls, pdata bounds","final call rel32 (mult=2)","(Struct(Vector) NewRelativeScale) -> void"
LokiPlayerCheats,Actor,SetActorScale3D,"Native|BPCallable",0x33ac9d0,0x369d310,316,REAL,"67 ins, 2 calls, pdata bounds","final call rel32 (mult=4)","(Struct(Vector) NewScale3D) -> void"
LokiPlayerCheats,Actor,SetActorTickEnabled,"Native|BPCallable",0x33aca70,0x339b750,60,REAL,"18 ins, 2 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x4d0] -> 0x339b750","(bool bEnabled) -> void"
LokiPlayerCheats,Actor,SetActorTickInterval,"Native|BPCallable",0x33acb00,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(float TickInterval) -> void"
LokiPlayerCheats,Actor,SetAutoDestroyWhenFinished,"Native|BPCallable",0x33acb80,0x37a6d00,316,REAL,"95 ins, 5 calls, pdata bounds","final call rel32 (mult=1)","(bool bVal) -> void"
LokiPlayerCheats,Actor,SetEditorLockLocation,"Native|BPCallable",0x2bf0150,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(bool bInLockLocation) -> void"
LokiPlayerCheats,Actor,SetLifeSpan,"Native|BPCallable",0x33acc70,0x339d690,128,REAL,"29 ins, 1 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x430] -> 0x339d690","(float InLifespan) -> void"
LokiPlayerCheats,Actor,SetNetDormancy,"Native|BPCallable",0x33acd00,0x339dc70,392,REAL,"108 ins, 7 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=9)","(byte NewDormancy) -> void"
LokiPlayerCheats,Actor,SetOwner,"Native|BPCallable",0x33acd80,0x339de70,496,REAL,"119 ins, 14 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x538] -> 0x339de70","(Object(Actor) NewOwner) -> void"
LokiPlayerCheats,Actor,SetPhysicsReplicationMode,"Native|BPCallable",0x33ace10,0x339e250,124,REAL,"34 ins, 4 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=2)","(Enum(EPhysicsReplicationMode) ReplicationMode) -> void"
LokiPlayerCheats,Actor,SetRayTracingGroupId,"Native|BPCallable",0x33ace90,0x33913c0,532,REAL,"154 ins, 5 calls, pdata bounds","final call rel32 (mult=4)","(int32 InRaytracingGroupId) -> void"
LokiPlayerCheats,Actor,SetReplicateMovement,"Native|BPCallable",0x33acf20,0x339e460,320,REAL,"71 ins, 4 calls, sweep bounds","VIRTUAL LokiPlayerCheats vtable[+0x300] -> 0x339e460","(bool bInReplicateMovement) -> void"
LokiPlayerCheats,Actor,SetReplicates,"Native|BPCallable",0x33acfb0,0x339e5a0,430,REAL,"113 ins, 12 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=16)","(bool bInReplicates) -> void"
LokiPlayerCheats,Actor,SetTickableWhenPaused,"Native|BPCallable",0x33ad0c0,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(bool bTickableWhenPaused) -> void"
LokiPlayerCheats,Actor,SetTickGroup,"Native|BPCallable",0x33ad040,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(byte NewTickGroup) -> void"
LokiPlayerCheats,Actor,TearOff,"Native|BPCallable",0x207c030,0x33a36d0,193,REAL,"51 ins, 4 calls, pdata bounds","VIRTUAL LokiPlayerCheats vtable[+0x2d0] -> 0x33a36d0","() -> void"
LokiPlayerCheats,Actor,UserConstructionScript,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiPlayerCheats,Actor,WasRecentlyRendered,"Native|BPCallable",0x33ad180,0x33a5720,137,REAL,"35 ins, 1 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=11)","(float Tolerance) -> bool"
LokiPlayerCheats,Object,ExecuteUbergraph,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(int32 EntryPoint) -> void"
