class,owner,function,flags,thunk_rva,impl_rva,impl_size,verdict,detail,pick_reason,sig
CheatManager,CheatManager,BugIt,"Exec|Native",0x35c6a70,0x359e750,626,REAL,"158 ins, 14 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x410] -> 0x359e750","(FString ScreenShotDescription) -> void"
CheatManager,CheatManager,BugItGo,"Exec|Native",0x35c6b10,0x0,488,INLINED,"thunk 114 ins / 488 B, 18 helper calls","VIRTUAL dispatch qword ptr [rax + 0x400] -- vtable unresolved","(float X, float Y, float Z, float pitch, float Yaw, float Roll) -> void"
CheatManager,CheatManager,BugItStringCreator,"Exec|Native|HasOutParms",0x35c6d00,0x359ebf0,594,REAL,"144 ins, 12 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x418] -> 0x359ebf0","(Struct(Vector) ViewLocation, Struct(Rotator) ViewRotation) out[FString GoString, FString LocString] -> void"
CheatManager,CheatManager,ChangeSize,"Exec|Native|BPCallable",0x35c6ed0,0x35a40d0,752,REAL,"176 ins, 10 calls, sweep bounds","VIRTUAL CheatManager vtable[+0x2e0] -> 0x35a40d0","(float F) -> void"
CheatManager,CheatManager,CheatScript,"Exec|Native",0x35c6f60,0x35a4310,176,REAL,"49 ins, 4 calls, sweep bounds","final call rel32 (mult=1)","(FString ScriptName) -> void"
CheatManager,CheatManager,DamageTarget,"Exec|Native|BPCallable",0x35c7110,0x35a7720,625,REAL,"136 ins, 6 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x310] -> 0x35a7720","(float DamageAmount) -> void"
CheatManager,CheatManager,DebugCapsuleSweep,"Exec|Native",0x35c71a0,0x35a7b10,135,REAL,"44 ins, 3 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x3a0] -> 0x35a7b10","() -> void"
CheatManager,CheatManager,DebugCapsuleSweepCapture,"Exec|Native",0x35c71c0,0x35a7ba0,32,REAL,"11 ins, 0 calls, sweep bounds","VIRTUAL CheatManager vtable[+0x3c0] -> 0x35a7ba0","() -> void"
CheatManager,CheatManager,DebugCapsuleSweepChannel,"Exec|Native",0x35c71e0,0x35a7bc0,192,REAL,"58 ins, 4 calls, sweep bounds","VIRTUAL CheatManager vtable[+0x3b0] -> 0x35a7bc0","(byte Channel) -> void"
CheatManager,CheatManager,DebugCapsuleSweepClear,"Exec|Native",0x35c7260,0x35a7bd0,161,REAL,"49 ins, 4 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x3d0] -> 0x35a7bd0","() -> void"
CheatManager,CheatManager,DebugCapsuleSweepComplex,"Exec|Native",0x35c7280,0x35a7c80,112,REAL,"33 ins, 0 calls, sweep bounds","VIRTUAL CheatManager vtable[+0x3b8] -> 0x35a7c80","(bool bTraceComplex) -> void"
CheatManager,CheatManager,DebugCapsuleSweepPawn,"Exec|Native",0x35c7310,0x35a7ca0,80,REAL,"23 ins, 0 calls, sweep bounds","VIRTUAL CheatManager vtable[+0x3c8] -> 0x35a7ca0","() -> void"
CheatManager,CheatManager,DebugCapsuleSweepSize,"Exec|Native",0x35c7330,0x35a7ce0,11,TRIVIAL,"movss dword ptr [rcx + 0x48], xmm1; movss dword ptr [rcx + 0x4c], xmm2; ret   [0 ICF call sites]","VIRTUAL CheatManager vtable[+0x3a8] -> 0x35a7ce0","(float HalfHeight, float Radius) -> void"
CheatManager,CheatManager,DestroyAll,"Exec|Native",0x35c7400,0x35a7fc0,859,REAL,"219 ins, 15 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x320] -> 0x35a7fc0","(Class(Class) aClass) -> void"
CheatManager,CheatManager,DestroyAllPawnsExceptTarget,"Exec|Native",0x35c74b0,0x35a8320,272,REAL,"64 ins, 5 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x328] -> 0x35a8320","() -> void"
CheatManager,CheatManager,DestroyPawns,"Exec|Native",0x35c74d0,0x35a8a70,940,REAL,"246 ins, 18 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x330] -> 0x35a8a70","(Class(Class) aClass) -> void"
CheatManager,CheatManager,DestroyServerStatReplicator,"Exec|Native",0x35c7580,0x35a8f80,269,REAL,"65 ins, 4 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x318] -> 0x35a8f80","() -> void"
CheatManager,CheatManager,DestroyTarget,"Exec|Native|BPCallable",0x35c75a0,0x35a8f80,269,REAL,"65 ins, 4 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x318] -> 0x35a8f80","() -> void"
CheatManager,CheatManager,DisableDebugCamera,"Native|BPCallable",0x35c75c0,0x35a9620,91,REAL,"26 ins, 1 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x470] -> 0x35a9620","() -> void"
CheatManager,CheatManager,DumpChatState,"Exec|Native",0x35c75e0,0x35a9d70,75,REAL,"20 ins, 1 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x3f0] -> 0x35a9d70","() -> void"
CheatManager,CheatManager,DumpOnlineSessionState,"Exec|Native",0x35c7600,0x35a9dc0,75,REAL,"20 ins, 1 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x3e0] -> 0x35a9dc0","() -> void"
CheatManager,CheatManager,DumpPartyState,"Exec|Native",0x35c7620,0x35a9e10,75,REAL,"20 ins, 1 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x3e8] -> 0x35a9e10","() -> void"
CheatManager,CheatManager,DumpVoiceMutingState,"Exec|Native",0x35c7640,0x35a9e60,242,REAL,"55 ins, 7 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x3f8] -> 0x35a9e60","() -> void"
CheatManager,CheatManager,EnableDebugCamera,"Native|BPCallable",0x35c7660,0x35a9f60,478,REAL,"106 ins, 7 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x468] -> 0x35a9f60","() -> void"
CheatManager,CheatManager,FlushLog,"Exec|Native",0x35c7900,0x35ab310,36,REAL,"9 ins, 4 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x420] -> 0x35ab310","() -> void"
CheatManager,CheatManager,Fly,"Exec|Native|BPCallable",0x35c7920,0x35ab340,185,REAL,"52 ins, 5 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x2e8] -> 0x35ab340","() -> void"
CheatManager,CheatManager,FreezeFrame,"Exec|Native|BPCallable",0x35c7940,0x35ab400,406,REAL,"96 ins, 6 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x2d0] -> 0x35ab400","(float Delay) -> void"
CheatManager,CheatManager,GetPlayerController,"Native|BPCallable",0x35c7f60,0x0,112,INLINED,"thunk 40 ins / 112 B, 0 helper calls","no rel32 callee at all -> impl INLINED into the thunk","() -> Object(PlayerController)"
CheatManager,CheatManager,Ghost,"Exec|Native|BPCallable",0x33ac270,0x35afcb0,185,REAL,"52 ins, 5 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x2f8] -> 0x35afcb0","() -> void"
CheatManager,CheatManager,God,"Exec|Native|BPCallable",0x35c7fd0,0x35afd70,221,REAL,"65 ins, 5 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x300] -> 0x35afd70","() -> void"
CheatManager,CheatManager,InvertMouse,"Exec|Native",0x35c8090,0x35b1dc0,94,REAL,"24 ins, 1 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x438] -> 0x35b1dc0","() -> void"
CheatManager,CheatManager,LogLoc,"Exec|Native",0x35c8210,0x35b3680,307,REAL,"76 ins, 2 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x428] -> 0x35b3680","() -> void"
CheatManager,CheatManager,OnlyLoadLevel,"Exec|Native",0x35c8300,0x35b4760,16,TRIVIAL,"mov rax, qword ptr [rcx]; xor r9d, r9d; mov r8b, 1; jmp qword ptr [rax + 0x450]   [0 ICF call sites]","VIRTUAL CheatManager vtable[+0x370] -> 0x35b4760","(FName PackageName) -> void"
CheatManager,CheatManager,OnPlayerEndPlayed,"Native",0x35c8230,0x35b3f80,170,REAL,"42 ins, 2 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(Object(Actor) Player, byte EndPlayReason) -> void"
CheatManager,CheatManager,PlayersOnly,"Exec|Native|BPCallable",0x35c8770,0x35b6df0,170,REAL,"44 ins, 0 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x340] -> 0x35b6df0","() -> void"
CheatManager,CheatManager,ReceiveEndPlay,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
CheatManager,CheatManager,ReceiveInitCheatManager,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
CheatManager,CheatManager,ServerToggleAILogging,"Net|NetServer|NetReliable|Native|NetValidate",0x35c88b0,0xb9e1f0,3,TRUE_STUB,"B0 01 C3 (mov al,1; ret) -- always true   [81 ICF call sites]","VIRTUAL CheatManager vtable[+0x2c0] -> 0xb9e1f0","() -> void"
CheatManager,CheatManager,SetMouseSensitivityToDefault,"Exec|Native",0x35c9830,0x35bd410,192,REAL,"50 ins, 5 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x430] -> 0x35bd410","() -> void"
CheatManager,CheatManager,SetWorldOrigin,"Exec|Native",0x35ca260,0x35bec10,60,REAL,"17 ins, 1 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x308] -> 0x35bec10","() -> void"
CheatManager,CheatManager,Slomo,"Exec|Native|BPCallable",0x35ca280,0x35bec10,60,REAL,"17 ins, 1 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x308] -> 0x35bec10","(float NewTimeDilation) -> void"
CheatManager,CheatManager,SpawnServerStatReplicator,"Exec|Native",0x35ca310,0x0,53,INLINED,"thunk 15 ins / 53 B, 1 helper calls","VIRTUAL dispatch qword ptr [rax + 0x188] -- vtable unresolved","() -> void"
CheatManager,CheatManager,StreamLevelIn,"Exec|Native",0x35ca3f0,0x35c2ad0,17,TRIVIAL,"mov rax, qword ptr [rcx]; mov r9b, 1; movzx r8d, r9b; jmp qword ptr [rax + 0x450]   [0 ICF call sites]","VIRTUAL CheatManager vtable[+0x368] -> 0x35c2ad0","(FName PackageName) -> void"
CheatManager,CheatManager,StreamLevelOut,"Exec|Native",0x35ca480,0x35c2af0,16,TRIVIAL,"mov rax, qword ptr [rcx]; xor r9d, r9d; xor r8d, r8d; jmp qword ptr [rax + 0x450]   [0 ICF call sites]","VIRTUAL CheatManager vtable[+0x378] -> 0x35c2af0","(FName PackageName) -> void"
CheatManager,CheatManager,Summon,"Exec|Native",0x35ca510,0x35c2b00,1093,REAL,"251 ins, 28 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x338] -> 0x35c2b00","(FString ClassName) -> void"
CheatManager,CheatManager,Teleport,"Exec|Native|BPCallable",0x207bde0,0x35c3e20,1353,REAL,"285 ins, 14 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x2d8] -> 0x35c3e20","() -> void"
CheatManager,CheatManager,TestCollisionDistance,"Exec|Native",0x35ca5b0,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","VIRTUAL CheatManager vtable[+0x3d8] -> 0xf7ec20","() -> void"
CheatManager,CheatManager,ToggleAILogging,"Exec|Native",0x33aac90,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","VIRTUAL CheatManager vtable[+0x390] -> 0xf7ec20","() -> void"
CheatManager,CheatManager,ToggleDebugCamera,"Exec|Native",0x35ca5d0,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","VIRTUAL CheatManager vtable[+0x380] -> 0xf7ec20","() -> void"
CheatManager,CheatManager,ToggleServerStatReplicatorClientOverwrite,"Exec|Native",0x35ca5f0,0x13759a0,0,SUSPECT,"resolved to FFrame helper 0x13759a0 -- unresolved indirect dispatch","final call rel32 (mult=93)","() -> void"
CheatManager,CheatManager,ToggleServerStatReplicatorUpdateStatNet,"Exec|Native",0x35ca670,0x13759a0,0,SUSPECT,"resolved to FFrame helper 0x13759a0 -- unresolved indirect dispatch","final call rel32 (mult=93)","() -> void"
CheatManager,CheatManager,UpdateSafeArea,"Exec|Native",0x35ca6f0,0xfbe430,134,REAL,"42 ins, 1 calls, pdata bounds","P_FINISH-anchored jmp rel32 (mult=186)","() -> void"
CheatManager,CheatManager,ViewActor,"Exec|Native",0x35ca710,0x35c5560,0,UNVERIFIABLE,"impl page never decrypted in any dump","VIRTUAL CheatManager vtable[+0x358] -> 0x35c5560","(FName ActorName) -> void"
CheatManager,CheatManager,ViewClass,"Exec|Native",0x35ca7a0,0x35c5940,0,UNVERIFIABLE,"impl page never decrypted in any dump","VIRTUAL CheatManager vtable[+0x360] -> 0x35c5940","(Class(Class) DesiredClass) -> void"
CheatManager,CheatManager,ViewPlayer,"Exec|Native",0x35ca850,0x35c5eb0,0,UNVERIFIABLE,"impl page never decrypted in any dump","VIRTUAL CheatManager vtable[+0x350] -> 0x35c5eb0","(FString S) -> void"
CheatManager,CheatManager,ViewSelf,"Exec|Native",0x35ca8f0,0x35c6220,367,REAL,"98 ins, 4 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x348] -> 0x35c6220","() -> void"
CheatManager,CheatManager,Walk,"Exec|Native|BPCallable",0x207be00,0x35c64d0,96,REAL,"31 ins, 2 calls, pdata bounds","VIRTUAL CheatManager vtable[+0x2f0] -> 0x35c64d0","() -> void"
CheatManager,Object,ExecuteUbergraph,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(int32 EntryPoint) -> void"
CheatManagerExtension,CheatManagerExtension,AddedToCheatManager,"Native|BPEvent",0x326d280,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","VIRTUAL CheatManagerExtension vtable[+0x2c0] -> 0xf7ec20","() -> void"
CheatManagerExtension,CheatManagerExtension,GetPlayerController,"Native|BPCallable",0x35c7f90,0x0,64,INLINED,"thunk 23 ins / 64 B, 0 helper calls","no rel32 callee at all -> impl INLINED into the thunk","() -> Object(PlayerController)"
CheatManagerExtension,CheatManagerExtension,RemovedFromCheatManager,"Native|BPEvent",0x326d2a0,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","VIRTUAL CheatManagerExtension vtable[+0x2c8] -> 0xf7ec20","() -> void"
CheatManagerExtension,Object,ExecuteUbergraph,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(int32 EntryPoint) -> void"
GameFeatureAction_AddCheats,Object,ExecuteUbergraph,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(int32 EntryPoint) -> void"
LokiCharacterCheatDetectionComponent,LokiCharacterCheatDetectionComponent,UpdateIsEnabled,"Native",0x5309260,0x135f020,699,REAL,"166 ins, 15 calls, pdata bounds","final call rel32 (mult=5248)","() -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,Activate,"Native|BPCallable",0x3130790,0x359b0e0,197,REAL,"53 ins, 3 calls, pdata bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x2c8] -> 0x359b0e0","(bool bReset) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,AddTickPrerequisiteActor,"Native|BPCallable",0x35c6650,0x359ba60,32,REAL,"11 ins, 1 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x478] -> 0x359ba60","(Object(Actor) PrerequisiteActor) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,AddTickPrerequisiteComponent,"Native|BPCallable",0x35c66e0,0x359ba80,32,REAL,"11 ins, 1 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x480] -> 0x359ba80","(Object(ActorComponent) PrerequisiteComponent) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,BP_LokiBeginPlay,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,BP_LokiEndPlay,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,ComponentHasTag,"Native|BPCallable",0x35c7050,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(FName Tag) -> bool"
LokiCharacterCheatDetectionComponent,ActorComponent,Deactivate,"Native|BPCallable",0x207c030,0x35a79a0,186,REAL,"49 ins, 3 calls, pdata bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x2d0] -> 0x35a79a0","() -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,GetComponentTickInterval,"Native|BPCallable",0x35c79d0,0x35ac620,930,REAL,"233 ins, 6 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","() -> float"
LokiCharacterCheatDetectionComponent,ActorComponent,GetOwner,"Native|BPCallable",0x35c7e90,0x0,32,INLINED,"thunk 9 ins / 32 B, 0 helper calls","no rel32 callee at all -> impl INLINED into the thunk","() -> Object(Actor)"
LokiCharacterCheatDetectionComponent,ActorComponent,IsActive,"Native|BPCallable",0x35c80b0,0x20c7fa0,688,REAL,"171 ins, 9 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x428] -> 0x20c7fa0","() -> bool"
LokiCharacterCheatDetectionComponent,ActorComponent,IsBeingDestroyed,"Native|BPCallable",0x35c80e0,0x20c7fa0,688,REAL,"171 ins, 9 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x428] -> 0x20c7fa0","() -> bool"
LokiCharacterCheatDetectionComponent,ActorComponent,IsComponentTickEnabled,"Native|BPCallable",0x354f1f0,0x35b1e40,8,TRIVIAL,"cmp byte ptr [rcx + 0x4b], 0; setne al; ret   [1 ICF call sites]","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x3f0] -> 0x35b1e40","() -> bool"
LokiCharacterCheatDetectionComponent,ActorComponent,K2_DestroyComponent,"Native|BPCallable",0x35c8180,0x35b21b0,291,REAL,"74 ins, 6 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(Object(Object) Object) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,OnRep_IsActive,"Native",0x326d280,0x35b4480,416,REAL,"105 ins, 16 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x2c0] -> 0x35b4480","() -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,ReceiveAsyncPhysicsTick,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(float DeltaSeconds, float SimSeconds) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,ReceiveBeginPlay,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","() -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,ReceiveEndPlay,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(byte EndPlayReason) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,ReceiveTick,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(float DeltaSeconds) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,RemoveTickPrerequisiteActor,"Native|BPCallable",0x35c8790,0x35b90a0,32,REAL,"11 ins, 1 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x488] -> 0x35b90a0","(Object(Actor) PrerequisiteActor) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,RemoveTickPrerequisiteComponent,"Native|BPCallable",0x35c8820,0x35b90c0,1440,REAL,"376 ins, 18 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x490] -> 0x35b90c0","(Object(ActorComponent) PrerequisiteComponent) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,SetActive,"Native|BPCallable",0x35c8900,0x35bbd00,80,REAL,"20 ins, 1 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x2d8] -> 0x35bbd00","(bool bNewActive, bool bReset) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,SetAutoActivate,"Native|BPCallable",0x35c8f70,0x35bc020,138,REAL,"35 ins, 3 calls, pdata bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x2e8] -> 0x35bc020","(bool bNewAutoActivate) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,SetComponentTickEnabled,"Native|BPCallable",0x35c90e0,0x35bc510,60,REAL,"18 ins, 2 calls, pdata bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x3e0] -> 0x35bc510","(bool bEnabled) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,SetComponentTickInterval,"Native|BPCallable",0x35c9170,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(float TickInterval) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,SetComponentTickIntervalAndCooldown,"Native|BPCallable",0x35c91f0,0x3efe630,148,REAL,"43 ins, 2 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=0)","(float TickInterval) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,SetIsReplicated,"Native|BPCallable",0x35c9410,0x35bc9c0,215,REAL,"52 ins, 5 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=17)","(bool ShouldReplicate) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,SetTickableWhenPaused,"Native|BPCallable",0x35c9f50,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(bool bTickableWhenPaused) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,SetTickGroup,"Native|BPCallable",0x35c9ed0,0x1345fe0,0,SUSPECT,"resolved to FFrame helper 0x1345fe0 -- unresolved indirect dispatch","final call rel32 (mult=12668)","(byte NewTickGroup) -> void"
LokiCharacterCheatDetectionComponent,ActorComponent,ToggleActive,"Native|BPCallable",0x312c130,0x35c4510,32,REAL,"9 ins, 0 calls, sweep bounds","VIRTUAL LokiCharacterCheatDetectionComponent vtable[+0x2e0] -> 0x35c4510","() -> void"
LokiCharacterCheatDetectionComponent,Object,ExecuteUbergraph,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(int32 EntryPoint) -> void"
LokiClientPlayerCheats,LokiClientPlayerCheats,CheatFakeLobbyRewardFlow,"Exec|Native",0x5316250,0x751deb0,30,REAL,"8 ins, 1 calls, pdata bounds","final call rel32 (mult=15617)","() -> void"
LokiClientPlayerCheats,LokiClientPlayerCheats,CheatLobbyAddBadge,"Exec|Native",0x5316270,0x55cf560,60,REAL,"17 ins, 2 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(FName AssetType, FName AssetId) -> void"
LokiClientPlayerCheats,LokiClientPlayerCheats,CheatResetClientProfile,"Exec|Native",0x5316340,0x751deb0,30,REAL,"8 ins, 1 calls, pdata bounds","final call rel32 (mult=15617)","() -> void"
LokiClientPlayerCheats,LokiClientPlayerCheats,TestDeeplink,"Exec|Native",0x5317cc0,0x55e7470,38,REAL,"13 ins, 2 calls, pdata bounds","final call rel32 (mult=1)","(FString DeeplinkPath) -> void"
LokiClientPlayerCheats,LokiClientPlayerCheats,TestErrorMessage,"Exec|Native",0x5317db0,0x55e74a0,61,REAL,"18 ins, 3 calls, pdata bounds","final call rel32 (mult=1)","(FString TestMessage) -> void"
LokiClientPlayerCheats,Object,ExecuteUbergraph,"BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(int32 EntryPoint) -> void"
LokiPlayerCheats,LokiPlayerCheats,AddLevelingPassive,"BPCallable|BPEvent",0x13454a0,0x13454a0,0,SCRIPT,"BP/script-implemented UFunction (no native impl exists)","thunk IS ProcessInternal","(Class(Class) PassiveEffect) -> void"
LokiPlayerCheats,LokiPlayerCheats,AdminOnly,"Native|BPCallable|HasOutParms",0x5421a70,0x1f67df0,16,REAL,"6 ins, 1 calls, sweep bounds","P_FINISH-anchored call rel32 (mult=1)","() out[Enum(EAdminOnlyExecPins) OutputExecs] -> void"
LokiPlayerCheats,LokiPlayerCheats,AreHotkeyCheatsEnabled,"Native|BPCallable",0x52fd980,0xf7eb60,3,FALSE_STUB,"32 C0 C3 (xor al,al; ret) -- always false   [192 ICF call sites]","P_FINISH-anchored call rel32 (mult=192)","() -> bool"
LokiPlayerCheats,LokiPlayerCheats,CheatAddMissionProgress,"Exec|Native|BPCallable",0x5421d60,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","P_FINISH-anchored call rel32 (mult=4784)","(FString MissionID, FString ObjectiveName, float Progress) -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatAutoStrafe,"Exec|Native|BPCallable",0x5421ea0,0x55cf430,181,REAL,"47 ins, 3 calls, pdata bounds","P_FINISH-anchored call rel32 (mult=1)","(double Period, double Speed) -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatAutoStrafeToggleDirection,"Exec|Native|BPCallable",0x5421f80,0x0,0,UNVERIFIABLE,"THUNK body [0x5421f80,0x542277f) runs into an undecrypted page","","() -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatChangeHero,"Exec|Native",0x534be80,0x0,0,UNVERIFIABLE,"THUNK page never decrypted -- impl not reachable offline","","(FString HeroName) -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatGetAllClientActorsByClassName,"Exec|Native",0x5421fa0,0x0,0,UNVERIFIABLE,"THUNK body [0x5421fa0,0x5422048) runs into an undecrypted page","","(FString ClassName) -> int32"
LokiPlayerCheats,LokiPlayerCheats,CheatMeasureCursor,"Exec|Native",0x5422050,0x0,0,UNVERIFIABLE,"THUNK page never decrypted -- impl not reachable offline","","() -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatMuteAudio,"Exec|Native",0x5422070,0x0,0,UNVERIFIABLE,"THUNK page never decrypted -- impl not reachable offline","","(int32 mute) -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatNoCooldowns,"Exec|Native",0x5422100,0x0,0,UNVERIFIABLE,"THUNK page never decrypted -- impl not reachable offline","","(double Enabled) -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatSetEmote,"Exec|Native",0x5422180,0x0,0,UNVERIFIABLE,"THUNK page never decrypted -- impl not reachable offline","","(byte EmoteIndex, FName EmoteName) -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatSetRankedPoints,"Exec|Native|BPCallable",0x52fd8f0,0xf7ec20,3,RET_STUB,"C2 00 00 (ret 0) -- empty body   [4784 ICF call sites]","P_FINISH-anchored call rel32 (mult=4784)","(int32 Amount) -> void"
LokiPlayerCheats,LokiPlayerCheats,CheatSetTeamEliminated,"Native|BPCallable",0x5422250,0x0,0,UNVERIFIABLE,"THUNK page never decrypted -- impl not reachable offline","","(Object(Object) WorldContextObject, int32 TeamIndex, bool bEliminated) -> void"
