t_s,kind,tag,idx,item_obj,item_flags,item_cluster,item_serial,obj_vt,obj_flags,obj_idx,obj_class,obj_name,gcalive,note
63.220,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
63.472,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
63.723,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
63.975,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
64.228,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
64.481,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
64.734,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
64.987,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
65.240,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
65.493,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
65.747,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
65.999,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
66.252,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
66.505,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
66.757,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
67.008,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
67.260,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
67.512,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
67.764,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
68.016,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
68.268,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
68.521,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
68.774,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
69.026,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
69.279,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
69.530,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
69.782,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
70.036,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
70.289,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
70.541,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
70.794,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
71.047,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
71.299,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
71.552,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
71.805,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
72.058,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
72.309,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
72.561,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
72.814,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
73.067,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
73.320,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
73.573,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
73.826,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
74.079,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
74.332,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
74.584,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
74.836,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
75.089,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
75.341,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
75.593,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
75.846,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
76.097,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
76.349,sweep,,,,,,,,,,,,,live=177392 free=13456 reachbit=0 bit30=22.2
