t_s,kind,tag,idx,item_obj,item_flags,item_cluster,item_serial,obj_vt,obj_flags,obj_idx,obj_class,obj_name,gcalive,note
2.217,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
2.469,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
2.721,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
2.974,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
3.227,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
3.479,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
3.731,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
3.983,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
4.234,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
4.488,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
4.741,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
4.994,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
5.247,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
5.499,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
5.752,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
6.005,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
6.257,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
6.510,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
6.761,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
7.014,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
7.265,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
7.519,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
7.772,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
8.025,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
8.277,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
8.530,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
8.781,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
9.033,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
9.284,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
9.538,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
9.790,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
10.044,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
10.297,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
10.550,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
10.803,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
11.054,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
11.307,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
11.560,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
11.814,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
12.067,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
12.319,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
12.571,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
12.825,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
13.077,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
13.330,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
13.582,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
13.833,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
14.086,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
14.339,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
14.592,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
14.844,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
15.097,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
15.349,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
15.601,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
15.854,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
16.106,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
16.360,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
16.613,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
16.866,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
17.118,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
17.371,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
17.625,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
17.877,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
18.129,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
18.382,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
18.634,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
