rva,section,recorded_name,proposed_name,proposed_class,confidence,verdict,name_check,fn_entry,fn_offset,fn_tier,fn_extent,n_strings,evidence,why,record_kind,n_sources,sources,recorded_alts,sample_context
0x07B4FE0,.text,ExecuteUbergraph_WBP_UI_MissionModal,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B4000 is all-zero in this dump (never decrypted),bare,2,docs/lokiassetmanager-vtable-dump.md;git-log,,| `ExecuteUbergraph_WBP_UI_MissionModal` | 0x007B4FE0 | the modal's own event graph |
0x07B50F1,.text,SeasonalArmory_AcademyResearch,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_AcademyResearch`  (FName 0x007B50F1)
0x07B5101,.text,SeasonalArmory_Bloodshed,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_Bloodshed`        (0x007B5101)
0x07B510E,.text,SeasonalArmory_FelixFamous,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_FelixFamous`      (0x007B510E)
0x07B511C,.text,SeasonalArmory_HuntSoulborn,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_HuntSoulborn`     (0x007B511C)
0x07B512B,.text,SeasonalArmory_Kobayashi,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_Kobayashi`        (0x007B512B)
0x07B5138,.text,SeasonalArmory_ProtectHavenshard,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_ProtectHavenshard` (0x007B5138)
0x07B5149,.text,SeasonalArmory_ProveYourWorth,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_ProveYourWorth`   (0x007B5149)
0x07B5159,.text,SeasonalArmory_RisenEmpire,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_RisenEmpire`      (0x007B5159)
0x07B5167,.text,SeasonalArmory_ScoutTheBreach,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_ScoutTheBreach`   (0x007B5167)
0x07B5177,.text,SeasonalArmory_Skysharks,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_Skysharks`        (0x007B5177)
0x07B5184,.text,SeasonalArmory_SubdueScavbay,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_SubdueScavbay`    (0x007B5184)
0x07B5193,.text,SeasonalArmory_WinterDance,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07B5000 is all-zero in this dump (never decrypted),bare,1,docs/lokiassetmanager-vtable-dump.md,,- `SeasonalArmory_WinterDance`      (0x007B5193)
0x07FF6BD,.text,BP_MainMenuGameMode,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x07FF000 is all-zero in this dump (never decrypted),bare,2,docs/session-61-tutorial-match-setup.txt;memory/supervive-tutorial-launch-status.md,AGameModeBase,vtables (0x7FF6BD..). BP_MainMenuGameMode instance vtable = 0x7FF6BD55EDD8 = the STOCK AGameModeBase vtable
0x088CB78,.text,LokiAssetManager,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x088C000 is all-zero in this dump (never decrypted),"bare,labeled",12,docs/next-session-prompt-s43.md;docs/session-42-step5-runtime-assetmgr-anchored.txt;docs/session-42-step6-typemap-BREAKTHROUGH.txt;docs/session-42-step8-FIX-WORKS.txt;git-log;memory/supervive-hero-roster-blocker.md,AssetTypeMap;UClass;RVAs,"in the S42 run). ⚠️ Earlier docs had a digit-drop typo ""+0x88CB78"" — WRONG, cost one"
0x098B560,.text,,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x098B000 is all-zero in this dump (never decrypted),bare,1,memory/supervive-milestone3-trackb-status.md,,First slot points to +0x98B560 (likely second-base virtual dtor).
0x0A15CAA,.text,NtCreateThreadEx,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x0A15000 is all-zero in this dump (never decrypted),labeled,1,docs/session-53-ds-missions-gating-retest.txt,,it found **NtCreateThreadEx IS ALREADY HOOKED**: prologue = `90 E9 AA 5C A1 00` (nop; jmp +0xA15CAA to
0x0B9E1F0,.text,AddMappingContext,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x0B9E1F0,+0x0,MED-heuristic,16,0,,,"anchored,bare",11,docs/lokiassetmanager-vtable-dump.md;docs/session-42-step5-runtime-assetmgr-anchored.txt;docs/session-79-moonshot-plan.md;git-log;memory/supervive-milestone3-trackb-status.md,PlayerInput;LocalPlayer;UObject,"- `0xB9E1F0` (4 occurrences) — `mov al, 1; ret` (return-true stub)"
0x0F7EB50,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x0F7EB50,+0x0,HIGH-heuristic,3,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- `0xF7EB50` (3 occurrences) — `xor eax, eax; ret` (return-zero stub)"
0x0F7EB60,.text,EmptyXorAlReturn,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x0F7EB60,+0x0,MED-heuristic,16,0,,,bare,3,docs/lokiassetmanager-vtable-dump.md;docs/session-42-step5-runtime-assetmgr-anchored.txt;memory/supervive-milestone3-trackb-status.md,,- `0xF7EB60` (11 occurrences) — `virtual void EmptyXorAlReturn() { xor al; ret }` style
0x0F7EC20,.text,SetCurrentPublishedProgressionTracks,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x0F7EC20,+0x0,MED-heuristic,16,0,,,"bare,labeled",6,docs/lokiassetmanager-vtable-dump.md;docs/session-42-step5-runtime-assetmgr-anchored.txt;docs/session-82-passes-battlepass-shim.txt;memory/supervive-milestone3-trackb-status.md;memory/supervive-passes-battlepass-status.md,,- `0xF7EC20` (31 occurrences) — `virtual void Empty() {}` style
0x0FA4A53,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FA4A34,+0x1F,pdata-EXACT,65,0,,,"anchored,labeled",4,docs/next-session-prompt-s54.md;docs/session-54-ds-missions-replication.txt;git-log;memory/supervive-dedicated-server-status.md,,may also cure this. (A 3rd crash seen once — pre-Join read-AV at exe+0xFA4A53 — is the documented
0x0FD1754,.text,LobbyV2,,,,INTERIOR,NO-NAME-EVIDENCE,0x0FD1710,+0x44,pdata-EXACT,294,0,,,bare,3,docs/session-42-step1-crash-confirmed.txt;memory/supervive-hero-roster-blocker.md,,A84A3CA0 (07-01 15:04)     | +0xFD1754  | read 0x1e3010020          | LobbyV2
0x0FDFE70,.text,FMallocBinned2::Free,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x0FDFE70,+0x0,pdata-EXACT,28,0,,,"bare,labeled",6,docs/dedicated-server-stub.md;git-log;memory/supervive-hero-roster-blocker.md,FMallocBinned2::Realloc,- **`FMallocBinned2::Free` body at mod-RVA `0xFDFE70`.** Entry `test
0x0FE00EB,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FE0090,+0x5B,MED-heuristic,96,0,,,bare,2,docs/dedicated-server-stub.md;git-log,,"via `test rdx, rdx; jz 0xFE00EB; mov r11, rsp; ...`)."
0x0FE1746,.text,LVL_Login,,,,INTERIOR,NO-NAME-EVIDENCE,0x0FE16B0,+0x96,pdata-EXACT,197,0,,,bare,2,docs/session-42-step1-crash-confirmed.txt;memory/supervive-hero-roster-blocker.md,,9B00C588 (07-01 02:25)     | +0xFE1746  | read 0x1e3010020          | LVL_Login
0x0FE25A9,.text,FMallocBinned2::Realloc,,,,INTERIOR,NO-NAME-EVIDENCE,0x0FE2500,+0xA9,MED-heuristic,176,0,,,"bare,labeled",10,docs/dedicated-server-stub.md;git-log;memory/supervive-hero-roster-blocker.md,FMallocBinned2::Free,- **`FMallocBinned2::Realloc` body at mod-RVA `0xFE25A9`.** Canary check
0x0FE25FD,.text,UNetConnection,,,LOW,INTERIOR,NO-NAME-EVIDENCE,0x0FE25B0,+0x4D,pdata-EXACT,308,1,FMallocBinned2 Attempt to realloc an unrecognized block %p   canary ==,no diagnostic string,"bare,labeled",6,docs/dedicated-server-stub.md;git-log;memory/supervive-hero-roster-blocker.md,GMalloc_CLASS;GMalloc;FString,"at `0xFE25FD` (`cmp al, 0xe3`) followed by `jz +0x21` at `0xFE25FF`"
0x0FE25FF,.text,,,,LOW,INTERIOR,NO-RECORDED-NAME,0x0FE25B0,+0x4F,pdata-EXACT,308,1,FMallocBinned2 Attempt to realloc an unrecognized block %p   canary ==,no diagnostic string,labeled,1,docs/dedicated-server-stub.md,,"at `0xFE25FD` (`cmp al, 0xe3`) followed by `jz +0x21` at `0xFE25FF`"
0x0FE261D,.text,,,,LOW,INTERIOR,NO-RECORDED-NAME,0x0FE25B0,+0x6D,pdata-EXACT,308,1,FMallocBinned2 Attempt to realloc an unrecognized block %p   canary ==,no diagnostic string,labeled,1,docs/dedicated-server-stub.md,,to canary-OK path or fall through to the fatal log call at `0xFE261D`.
0x0FF9302,.text,FMemory::Free,,,,INTERIOR,NO-NAME-EVIDENCE,0x0FF92B0,+0x52,MED-heuristic,96,0,,,"bare,labeled",5,docs/dedicated-server-stub.md;git-log;memory/supervive-hero-roster-blocker.md;tools/sigbypass-mod/browse_hook.cpp,GMalloc,helper at mod-RVA 0xFF9302. Disasm of 0xFF9302 revealed it as
0x0FF9307,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FF92B0,+0x57,MED-heuristic,96,0,,,bare,1,docs/dedicated-server-stub.md,,0xFF9307: push rdi
0x0FF931A,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FF9310,+0xA,pdata-EXACT,52,0,,,bare,1,docs/dedicated-server-stub.md,,"0xFF931A: mov rbx, rcx                    ; save Ptr arg"
0x0FF931D,.text,FMallocBinned2,,,,INTERIOR,NO-NAME-EVIDENCE,0x0FF9310,+0xD,pdata-EXACT,52,0,,,"bare,labeled",3,docs/dedicated-server-stub.md;git-log;memory/supervive-hero-roster-blocker.md,FMemory::Free;GMalloc,"0xFF931D: mov rcx, [rip+0x8D4FE5C]        ; LOAD GMALLOC  ←←←"
0x0FF9324,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FF9310,+0x14,pdata-EXACT,52,0,,,bare,2,docs/dedicated-server-stub.md,,"0xFF9324: test rcx, rcx"
0x0FF9327,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FF9310,+0x17,pdata-EXACT,52,0,,,bare,1,docs/dedicated-server-stub.md,,0xFF9327: jnz 0xFF9335
0x0FF9329,.text,GCreateMalloc,,,,INTERIOR,NO-NAME-EVIDENCE,0x0FF9310,+0x19,pdata-EXACT,52,0,,,bare,1,docs/dedicated-server-stub.md,,0xFF9329: call GCreateMalloc              ; init if null
0x0FF932E,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FF9310,+0x1E,pdata-EXACT,52,0,,,bare,1,docs/dedicated-server-stub.md,,"0xFF932E: mov rcx, [rip+0x8D4FE4B]        ; reload"
0x0FF9335,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FF9310,+0x25,pdata-EXACT,52,0,,,bare,2,docs/dedicated-server-stub.md,,0xFF9327: jnz 0xFF9335
0x0FF9338,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x0FF9310,+0x28,pdata-EXACT,52,0,,,bare,1,docs/dedicated-server-stub.md,,"0xFF9338: mov rdx, rbx                    ; arg"
0x0FF933B,.text,FMalloc::Free,,,,INTERIOR,NO-NAME-EVIDENCE,0x0FF9310,+0x2B,pdata-EXACT,52,0,,,bare,1,docs/dedicated-server-stub.md,,0xFF933B: call [rax+0x48]                  ; FMalloc::Free (slot 9)
0x1000000,.text,FUNC_NetServer,,,,INTERIOR,NO-NAME-EVIDENCE,0x0FFFF10,+0xF0,pdata-EXACT,1501,0,,,bare,7,tools/re/cheat_enum.py;tools/re/gen_lokipc_rpcs.py;tools/re/netcache_chain.py;tools/re/netfields_dump.py;tools/re/sig_enum.py;tools/re/ufunc_params.py,FUNC_NetMulticast;FUNC_NetClient;ConstParm,"(0x01000000, ""NetClient""), (0x00004000, ""NetMulticast""), (0x00000080, ""NetReliable""),"
0x1020CC2,.text,ServerVerifyViewTarget,,,,INTERIOR,NO-NAME-EVIDENCE,0x1020B87,+0x13B,pdata-EXACT,371,0,,,bare,1,memory/supervive-dedicated-server-status.md,ClientRestart;NetServer;NetClient,"ServerVerifyViewTarget=0x80220CC2 Net+NetServer, ClientRestart=0x01020CC2 Net+NetClient). Client hierarchy:"
0x1221597,.text,UWorld,,,,INTERIOR,NO-NAME-EVIDENCE,0x1221570,+0x27,pdata-EXACT,41,0,,,bare,2,docs/session-81-disconnect-characterized.txt,UObject;ProcessInternal,+0x137A64F +0x1225FD6 +0x1221597 +0x13453A5  (UWorld/UObject tick +
0x1225FD6,.text,UWorld,,,,INTERIOR,NO-NAME-EVIDENCE,0x1225FB8,+0x1E,pdata-EXACT,62,0,,,bare,2,docs/session-81-disconnect-characterized.txt,UObject;ProcessInternal,+0x137A64F +0x1225FD6 +0x1221597 +0x13453A5  (UWorld/UObject tick +
0x12C5060,.text,,UObject::FinishDestroy,UObject,HIGH,ENTRY-OK,NO-RECORDED-NAME,0x12C5060,+0x0,pdata-EXACT,108,1,Trying to call UObject::FinishDestroy from outside of UObject::Conditi,1/1 qualified-name refs,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12C5060, 0x12C5680 (typo? 0x12C56A0), 0x12C5A10, 0x12C6AE0, 0x12C6EF0, 0x12C7260,"
0x12C5680,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x12C5530,+0x150,pdata-EXACT,358,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12C5060, 0x12C5680 (typo? 0x12C56A0), 0x12C5A10, 0x12C6AE0, 0x12C6EF0, 0x12C7260,"
0x12C56A0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C56A0,+0x0,pdata-EXACT,133,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12C5060, 0x12C5680 (typo? 0x12C56A0), 0x12C5A10, 0x12C6AE0, 0x12C6EF0, 0x12C7260,"
0x12C5A10,.text,ProcessEvent,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x12C5A10,+0x0,pdata-EXACT,1110,0,,,"anchored,bare,labeled",24,docs/lokiassetmanager-vtable-dump.md;docs/next-session-prompt-s55.md;docs/next-session-prompt-s56.md;docs/next-session-prompt-s80.md;docs/next-session-prompt-s81.md;docs/session-49-click-center-offline-model.txt,UObject::ProcessEvent;CallGuardedBP;ProcessInternal,"- 0x12C5060, 0x12C5680 (typo? 0x12C56A0), 0x12C5A10, 0x12C6AE0, 0x12C6EF0, 0x12C7260,"
0x12C68B0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C68B0,+0x0,pdata-EXACT,28,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12CB110, 0x12CB310, 0x12C68B0, 0x12CC100"
0x12C6AE0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C6AE0,+0x0,pdata-EXACT,159,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12C5060, 0x12C5680 (typo? 0x12C56A0), 0x12C5A10, 0x12C6AE0, 0x12C6EF0, 0x12C7260,"
0x12C6EF0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C6EF0,+0x0,pdata-EXACT,41,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12C5060, 0x12C5680 (typo? 0x12C56A0), 0x12C5A10, 0x12C6AE0, 0x12C6EF0, 0x12C7260,"
0x12C7260,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C7260,+0x0,HIGH-heuristic,32,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12C5060, 0x12C5680 (typo? 0x12C56A0), 0x12C5A10, 0x12C6AE0, 0x12C6EF0, 0x12C7260,"
0x12C7DD0,.text,LokiPlayerState,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x12C7DD0,+0x0,pdata-EXACT,31,0,,,"anchored,bare",2,docs/tutorial-playability-plan.md;memory/supervive-passes-battlepass-status.md,PlayerState,confirmed = **LokiPlayerState**) via base+0x12C7DD0; returns the PlayerState.
0x12C7E80,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C7E80,+0x0,pdata-EXACT,119,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12C7E80, 0x12C8430, 0x12C8580, 0x12C84D0, 0x12C83F0, 0x12C85B0, 0x12CB060,"
0x12C83F0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C83F0,+0x0,pdata-EXACT,55,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12C7E80, 0x12C8430, 0x12C8580, 0x12C84D0, 0x12C83F0, 0x12C85B0, 0x12CB060,"
0x12C8430,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C8430,+0x0,pdata-EXACT,138,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12C7E80, 0x12C8430, 0x12C8580, 0x12C84D0, 0x12C83F0, 0x12C85B0, 0x12CB060,"
0x12C84D0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C84D0,+0x0,pdata-EXACT,94,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12C7E80, 0x12C8430, 0x12C8580, 0x12C84D0, 0x12C83F0, 0x12C85B0, 0x12CB060,"
0x12C8580,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C8580,+0x0,pdata-EXACT,42,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12C7E80, 0x12C8430, 0x12C8580, 0x12C84D0, 0x12C83F0, 0x12C85B0, 0x12CB060,"
0x12C85B0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12C85B0,+0x0,HIGH-heuristic,16,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12C7E80, 0x12C8430, 0x12C8580, 0x12C84D0, 0x12C83F0, 0x12C85B0, 0x12CB060,"
0x12CB060,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12CB060,+0x0,pdata-EXACT,171,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12C7E80, 0x12C8430, 0x12C8580, 0x12C84D0, 0x12C83F0, 0x12C85B0, 0x12CB060,"
0x12CB110,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12CB110,+0x0,pdata-EXACT,164,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12CB110, 0x12CB310, 0x12C68B0, 0x12CC100"
0x12CB310,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12CB310,+0x0,HIGH-heuristic,16,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x12CB110, 0x12CB310, 0x12C68B0, 0x12CC100"
0x12CC100,.text,,Renaming an object (%s) on top of an existing object (%s) is,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x12CC100,+0x0,pdata-EXACT,1033,3,"Cannot rename %s into Outer %s as it is not of type %s | Renaming an object (%s) on top of an existing object (%s) is not allow | Mismatch NumStructBasesInChainMinusOne: %d, NumParentStructBasesInChai","best string, score 56","bare,labeled",4,docs/lokiassetmanager-vtable-dump.md;git-log;memory/supervive-milestone3-trackb-status.md,,"0x12CB110, 0x12CB310, 0x12C68B0, 0x12CC100"
0x12D1B20,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12D1B20,+0x0,pdata-EXACT,99,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12D1B20, 0x12D1B90, 0x12D3F90"
0x12D1B90,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12D1B90,+0x0,pdata-EXACT,261,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12D1B20, 0x12D1B90, 0x12D3F90"
0x12D3F90,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12D3F90,+0x0,pdata-EXACT,341,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x12D1B20, 0x12D1B90, 0x12D3F90"
0x12EA210,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x12EA210,+0x0,pdata-EXACT,339,0,,,labeled,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,+0x562EA8B  hash the id (call +0x12EA210)
0x12F4230,.text,FPrimaryAssetId::ToString,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x12F4230,+0x0,pdata-EXACT,86,0,,,"bare,labeled",18,CLAUDE.md;docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-83-84-summary.md;docs/session-83-passes-tier-grid-solved.txt;git-log;memory/MEMORY.md,FindVM;ToString;GetPrimaryAssetId,CatalogManager (r14+0x60) + the cookie-resolver +0x12F4230 and checks the CatalogEntry's asset.
0x1344150,.text,ProcessEvent,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x1344150,+0x0,pdata-EXACT,48,0,,,anchored,1,docs/tutorial-playability-plan.md,,rbx=[rax+0x270] (vtable slot = ProcessEvent); call base+0x1344150; r8=&result; rdx=func; rcx=skill
0x1344E10,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x1344E10,+0x0,pdata-EXACT,1665,0,,,labeled,1,docs/lokiassetmanager-vtable-dump.md,,- **Slot 78** at +0x1344E10: `40 55 56 57 41 54 41 55 41 56 41 57 48 81 EC 70` — also
0x13453A5,.text,UWorld,,,,INTERIOR,NO-NAME-EVIDENCE,0x1344E10,+0x595,pdata-EXACT,1665,0,,,bare,2,docs/session-81-disconnect-characterized.txt,UObject;ProcessInternal,+0x137A64F +0x1225FD6 +0x1221597 +0x13453A5  (UWorld/UObject tick +
0x13454A0,.text,ProcessInternal,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x13454A0,+0x0,pdata-EXACT,241,0,,,"anchored,bare,labeled",24,docs/angelscript-core-gameplay.md;docs/angelscript-dropphase.md;docs/coverage-audit-s101.md;docs/next-session-prompt-s55.md;docs/next-session-prompt-s56.md;docs/next-session-prompt-s59.md,ExecuteConsoleCommand;GUObjectArray;FFrame,"primitive (`base+0x13454A0`, `UFunction.Func @ +0xE0`; see"
0x13455D0,.text,ProcessInternal,,,,INTERIOR,NO-NAME-EVIDENCE,0x13455A0,+0x30,pdata-EXACT,293,0,,,labeled,1,docs/tutorial-playability-plan.md,,(null read @rva 0x13455D0 = ProcessInternal) because it was called with an EMPTY param buffer. Game SURVIVED (VEH).
0x1345FB0,.text,FFrame::Step,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x1345FB0,+0x0,HIGH-heuristic,48,0,,,anchored,1,docs/session-79-moonshot-plan.md,,"(`base+0x1345FB0`/`0x1345FE0` = FFrame::Step helpers), then:"
0x1345FE0,.text,StepExplicitProperty,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x1345FE0,+0x0,MED-heuristic,96,0,,,"bare,labeled",4,docs/session-57-da-resolution.txt;docs/session-79-moonshot-plan.md;git-log;tools/sigbypass-mod/missions_nativecall_probe11.cpp,OutParms;CPF_OutParm;FFrame::Step,"OUT params. Disasm of StepExplicitProperty (@rva 0x1345FE0) shows: for a CPF_OutParm param (bt flags,0x8)"
0x13495DD,.text,GetAllActorsWithTag,,,,INTERIOR,NO-NAME-EVIDENCE,0x13495C0,+0x1D,HIGH-heuristic,80,0,,,labeled,1,memory/supervive-tutorial-launch-status.md,,event) → **FAULTED** (null-deref rva 0x13495DD reading GetAllActorsWithTag path markers that don't exist outside the real
0x137A64F,.text,UWorld,,,,INTERIOR,NO-NAME-EVIDENCE,0x137A630,+0x1F,pdata-EXACT,51,0,,,bare,2,docs/session-81-disconnect-characterized.txt,UObject;ProcessInternal,+0x137A64F +0x1225FD6 +0x1221597 +0x13453A5  (UWorld/UObject tick +
0x149D770,.text,RETs,,,,ENTRY-OK,NO-RECORDED-NAME,0x149D770,+0x0,HIGH-heuristic,16,0,,,"bare,labeled",20,docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-47-pickup.txt;git-log;memory/supervive-hero-roster-blocker.md;memory/supervive-passes-battlepass-status.md;tools/sigbypass-mod/catalog_probe.cpp,CatalogManager;TMap;GetHeroAssetFromPrimaryAssetId,+0x562EA51  call +0x149D770 (rcx=singleton) ; -> rsi = a CatalogManager SUB-OBJECT (a UObject that
0x1FB2800,.text,,,,LOW,INTERIOR,NO-RECORDED-NAME,0x1FB2720,+0xE0,pdata-EXACT,547,1,AssetDataGatherer: SetComplete(false) is called while bIsIdle=true.,no diagnostic string,labeled,1,docs/session-40-path-a3-partial.txt,,- Offset 0x38: 0x7FF68CA32800 (code addr mod-RVA 0x1FB2800 — a fn ptr)
0x1FD8DBE,.text,AssetRegistry,FAssetRegistry took %0.4f seconds to start up,,LOW,INTERIOR,AGREES,0x1FD8C80,+0x13E,pdata-EXACT,561,1,FAssetRegistry took %0.4f seconds to start up,"best string, score 56","bare,labeled",8,docs/lokiassetmanager-vtable-dump.md;docs/trackb-assetregistry-route.md;memory/supervive-hero-roster-blocker.md;memory/supervive-milestone3-trackb-status.md,FAssetRegistry,unique LEA @ +0x1FD8DBE (deep inside the timing-emit function).
0x1FF5113,.text,,Premade AssetRegistry loaded from '%s',,LOW,INTERIOR,NO-RECORDED-NAME,0x1FF5050,+0xC3,pdata-EXACT,244,2,Premade AssetRegistry path %s existed but failed to load. | Premade AssetRegistry loaded from '%s',"best string, score 56",bare,1,docs/lokiassetmanager-vtable-dump.md,,"+0x79D5B20, unique LEA @ +0x1FF5113. Function accesses `[rdi+0x38]` (file"
0x2000000,.text,NetValidate,,,,INTERIOR,NO-NAME-EVIDENCE,0x1FFFEE0,+0x120,pdata-EXACT,417,0,,,"bare,labeled",3,tools/re/offline_disasm.py;tools/re/ufunc_params.py;tools/sigbypass-mod/probe_r14.cpp,NetServer;NetClient,for(uintptr_t off=0x02000000; off<0x40000000; off+=0x02000000){
0x2036544,.text,,FChunkCacheWorker,,MED,INTERIOR,NO-RECORDED-NAME,0x2036350,+0x1F4,pdata-EXACT,744,1,FChunkCacheWorker,"rare identifier string, score 84",bare,1,tools/sigbypass-mod/main.cpp,,// +0x2036544..+0x2036559 before calling). If downstream signature verification
0x2036559,.text,,FChunkCacheWorker,,MED,INTERIOR,NO-RECORDED-NAME,0x2036350,+0x209,pdata-EXACT,744,1,FChunkCacheWorker,"rare identifier string, score 84",bare,1,tools/sigbypass-mod/main.cpp,,// +0x2036544..+0x2036559 before calling). If downstream signature verification
