rva,section,recorded_name,proposed_name,proposed_class,confidence,verdict,name_check,fn_entry,fn_offset,fn_tier,fn_extent,n_strings,evidence,why,record_kind,n_sources,sources,recorded_alts,sample_context
0x34B6FC0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34B6FC0,+0x0,pdata-EXACT,57,0,,,"bare,labeled",2,docs/lokiassetmanager-vtable-dump.md,,"- 0x34CA500 (95), 0x34C35C0 (96), 0x34B6FC0 (97), 0x34AB430 (98)"
0x34B7CC0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34B7CC0,+0x0,pdata-EXACT,81,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34BB130 (123), 0x34BAFF0 (124), 0x34B7CC0 (125), 0x34AA5D0 (126), 0x34AA740 (127)"
0x34BAEF0,.text,UAssetManager::Get,Cannot use AssetManager if no AssetManagerClassName is defin,,LOW,ENTRY-OK,AGREES,0x34BAEF0,+0x0,pdata-EXACT,55,1,Cannot use AssetManager if no AssetManagerClassName is defined!,"best string, score 40","anchored,bare,labeled",5,docs/session-57-da-resolution.txt;git-log;memory/supervive-missions-page-status.md,AssetManager_vtable;UAssetManager;ScanPathsForPrimaryAssets,"**UAssetManager::Get() @ rva 0x34BAEF0** (returns the singleton in rax), then a VIRTUAL call"
0x34BAFF0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BAFF0,+0x0,pdata-EXACT,96,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34BB130 (123), 0x34BAFF0 (124), 0x34B7CC0 (125), 0x34AA5D0 (126), 0x34AA740 (127)"
0x34BB130,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BB130,+0x0,pdata-EXACT,178,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34BB130 (123), 0x34BAFF0 (124), 0x34B7CC0 (125), 0x34AA5D0 (126), 0x34AA740 (127)"
0x34BE5E0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BE5E0,+0x0,pdata-EXACT,325,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34BE5E0 (99), 0x34BE730 (100), 0x34BFB50 (101), 0x34BFBE0 (102), 0x34BFF20 (103),"
0x34BE730,.text,,,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x34BE730,+0x0,pdata-EXACT,277,1,AssetRegistry,no diagnostic string,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34BE5E0 (99), 0x34BE730 (100), 0x34BFB50 (101), 0x34BFBE0 (102), 0x34BFF20 (103),"
0x34BEBB0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BEBB0,+0x0,pdata-EXACT,84,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x34BEBB0 (109), 0x34BF320 (110)"
0x34BEC10,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BEC10,+0x0,pdata-EXACT,200,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x34BFF80 (104), 0x34BEC10 (105), 0x34BF2B0 (106), 0x34BEF00 (107), 0x34BECE0 (108),"
0x34BECE0,.text,,,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x34BECE0,+0x0,pdata-EXACT,535,2,%s.%s_C | %s.%s,no diagnostic string,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x34BFF80 (104), 0x34BEC10 (105), 0x34BF2B0 (106), 0x34BEF00 (107), 0x34BECE0 (108),"
0x34BEF00,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BEF00,+0x0,pdata-EXACT,941,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x34BFF80 (104), 0x34BEC10 (105), 0x34BF2B0 (106), 0x34BEF00 (107), 0x34BECE0 (108),"
0x34BF2B0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BF2B0,+0x0,pdata-EXACT,109,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x34BFF80 (104), 0x34BEC10 (105), 0x34BF2B0 (106), 0x34BEF00 (107), 0x34BECE0 (108),"
0x34BF320,.text,GetPrimaryAssetIdList,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x34BF320,+0x0,pdata-EXACT,184,0,,,"bare,labeled",5,docs/lokiassetmanager-vtable-dump.md;docs/next-session-prompt-s45.md;docs/session-44-grid-datapath-SOLVED-crash-is-the-wall.txt;docs/session-46-pickup.txt;docs/session-47-pickup.txt,ScanPathsForPrimaryAssets;ChangeBundleStateForPrimaryAssets,"0x34BEBB0 (109), 0x34BF320 (110)"
0x34BFB50,.text,GetPrimaryAssetObject,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x34BFB50,+0x0,pdata-EXACT,45,0,,,"bare,labeled",3,docs/lokiassetmanager-vtable-dump.md;docs/next-session-prompt-s45.md;docs/session-44-grid-datapath-SOLVED-crash-is-the-wall.txt,GetPrimaryAssetPath,"- 0x34BE5E0 (99), 0x34BE730 (100), 0x34BFB50 (101), 0x34BFBE0 (102), 0x34BFF20 (103),"
0x34BFBE0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BFBE0,+0x0,pdata-EXACT,197,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34BE5E0 (99), 0x34BE730 (100), 0x34BFB50 (101), 0x34BFBE0 (102), 0x34BFF20 (103),"
0x34BFF20,.text,GetPrimaryAssetPath,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x34BFF20,+0x0,pdata-EXACT,87,0,,,"bare,labeled",3,docs/lokiassetmanager-vtable-dump.md;docs/next-session-prompt-s45.md;docs/session-44-grid-datapath-SOLVED-crash-is-the-wall.txt,GetPrimaryAssetObject,"- 0x34BE5E0 (99), 0x34BE730 (100), 0x34BFB50 (101), 0x34BFBE0 (102), 0x34BFF20 (103),"
0x34BFF80,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34BFF80,+0x0,pdata-EXACT,142,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"0x34BFF80 (104), 0x34BEC10 (105), 0x34BF2B0 (106), 0x34BEF00 (107), 0x34BECE0 (108),"
0x34C0420,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34C0420,+0x0,pdata-EXACT,202,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34C0420 (111), 0x34C04F0 (112), 0x34C50E0 (113), 0x34C4FD0 (114), 0x34C51A0 (115)"
0x34C04F0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34C04F0,+0x0,pdata-EXACT,256,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34C0420 (111), 0x34C04F0 (112), 0x34C50E0 (113), 0x34C4FD0 (114), 0x34C51A0 (115)"
0x34C35C0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34C35C0,+0x0,HIGH-heuristic,16,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34CA500 (95), 0x34C35C0 (96), 0x34B6FC0 (97), 0x34AB430 (98)"
0x34C4A90,.text,,"Failure loading %s, Required chunk %d does not exist!",,LOW,ENTRY-OK,NO-RECORDED-NAME,0x34C4A90,+0x0,pdata-EXACT,282,1,"Failure loading %s, Required chunk %d does not exist!","best string, score 56",bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34AF2A0 (119), 0x34AF140 (120), 0x34C8760 (121), 0x34C4A90 (122)"
0x34C4FD0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34C4FD0,+0x0,pdata-EXACT,267,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34C0420 (111), 0x34C04F0 (112), 0x34C50E0 (113), 0x34C4FD0 (114), 0x34C51A0 (115)"
0x34C50E0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34C50E0,+0x0,pdata-EXACT,191,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34C0420 (111), 0x34C04F0 (112), 0x34C50E0 (113), 0x34C4FD0 (114), 0x34C51A0 (115)"
0x34C51A0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34C51A0,+0x0,pdata-EXACT,248,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34C0420 (111), 0x34C04F0 (112), 0x34C50E0 (113), 0x34C4FD0 (114), 0x34C51A0 (115)"
0x34C8760,.text,,Requested preload of some Primary Assets failed: %s,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x34C8760,+0x0,pdata-EXACT,2031,2,Requested preload of some Primary Assets failed: %s | (Valid:,"best string, score 56",bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34AF2A0 (119), 0x34AF140 (120), 0x34C8760 (121), 0x34C4A90 (122)"
0x34CA500,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34CA500,+0x0,pdata-EXACT,33,0,,,"bare,labeled",2,docs/lokiassetmanager-vtable-dump.md,,"- 0x34CA500 (95), 0x34C35C0 (96), 0x34B6FC0 (97), 0x34AB430 (98)"
0x34CD7C0,.text,TMap,,,,ENTRY-OK,NO-RECORDED-NAME,0x34CD7C0,+0x0,pdata-EXACT,175,0,,,"bare,labeled",2,docs/lokiassetmanager-vtable-dump.md;git-log,,"+0x34CD7C0`) or a hash-lookup path (calls FName-hash, then accesses TMap"
0x34CE360,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34CE360,+0x0,pdata-EXACT,149,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34CF9F0 (slot 88), 0x34CF880 (89), 0x34CE490 (90), 0x34CE360 (91)"
0x34CE490,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34CE490,+0x0,pdata-EXACT,163,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34CF9F0 (slot 88), 0x34CF880 (89), 0x34CE490 (90), 0x34CE360 (91)"
0x34CF880,.text,ScanPathForPrimaryAssets,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x34CF880,+0x0,pdata-EXACT,367,0,,,"bare,labeled",5,docs/lokiassetmanager-vtable-dump.md;docs/next-session-prompt-s43.md;docs/session-42-step7-payload-design.txt;git-log;memory/supervive-hero-roster-blocker.md,UClass,"- 0x34CF9F0 (slot 88), 0x34CF880 (89), 0x34CE490 (90), 0x34CE360 (91)"
0x34CF9F0,.text,ScanPathsForPrimaryAssets,Ignoring PrimaryAssetType %s - Conflicts with %s - Asset: %s,,LOW,ENTRY-OK,AGREES,0x34CF9F0,+0x0,pdata-EXACT,1825,2,Ignoring PrimaryAssetType %s - Conflicts with %s - Asset: %s | Ignoring primary asset %s - PrimaryAssetType %s - invalid primary asse,"best string, score 56","bare,labeled",24,docs/lokiassetmanager-vtable-dump.md;docs/next-session-prompt-s43.md;docs/next-session-prompt-s45.md;docs/session-42-step7-payload-design.txt;docs/session-42-step8-FIX-WORKS.txt;docs/session-42-step9-grid-timing.txt,UAssetManager::ScanPathsForPrimaryAssets;GetPrimaryAssetIdList;AssetTypeMap,"- 0x34CF9F0 (slot 88), 0x34CF880 (89), 0x34CE490 (90), 0x34CE360 (91)"
0x34D0807,.text,ScanPrimaryAssetTypesFromConfig,,,LOW,INTERIOR,NO-NAME-EVIDENCE,0x34D0120,+0x6E7,HIGH-heuristic,1776,1,AssetRegistry,no diagnostic string,"anchored,bare,labeled",12,docs/hero-roster-attempts.md;docs/lokiassetmanager-vtable-dump.md;git-log;memory/supervive-milestone3-trackb-status.md,UAssetManager::ScanPrimaryAssetTypesFromConfig;ClassPrivate;RVAs,"0x34D0807 (located by xref to wide log string at RVA 0x7F70830 ""Found multiple \""%s\"""
0x34D32D0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34D32D0,+0x0,pdata-EXACT,167,0,,,bare,2,docs/lokiassetmanager-vtable-dump.md;git-log,,**Slot 131 (+0x34D32D0)** turned out to be a **filter/wrapper**:
0x34D3380,.text,,Duplicate Rule overrides found for asset %s!,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x34D3380,+0x0,pdata-EXACT,252,1,Duplicate Rule overrides found for asset %s!,"best string, score 56",bare,2,docs/lokiassetmanager-vtable-dump.md;git-log,,"- Calls **vtable slot 132 (+0x34D3380)** with `(this, &16-byte-FName,"
0x34D3D20,.text,,,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x34D3D20,+0x0,pdata-EXACT,202,1,AssetRegistry,no diagnostic string,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34D3D20 (92), 0x34D4D80 (93)"
0x34D4D80,.text,,,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x34D4D80,+0x0,pdata-EXACT,913,1,AssetRegistry,no diagnostic string,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34D3D20 (92), 0x34D4D80 (93)"
0x34D6060,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34D6060,+0x0,pdata-EXACT,118,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34D60E0 (116), 0x34D6060 (117), 0x34D6320 (118)"
0x34D60E0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34D60E0,+0x0,pdata-EXACT,48,0,,,bare,2,docs/lokiassetmanager-vtable-dump.md;docs/session-42-step5-runtime-assetmgr-anchored.txt,,"- 0x34D60E0 (116), 0x34D6060 (117), 0x34D6320 (118)"
0x34D6320,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x34D6320,+0x0,pdata-EXACT,80,0,,,bare,1,docs/lokiassetmanager-vtable-dump.md,,"- 0x34D60E0 (116), 0x34D6060 (117), 0x34D6320 (118)"
0x34D67F0,.text,GetNameData,Invalid Primary Asset Type %s: %s,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x34D67F0,+0x0,pdata-EXACT,464,2,Invalid Primary Asset Id %s: %s | Invalid Primary Asset Type %s: %s,"best string, score 56","bare,labeled",5,git-log;tools/sigbypass-mod/registration_shim.cpp,FPrimaryAssetId,// GetNameData @ +0x34D67F0 identification chain (recon 2026-06-28 evening):
0x34D693D,.text,,Invalid Primary Asset Type %s: %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x34D67F0,+0x14D,pdata-EXACT,464,2,Invalid Primary Asset Id %s: %s | Invalid Primary Asset Type %s: %s,"best string, score 56",labeled,2,git-log;tools/sigbypass-mod/registration_shim.cpp,,// around 02:55:18 with frame at +0x34D693D (inside the helper's warning
0x34D6960,.text,,Invalid Primary Asset Type %s: %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x34D67F0,+0x170,pdata-EXACT,464,2,Invalid Primary Asset Id %s: %s | Invalid Primary Asset Type %s: %s,"best string, score 56",labeled,1,tools/sigbypass-mod/registration_shim.cpp,,"//     the FIRST log struct at +0x34D6960 references ""Invalid Primary Asset Id"""
0x34D6982,.text,,Invalid Primary Asset Type %s: %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x34D67F0,+0x192,pdata-EXACT,464,2,Invalid Primary Asset Id %s: %s | Invalid Primary Asset Type %s: %s,"best string, score 56",bare,1,tools/sigbypass-mod/registration_shim.cpp,,//   xrefstr ??? unique LEA @ +0x34D6982 (loads SECOND log struct in same function;
0x35E3C20,.text,MaxFlySpeed,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x35E3C20,+0x0,pdata-EXACT,208,0,,,anchored,2,git-log;memory/supervive-dedicated-server-status.md,CMC::GetMaxSpeed;GetMaxSpeed,bail (tail-calls base+0x35E3C20 = stock CMC::GetMaxSpeed → MaxFlySpeed=600).
0x3623520,.text,IsPSOPrecaching,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x3623520,+0x0,pdata-EXACT,169,0,,,"anchored,labeled",2,docs/session-95-visible-hero-brainstorm.md,,"- `0x3E67096`: `mov rcx,rdi; call 0x3623520` (IsPSOPrecaching) `; test al,al; je skip; call 0x3C94530; cmp al,1; jne skip; cmp byte [base+0x9FB7A60],6; jb skip` — and `skip` at `0x3E670FB` is `33 c0` "
0x3676EAB,.text,CreateSceneProxy,Skipping CreateSceneProxy for USkinnedMeshComponent %s (USki,,LOW,INTERIOR,AGREES,0x3676E80,+0x2B,pdata-EXACT,209,1,Skipping CreateSceneProxy for USkinnedMeshComponent %s (USkinnedMeshCo,"best string, score 56",anchored,1,docs/session-95-visible-hero-brainstorm.md,,"Six angles produced one genuinely new, independently-verifiable finding and one genuinely new methodological finding, and almost everything else is either a re-tread or rests on a control that turned "
0x36DEE20,.text,InitPlayerState,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x36DEE20,+0x0,pdata-EXACT,54,0,,,bare,4,docs/next-session-prompt-s64.md;docs/session-63-playerstate-fix.txt;memory/supervive-tutorial-launch-status.md,,overrideCount 18; **InitPlayerState candidate slots 260 (stockRva 0x36E1D40) + 273 (stockRva 0x36DEE20)**.
0x36E1D40,.text,InitPlayerState,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x36E1D40,+0x0,pdata-EXACT,262,0,,,bare,4,docs/next-session-prompt-s64.md;docs/session-63-playerstate-fix.txt;memory/supervive-tutorial-launch-status.md,PlayerStateClass,overrideCount 18; **InitPlayerState candidate slots 260 (stockRva 0x36E1D40) + 273 (stockRva 0x36DEE20)**.
0x36E9F84,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x36E9F6A,+0x1A,pdata-EXACT,146,0,,,bare,1,docs/session-81-disconnect-characterized.txt,,innermost waiter = +0x38463CB (and +0x36E9F84)
0x3702740,.text,ClientRestart,AController::Possess,AController,EXACT,ENTRY-OK,DISAGREES,,,,,0,Possess,UE reflection exec_thunk; name verified via FFunctionParams,labeled,1,docs/session-72-hybrid-shim-foundation.txt,,"* Resolved on it: Possess (thunk RVA 0x3702740), ClientRestart (thunk RVA base+0x3C5F990, childProps valid),"
0x37E5C80,.text,LokiStandbyGameMode,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x37E5C80,+0x0,pdata-EXACT,28,0,,,"anchored,labeled",4,docs/session-61-tutorial-match-setup.txt;memory/supervive-tutorial-launch-status.md,LokiLoginGameMode,stock + MENU modes (LokiLoginGameMode/LokiStandbyGameMode)     = 0x7FF6B8CD5C80 (rva 0x37E5C80)
0x38463CB,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x3846380,+0x4B,pdata-EXACT,149,0,,,"anchored,bare",3,docs/session-81-disconnect-characterized.txt;memory/supervive-dedicated-server-status.md,,innermost waiter = +0x38463CB (and +0x36E9F84)
0x395D790,.text,ExecuteConsoleCommand,UKismetSystemLibrary::ExecuteConsoleCommand,UKismetSystemLibrary,EXACT,ENTRY-OK,AGREES,,,,,0,ExecuteConsoleCommand,UE reflection exec_thunk; name verified via FFunctionParams,labeled,8,docs/next-session-prompt-s63.md;docs/next-session-prompt-s64.md;docs/next-session-prompt-s65.md;docs/next-session-prompt-s66.md;docs/next-session-prompt-s67.md;docs/session-61-tutorial-match-setup.txt,ProcessInternal;GUObjectArray,- ProcessInternal hook rva `0x13454A0`; ExecuteConsoleCommand exec thunk rva `0x395D790`.
0x3965B20,.text,GetPrimaryAssetIdList,?::GetPrimaryAssetIdList,,EXACT,ENTRY-OK,AGREES,,,,,0,GetPrimaryAssetIdList,UE reflection exec_thunk; name verified via FFunctionParams,labeled,1,docs/session-57-da-resolution.txt,,"DISASM of GetPrimaryAssetIdList (rva 0x3965B20) shows the body: it IGNORES the passed Context, calls"
0x3965BF6,.text,GetIdList,::GetPrimaryAssetIdList,,EXACT,INTERIOR,NO-RECORDED-NAME,0x3965B20,+0xD6,pdata-EXACT,251,0,,containing fn is a verified UE Z_Construct stub,bare,3,docs/session-46-pickup.txt,,"caller-2's CALLER — caller-2 @ +0x3965BF6 just FETCHES the id list + cleans up + returns, so its"
0x3965BFC,.text,GetIdList,::GetPrimaryAssetIdList,,EXACT,INTERIOR,NO-RECORDED-NAME,0x3965B20,+0xDC,pdata-EXACT,251,0,,containing fn is a verified UE Z_Construct stub,"bare,labeled",6,docs/session-45-crash-capture-tooling-and-gate.txt;docs/session-46-pickup.txt;docs/trace-caller-marker.txt;git-log;memory/supervive-hero-roster-blocker.md,ChangeBundleState;GetPrimaryAssetObject;GetPrimaryAssetIdList,caller RVA +0x562EBFE   and   caller RVA +0x3965BFC
0x39E1460,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x39E1460,+0x0,pdata-EXACT,495,0,,,anchored,2,docs/session-79-moonshot-plan.md;git-log,,"**exactly ONE hit -- slot 110 (base+0x39E1460): `call [arg2_vtable + 0x28]` => target slot 5, reads `+0x38`, does NOT"
0x39E90E0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x39E90E0,+0x0,pdata-EXACT,97,0,,,anchored,2,docs/session-79-moonshot-plan.md;git-log,,"- **Slot 95 (base+0x39E90E0) REFUTED by disasm:** takes THREE args (`rcx`,`rdx`,`r8d`), writes `[rsi+0x80]=rdi`, and its"
0x3BCC310,.text,AddMovementInput,APawn::AddMovementInput,APawn,EXACT,ENTRY-OK,AGREES,,,,,0,AddMovementInput,UE reflection exec_thunk; name verified via FFunctionParams,"bare,labeled",2,docs/session-81-disconnect-characterized.txt;memory/supervive-dedicated-server-status.md,,"* **+0x3BCC310 (AddMovementInput, per the marker) present in 41% of freeze samples**"
0x3C33230,.text,InPlayer,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x3C33230,+0x0,pdata-EXACT,117,0,,,anchored,4,docs/session-79-moonshot-plan.md;git-log,,"- **Slot 183 (base+0x3C33230)** -- `lea rbx,[rcx+0x458]` then `cmp [rbx],0`: only READS Player, takes no `rdx`/InPlayer,"
0x3C421D0,.text,PlayerController,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x3C421D0,+0x0,pdata-EXACT,137,0,,,anchored,4,docs/session-79-moonshot-plan.md;git-log,,- **Slot 153 (base+0x3C421D0)** -- the ONLY slot in 280 that WRITES `qword ptr [reg+0x458]`. **REFUTED by reading it:**
0x3C5F990,.text,BP_Dev,APlayerController::ClientRestart,APlayerController,EXACT,ENTRY-OK,DISAGREES,,,,,0,ClientRestart,UE reflection exec_thunk; name verified via FFunctionParams,"anchored,bare",8,docs/session-72-hybrid-shim-foundation.txt;docs/session-79-moonshot-plan.md;git-log;memory/supervive-dedicated-server-status.md;tools/sigbypass-mod/ds_hybrid.cpp,ClientRestart;UFUNCTIONs;ParmsSize,"* Resolved on it: Possess (thunk RVA 0x3702740), ClientRestart (thunk RVA base+0x3C5F990, childProps valid),"
0x3C5FA20,.text,ClientRetryClientRestart,APlayerController::ClientRetryClientRestart,APlayerController,EXACT,ENTRY-OK,AGREES,,,,,0,ClientRetryClientRestart,UE reflection exec_thunk; name verified via FFunctionParams,bare,3,docs/session-79-moonshot-plan.md;git-log;memory/supervive-dedicated-server-status.md,ClientRestart,`ClientRetryClientRestart` (native+0x3C5FA20). **Their absence from reflection does NOT mean they don't exist** (the
0x3C7F830,.text,IsPSOPrecaching,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x3C7F830,+0x0,pdata-EXACT,30,0,,,labeled,1,docs/session-95-visible-hero-brainstorm.md,,"**Honest caveat, and it is the reason confidence is medium not high.** This gate is a *delay with a built-in cure*: the same `IsPSOPrecaching` at `base+0x3623520` does `lea rcx,[rbx+0x2B0]; call 0x3C7"
0x3C94530,.text,CreateScenePr,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x3C94530,+0x0,MED-heuristic,32,0,,,"bare,labeled",3,docs/session-95-visible-hero-brainstorm.md,GetPSOPrecacheProxyCreationStrategy;IsPSOPrecaching,"Six angles produced one genuinely new, independently-verifiable finding and one genuinely new methodological finding, and almost everything else is either a re-tread or rests on a control that turned "
0x3E67096,.text,CreateSceneProxy,<scene-related>,,LOW,INTERIOR,AGREES,0x3E66F00,+0x196,pdata-EXACT,531,4,Skipping CreateSceneProxy for StaticMeshComponent %s (RenderData is nu | Skipping CreateSceneProxy for StaticMeshComponent %s (StaticMesh is nu | Skipping CreateSceneProxy for StaticMeshComponent %s (RenderData is no | Skipping CreateSceneProxy for StaticMeshComponent %s (Static mesh comp,4 refs share token 'scene',"anchored,bare",2,docs/session-95-visible-hero-brainstorm.md,IsPSOPrecaching,"Six angles produced one genuinely new, independently-verifiable finding and one genuinely new methodological finding, and almost everything else is either a re-tread or rests on a control that turned "
0x3E670FB,.text,IsPSOPrecaching,<scene-related>,,LOW,INTERIOR,DISAGREES,0x3E66F00,+0x1FB,pdata-EXACT,531,4,Skipping CreateSceneProxy for StaticMeshComponent %s (RenderData is nu | Skipping CreateSceneProxy for StaticMeshComponent %s (StaticMesh is nu | Skipping CreateSceneProxy for StaticMeshComponent %s (RenderData is no | Skipping CreateSceneProxy for StaticMeshComponent %s (Static mesh comp,4 refs share token 'scene',labeled,1,docs/session-95-visible-hero-brainstorm.md,,"- `0x3E67096`: `mov rcx,rdi; call 0x3623520` (IsPSOPrecaching) `; test al,al; je skip; call 0x3C94530; cmp al,1; jne skip; cmp byte [base+0x9FB7A60],6; jb skip` — and `skip` at `0x3E670FB` is `33 c0` "
0x3EC57D0,.text,UEngine::Browse,UEngine::Browse,UEngine,HIGH,ENTRY-OK,AGREES,0x3EC57D0,+0x0,pdata-EXACT,3384,25,UEngine::Browse | Attempting to call UEngine::Browse and destroy the net driver while th | InvalidLink | PendingNetGameInitFailure | ServerOpen | InvalidUrl,2/2 qualified-name refs,"bare,labeled",24,docs/dedicated-server-stub.md;docs/next-session-prompt-s45.md;docs/session-43-scan-on-browse.txt;docs/session-44-grid-datapath-SOLVED-crash-is-the-wall.txt;docs/session-45-crash-capture-tooling-and-gate.txt;docs/session-46-pickup.txt,ArgumentList;IsPreviewable;WBP_HeroPicker_C,function entry at **mod-RVA `0x3EC57D0`**.
0x3EC586C,.text,UEngine::Browse,UEngine::Browse,UEngine,HIGH,INTERIOR,AGREES,0x3EC57D0,+0x9C,pdata-EXACT,3384,25,UEngine::Browse | Attempting to call UEngine::Browse and destroy the net driver while th | InvalidLink | PendingNetGameInitFailure | ServerOpen | InvalidUrl,2/2 qualified-name refs,"bare,labeled",4,docs/dedicated-server-stub.md;git-log;memory/supervive-hero-roster-blocker.md;tools/sigbypass-mod/browse_hook.cpp,UEngine;FWorldContext;FString,mod-RVA `0x3EC586C`. Scanning backward from the LEA finds the
0x3EC6312,.text,NetConnection,UEngine::Browse,UEngine,HIGH,INTERIOR,AGREES,0x3EC57D0,+0xB42,pdata-EXACT,3384,25,UEngine::Browse | Attempting to call UEngine::Browse and destroy the net driver while th | InvalidLink | PendingNetGameInitFailure | ServerOpen | InvalidUrl,2/2 qualified-name refs,labeled,6,docs/dedicated-server-stub.md;git-log;memory/supervive-hero-roster-blocker.md,FMallocBinned2;FMemory::Free;GMalloc,the truth: the crash is at mod-RVA `0x3EC6312` (= +0xB42 inside
0x4000000,.text,FUNC_Native,,,,INTERIOR,NO-NAME-EVIDENCE,0x3FFBC80,+0x4380,MED-heuristic,17936,0,,,bare,3,tools/re/cheat_enum.py;tools/re/class_funcs.py;tools/re/ufunc_survey.py,FUNC_Event;FUNC_BlueprintCallable;BPEvent,"(0x00000400, ""Native""), (0x00002000, ""Static""), (0x04000000, ""BPCallable""),"
0x44157D0,.text,GetSkillState,UAbilitySystemComponent::GetUserAbilityActivationInhibited  [ICF-folded with: GetSkillState],UAbilitySystemComponent,EXACT-AMBIG,ENTRY-OK,AGREES,,,,,0,GetUserAbilityActivationInhibited | GetSkillState,UE reflection exec_thunk; name verified via FFunctionParams,bare,1,docs/tutorial-playability-plan.md,BPPure;BPCallable,"GetSkillState       native+0x44157D0  Parms1 (ret)       Native,BPCallable,BPPure  <- observable state"
