t_s,kind,tag,idx,item_obj,item_flags,item_cluster,item_serial,obj_vt,obj_flags,obj_idx,obj_class,obj_name,gcalive,note
69.217,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
69.471,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
69.725,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
69.978,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
70.230,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
70.484,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
70.737,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
70.991,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
71.244,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
71.497,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
71.749,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
72.002,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
72.255,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
72.505,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
72.757,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
73.010,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
73.261,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
73.514,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
73.766,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
74.018,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
74.270,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
74.522,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
74.775,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
75.029,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
75.281,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
75.535,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
75.787,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
76.040,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
76.293,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
76.547,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
76.799,sweep,,,,,,,,,,,,,live=177168 free=13680 reachbit=0 bit30=22.2
