t_s,kind,tag,idx,item_obj,item_flags,item_cluster,item_serial,obj_vt,obj_flags,obj_idx,obj_class,obj_name,gcalive,note
33.933,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
34.186,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
34.439,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
34.691,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
34.944,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
35.197,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
35.450,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
35.702,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
35.955,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
36.207,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
36.460,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
36.713,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
36.966,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
37.219,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
37.472,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
37.725,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
37.977,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
38.231,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
38.483,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
38.735,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
38.987,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
39.239,target,AnimSequence/A_KaijuHealer_Ability_ChannelHeal_Outro#48681,48681,0x213FCD72A00,00000002,0,0,0x7FF689560680,0028000B,48681,0x213731E8D00,1065297,1,
39.239,target,AnimSequence/A_KaijuHealer_Ability_ChannelHeal_Intro#48682,48682,0x213FCD72600,00000002,0,0,0x7FF689560680,0028000B,48682,0x213731E8D00,5582869,1,
39.239,target,AnimSequence/A_KaijuHealer_Ability_ChannelHeal_Loop#48683,48683,0x213FCD72400,00000002,0,0,0x7FF689560680,0028000B,48683,0x213731E8D00,3590584,1,
39.239,target,AnimSequence/A_GenericBiped_JumpIntro#48687,48687,0x213FCD71E00,00000002,0,0,0x7FF689560680,0028000B,48687,0x213731E8D00,2527675,1,
39.239,target,AnimSequence/A_Glider_Skylands_PutAway#53669,53669,0x21410275800,00000002,0,0,0x7FF689560680,0028000B,53669,0x213731E8D00,1871149,1,
39.239,target,AnimSequence/A_Glider_Skylands_Loop#53670,53670,0x21410275600,00000002,0,0,0x7FF689560680,0028000B,53670,0x213731E8D00,3508998,1,
39.239,target,AnimSequence/A_Glider_Skylands_Deploy#53671,53671,0x21410275400,00000002,0,0,0x7FF689560680,0028000B,53671,0x213731E8D00,2815092,1,
39.239,target,AnimSequence/A_Shared_Resurrect_Loop#53779,53779,0x21410274C00,00000002,0,0,0x7FF689560680,0028000B,53779,0x213731E8D00,5694902,1,
39.239,target,AnimSequence/A_Shared_Resurrect_Intro#53780,53780,0x21410274A00,00000002,0,0,0x7FF689560680,0028000B,53780,0x213731E8D00,508430,1,
39.239,target,AnimSequence/A_Shared_Idle#53781,53781,0x21410274800,00000002,0,0,0x7FF689560680,0028000B,53781,0x213731E8D00,2753987,1,
39.239,target,AnimSequence/A_Shared_Movement_Run_N#53782,53782,0x21410274600,00000002,0,0,0x7FF689560680,0028000B,53782,0x213731E8D00,4754021,1,
39.239,target,AnimSequence/A_Base_Idle_Breathe#53788,53788,0x21410274400,00000002,0,0,0x7FF689560680,0028000B,53788,0x213731E8D00,764937,1,
39.239,sweep,,,,,,,,,,,,,live=177216 free=12504 bits30=22.2
39.491,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
39.744,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
39.997,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
40.249,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
40.502,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
40.755,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
41.007,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
41.260,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
41.512,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
41.765,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
42.017,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
42.269,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
42.522,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
42.774,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
43.026,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
43.279,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
43.531,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
43.783,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
44.036,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
44.289,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
44.542,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
44.795,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
45.047,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
45.300,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
45.553,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
45.805,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
46.057,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
46.310,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
46.562,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
46.815,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
47.066,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
47.319,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
47.571,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
47.825,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
48.077,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
48.331,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
48.584,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
48.836,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
49.089,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
49.341,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
49.593,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
49.845,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
50.097,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
50.349,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
50.601,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
50.854,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
51.106,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
51.359,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
51.611,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
51.864,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
52.115,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
52.367,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
52.621,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
52.873,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
53.127,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
53.379,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
53.631,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
53.884,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
54.136,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
54.388,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
54.641,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
54.892,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
55.146,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
55.399,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
55.652,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
55.905,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
56.157,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
56.409,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
56.662,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
56.915,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
57.168,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
57.420,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
57.673,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
57.925,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
58.177,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
58.429,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
58.682,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
58.934,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
59.186,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
59.438,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
59.690,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
59.949,sweep,,,,,,,,,,,,,live=177208 free=12512 bits30=22.2
