t_s,kind,tag,idx,item_obj,item_flags,item_cluster,item_serial,obj_vt,obj_flags,obj_idx,obj_class,obj_name,gcalive,note
0.002,sweep,,,,,,,,,,,,,live=38496 free=6504 reachbit=None bit30=14.2
0.255,sweep,,,,,,,,,,,,,live=38504 free=6496 reachbit=None bit30=14.2
0.510,sweep,,,,,,,,,,,,,live=38504 free=6496 reachbit=None bit30=14.2
0.765,sweep,,,,,,,,,,,,,live=38504 free=6496 reachbit=None bit30=14.2
1.019,sweep,,,,,,,,,,,,,live=38504 free=6496 reachbit=None bit30=14.2
1.274,sweep,,,,,,,,,,,,,live=39296 free=5704 reachbit=None bit30=99.9
1.527,sweep,,,,,,,,,,,,,live=39376 free=5704 reachbit=None bit30=99.8
1.781,sweep,,,,,,,,,,,,,live=40592 free=5704 reachbit=None bit30=96.8
2.037,sweep,,,,,,,,,,,,,live=47840 free=5704 reachbit=None bit30=82.2
2.291,sweep,,,,,,,,,,,,,live=49624 free=5704 reachbit=None bit30=79.2
2.544,sweep,,,,,,,,,,,,,live=50464 free=5704 reachbit=None bit30=77.9
2.798,sweep,,,,,,,,,,,,,live=50464 free=5704 reachbit=None bit30=77.9
3.052,sweep,,,,,,,,,,,,,live=50464 free=5704 reachbit=None bit30=77.9
3.306,sweep,,,,,,,,,,,,,live=50464 free=5704 reachbit=None bit30=77.9
3.558,sweep,,,,,,,,,,,,,live=50464 free=5704 reachbit=None bit30=77.9
3.811,sweep,,,,,,,,,,,,,live=50464 free=5704 reachbit=None bit30=77.9
4.064,sweep,,,,,,,,,,,,,live=50464 free=5704 reachbit=None bit30=77.9
4.317,sweep,,,,,,,,,,,,,live=50464 free=5704 reachbit=None bit30=77.9
4.570,sweep,,,,,,,,,,,,,live=51352 free=5704 reachbit=None bit30=76.6
4.825,sweep,,,,,,,,,,,,,live=51376 free=5704 reachbit=None bit30=76.5
5.079,sweep,,,,,,,,,,,,,live=51384 free=5704 reachbit=None bit30=76.5
5.334,sweep,,,,,,,,,,,,,live=51392 free=5704 reachbit=None bit30=76.5
5.587,sweep,,,,,,,,,,,,,live=51392 free=5704 reachbit=None bit30=76.5
5.839,sweep,,,,,,,,,,,,,live=51392 free=5704 reachbit=None bit30=76.5
6.092,sweep,,,,,,,,,,,,,live=51392 free=5704 reachbit=None bit30=76.5
6.345,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
6.597,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
6.849,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
7.102,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
7.355,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
7.607,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
7.859,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
8.111,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
8.362,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
8.615,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
8.868,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
9.119,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
9.372,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
9.626,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
9.878,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
10.130,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
10.382,sweep,,,,,,,,,,,,,live=52376 free=5704 reachbit=None bit30=75.1
10.650,sweep,,,,,,,,,,,,,live=52384 free=5704 reachbit=None bit30=75.1
10.905,sweep,,,,,,,,,,,,,live=52384 free=5704 reachbit=None bit30=75.1
11.158,sweep,,,,,,,,,,,,,live=63080 free=5704 reachbit=None bit30=62.3
11.410,sweep,,,,,,,,,,,,,live=82784 free=5704 reachbit=1 bit30=47.5
11.666,sweep,,,,,,,,,,,,,live=85160 free=5704 reachbit=1 bit30=46.2
11.919,sweep,,,,,,,,,,,,,live=102704 free=5704 reachbit=1 bit30=38.3
12.175,sweep,,,,,,,,,,,,,live=123192 free=5704 reachbit=1 bit30=31.9
12.428,sweep,,,,,,,,,,,,,live=154888 free=5704 reachbit=1 bit30=25.4
12.680,sweep,,,,,,,,,,,,,live=179504 free=5704 reachbit=1 bit30=21.9
12.932,sweep,,,,,,,,,,,,,live=182408 free=5704 reachbit=1 bit30=21.6
13.186,sweep,,,,,,,,,,,,,live=183376 free=5704 reachbit=1 bit30=21.4
13.438,sweep,,,,,,,,,,,,,live=183384 free=5704 reachbit=1 bit30=21.4
13.691,sweep,,,,,,,,,,,,,live=183440 free=5704 reachbit=1 bit30=21.4
13.944,sweep,,,,,,,,,,,,,live=183456 free=5704 reachbit=1 bit30=21.4
14.197,sweep,,,,,,,,,,,,,live=183496 free=5704 reachbit=1 bit30=21.4
14.449,sweep,,,,,,,,,,,,,live=183512 free=5704 reachbit=1 bit30=21.4
14.702,sweep,,,,,,,,,,,,,live=183528 free=5704 reachbit=1 bit30=21.4
14.954,sweep,,,,,,,,,,,,,live=184448 free=5704 reachbit=1 bit30=21.3
