class	func	verdict	impl_rva	thunk_rva	fold_behaviour	impl_bytes16	impl_src_image	thunk_page_lit	uht_flags	is_Net	rec_rva
?	Activate	FORWARDER	0x3234454	0x326d280	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	1		0	0x9ac6558
?	AddAttachment	REAL	0x45017e0	0x44fa3d0		488b49304885c97407488b0148ff6008	merged4	1		0	0x9b09d28
?	AddColorParameterKey	REAL	0x2ec6d40	0x2f39620		48895c24104889742418555741544156	merged4	1		0	0x9a0efd8
?	AddForce	REAL	0x3317490	0x331dc90		48895c241048894c2408574883ec4048	merged4	1		0	0x9a49c58
?	AddKey	REAL	0x5d745a0	0x5d7a9a0		48895c242055574156488d6c24c14881	merged4	1		0	0x9c6c398
?	AddKey	REAL	0x5d74770	0x5d7ab10		448844241855574156488d6c24c14881	merged4	1		0	0x9c6cab8
?	AddKey	REAL	0x5d74930	0x5d7aca0		448844241855574156488d6c24c94881	merged4	1		0	0x9c6d1f8
?	AddKey	REAL	0x5d74af0	0x5d7ae70		4055574156488d6c24c94881ec900000	merged4	1		0	0x9c6e188
?	AddKey	IMPL-PAGE-DARK	0x5d7f910	0x5d87340	no image on disk has this .text page			1		0	0x9c6e8e8
?	AddKey	IMPL-PAGE-DARK	0x5d7fb00	0x5d87500	no image on disk has this .text page			1		0	0x9c6f758
?	AddKey	IMPL-PAGE-DARK	0x5d7fe20	0x5d876c0	no image on disk has this .text page			1		0	0x9c70038
?	AddKey	IMPL-PAGE-DARK	0x5d7ffe0	0x5d87840	no image on disk has this .text page			1		0	0x9c70728
?	AddKey	IMPL-PAGE-DARK	0x5d800a0	0x5d879a0	no image on disk has this .text page			1		0	0x9c70d88
?	AddScalarParameterKey	IMPL-PAGE-DARK	0x2ec8f10	0x2f39800	no image on disk has this .text page			1		0	0x9a0f020
?	AdjustVolume	REAL	0x3377dc0	0x33a66d0		488b89900300004885c974084533c9e9	merged4	1		0	0x9a61028
?	AngularDistance	REAL	0x468b5a0	0x46927f0		4883ec58f30f106204f30f1051040f28	merged4	0		0	0x9b1b078
?	AngularDistance	REAL	0x468b500	0x4692700		48895c2408574883ec60488bda488d54	merged4	0		0	0x9b1b4c8
?	AngularDistance	REAL	0x468b440	0x4692610		40534883ec40488bda0f29742430488d	merged4	0		0	0x9b1b7f8
?	AngularDistanceForNormals	REAL	0x468b720	0x46929d0		f30f1001f30f5902f30f105104f30f59	merged4	0		0	0x9b1b0c0
?	AsyncLoadGameFromSlot	REAL	0x37c5100	0x37fe580		48895c240848896c2410488974241857	merged4	1		0	0x9a8eb18
?	AsyncLoadGameFromSlot	REAL	0x469e240	0x469f9d0		48895c240848896c2410488974241857	merged4	1		0	0x9b1d488
?	AsyncSaveGameToSlot	REAL	0x37c57e0	0x37fec80		48895c240848896c2410488974241848	merged4	1		0	0x9a8eb60
?	AsyncSaveGameToSlot	REAL	0x469e2e0	0x469fb50		488bc448895808488968104889701848	merged4	1		0	0x9b1d4d0
?	BP_ShouldCreateSubsystem	REAL	0x46b6af0	0x46cd410		48895c2408574883ec30488b01488bf9	merged4	1		0	0x9b20ff8
?	BP_ShouldCreateSubsystem	REAL	0x46b6be0	0x46cd410		48895c2408574883ec30488b01488bf9	merged4	1		0	0x9b215a8
?	BeginSpawningActor	FORWARDER	0x305dc8c	0x4405d00	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa020030000415657488b01ff	merged4	1		0	0x9afa228
?	BeginSpawningActor	REAL	0x4468fd0	0x441eeb0		4c8bdc5641564881ece8000000488b05	merged4	1		0	0x9aff178
?	BindHardCodedDelegates	REAL	0x588c3b0	0x548f610		4056574883ec48488bb9f0020000488b	merged4	1		0	0x9c30548
?	BreakStruct	REAL	0x512ba30	0x512dbe0		48895c24084889742410574883ec300f	merged4	1		0	0x9b80368
?	C:\TheoryCraft\build-staging\Engine\Source\Runtime\Core\Private\HAL\IPlatformFileLogWrapper.cpp	REAL	0x2928fb0	0xfe2303		4883ec480f1011486349084c8bc2488b	merged4	1		0	0x9bb2cc0
?	CanAnyInteractionBeUsed	REAL	0x5714e70	0x5287b30		488b81e00000004885c0740f8b400cc1	merged4	1		0	0x9b9d998
?	CanAnyInteractionBeUsed	REAL	0x58ce000	0x5495170		40534883ec204533c0488bd9e81fd600	merged4	1		0	0x9c32918
?	CanBeUsed	REAL	0x5714e90	0x5287bd0		4883ec28488b89e00000004885c97410	merged4	1		0	0x9b9d9e0
?	CanBeUsed	REAL	0x5493600	0x5495210		48895c2408574883ec30488b01488bf9	merged4	1		0	0x9c32960
?	CapsuleTouched	REAL	0x2bc3d10	0x2bcc590		4d85c00f845b01000048895c24085748	merged4	1		0	0x99fb558
?	CaptureScene	REAL	0x3671400	0x332fe00		48895c2410574883ec70488bb9c00000	merged4	1		0	0x9a51970
?	CaptureScene	REAL	0x3671400	0x332fe00		48895c2410574883ec70488bb9c00000	merged4	1		0	0x9a51a48
?	Clear	IMPL-PAGE-DARK	0x640d2a0	0x6455dc0	no image on disk has this .text page			1		0	0x9c9b698
?	ClientCancelReservationResponse	FORWARDER	0x36bd4e8	0x49d37b0	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa060080000488908488b01ff	merged4	0		0	0x9b2d818
?	ClientId	REAL	0x4b9d360	0x4b8bce0		40534883ec204883c130488bdae8aa1f	merged4	0		0	0x9b48d98
?	ClientOnTookDamage	REAL	0x588f2a0	0x548f650		48895c2408574883ec20488b44245048	merged4	1		0	0x9c30590
?	ClientReservationResponse	FORWARDER	0x36bd4dc	0x49d38b0	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa058080000415457488b01ff	merged4	0		0	0x9b2d860
?	ClientSendReservationFull	FORWARDER	0x382625c	0x3702560	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa070080000488b06488b01ff	merged4	1		0	0x9b2d8a8
?	ClientSendReservationUpdates	FORWARDER	0x3316ab4	0x49d39e0	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa068080000415656488b01ff	merged4	0		0	0x9b2d8f0
?	ClientStopUsableInteraction	REAL	0x542b080	0x5287d00		48895c2408574883ec40488b01488bf9	merged4	1		0	0x9c11c78
?	Compose	REAL	0x38e9040	0x4693280		488bc448895820574881ec900000000f	merged4	0		0	0x9b1b510
?	Compose	REAL	0x468bca0	0x46930e0		48895c2408574883ec40488bc20f2974	merged4	0		0	0x9b1b840
?	ComputeEffectiveRange	REAL	0x5d74cc0	0x5d7b040		405356574883ec704c8b4148488bfa48	merged4	0		0	0x9c6cb00
?	ComputeEffectiveRange	REAL	0x5d74dd0	0x5d7b080		405356574883ec704c8b4140488bfa48	merged4	0		0	0x9c6e1d0
?	ComputeEffectiveRange	IMPL-PAGE-DARK	0x5d80480	0x5d87b70	no image on disk has this .text page			1		0	0x9c6f7a0
?	Connect	REAL	0x4b9d3e0	0x4b8bd90		48895c240848896c2410488974241848	merged4	0		0	0x9b42868
?	ConnectMRMesh	IMPL-PAGE-DARK	0x3265450	0x326ccd0	no image on disk has this .text page			1		0	0x9a3a5c8
?	ConstrainToDirection	REAL	0x468bd60	0x4693380		f3410f106004488bc1f3410f10100f28	merged4	0		0	0x9b1b108
?	ConstrainToPlane	REAL	0x10ad480	0x46935e0		4883ec38f3410f106804488bc1f3410f	merged4	0		0	0x9b1b150
?	CreateDynamicMaterialInstance	FORWARDER	0x2c0b5c4	0x377c3a0	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0b8070000405357488b01ff	merged4	1		0	0x9a8b6d8
?	DestroyObject	REAL	0x32b3470	0x46cd6f0		40534883ec20ba00000040488bd9e8bd	merged4	1		0	0x9b21f38
?	DestroyObject	REAL	0x32b3470	0x46cd6f0		40534883ec20ba00000040488bd9e8bd	merged4	1		0	0x9b22118
?	DisablePortal	REAL	0x51775b0	0x515c8d0		4883ec38488b81c80300004885c0741c	merged4	1		0	0x9b80ea8
?	Disconnect	REAL	0x4b9f810	0x4b8c680		488b49384883c130e9ad0a4c02415655	merged4	0		0	0x9b428b0
?	DisconnectMRMesh	IMPL-PAGE-DARK	0x3266710	0x326ce30	no image on disk has this .text page			1		0	0x9a3a610
?	Dist2D	REAL	0x468bdb0	0x46938b0		4883ec48f3410f1020f3410f105008f3	merged4	0		0	0x9b1b198
?	DistSquared2D	REAL	0x468bfc0	0x4693b50		4883ec48f3410f1020f3410f105008f3	merged4	0		0	0x9b1b1e0
?	Done	REAL	0x562a330	0x52a9640		40534883ec30488d5930488b49304885	merged4	1		0	0x9ba7698
?	Drop	REAL	0x4b9fbb0	0x4b8c970		40534883ec2083793801488bd9751048	merged4	0		0	0x9b48de0
?	Drop	REAL	0x4b9fc10	0x4b8c9b0		40534883ec2083793801488bd9751048	merged4	0		0	0x9b4a668
?	EditorSetGameplayCueData	EMPTY	0xf7ec20	0x535f7b0	ret 0 (c2 00 00)	c200004c8bdc498943d8483bca74f4c3	merged4	0		0	0x9bdcff8
?	EnablePortal	REAL	0x5177850	0x515c910		4883ec38488b81c80300004885c0741c	merged4	1		0	0x9b80ef0
?	EvaluateKeys	REAL	0x5d74ee0	0x5d7b0c0		40534883ec70488b41484d8bd04c8b41	merged4	0		0	0x9c6cb48
?	EvaluateKeys	REAL	0x5d74f50	0x5d7b240		40534883ec70488b41404d8bd04c8b41	merged4	0		0	0x9c6e218
?	EvaluateKeys	IMPL-PAGE-DARK	0x5d80680	0x5d87bb0	no image on disk has this .text page			1		0	0x9c6f7e8
?	EvaluateKeys	IMPL-PAGE-DARK	0x5d80820	0x5d87d10	no image on disk has this .text page			1		0	0x9c70080
?	Execute	REAL	0x4453800	0x445a440		405356574881ec40010000488b057669	merged4	1		0	0x9b05468
?	FadeIn	REAL	0x3383280	0x33a6a40		4883ec38488b89900300004885c97411	merged4	1		0	0x9a61070
?	FadeOut	REAL	0x33832b0	0x33a6b20		488b89900300004885c9740d488b0145	merged4	1		0	0x9a610b8
?	Finish	REAL	0x45017e0	0x4512980		488b49304885c97407488b0148ff6008	merged4	0		0	0x9b0b528
?	FinishSpawningActor	FORWARDER	0x305dc98	0x44063a0	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0280300004155574881e988	merged4	1		0	0x9afa270
?	FinishSpawningActor	REAL	0x4477690	0x441f440		405355564881ec00010000488b05e62a	merged4	0		0	0x9aff1c0
?	Focus	IMPL-PAGE-DARK	0x572a4b0	0x5287e50	no image on disk has this .text page			1		0	0x9b9da28
?	Focus	REAL	0x58d9860	0x5495790		e91b9dbbff41574c8d3c8d00000000c3	merged4	1		0	0x9c329a8
?	Get	IMPL-PAGE-DARK	0x55595b0	0x52ed5d0	no image on disk has this .text page			1		0	0x9bbc448
?	GetActiveInteractionRepressBehavior	REAL	0x572d2c0	0x5287ee0		40534883ec20488bd9e87236000085c0	merged4	1		0	0x9b9da70
?	GetActiveInteractionRepressBehavior	REAL	0x58db200	0x5495820		40534883ec20488bd9e8f21e000085c0	merged4	1		0	0x9c329f0
?	GetAllOverlappingComponents	REAL	0x55a9760	0x5287f80		4c8944241853574154415541564881ec	merged4	1		0	0x9b9ca48
?	GetAllOverlappingComponents	REAL	0x55a9760	0x5287f80		4c8944241853574154415541564881ec	merged4	1		0	0x9bf47c8
?	GetArriveTangent	IMPL-PAGE-DARK	0x5d756a0	0x5d7b3c0	no image on disk has this .text page			0		0	0x9c6d8b8
?	GetArriveTangent	FORWARDER	0x207a03c	0x5d87e90	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa000030000415657488b01ff	merged4	1		0	0x9c6ee88
?	GetArriveTangentWeight	IMPL-PAGE-DARK	0x5d756e0	0x5d7b420	no image on disk has this .text page			0		0	0x9c6d900
?	GetArriveTangentWeight	FORWARDER	0x2e70560	0x5d87ed0	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa03003000048895c24105757	merged4	1		0	0x9c6eed0
?	GetAvatar	REAL	0x583f8e0	0x54c4a90		4c8b413848634140488d0c404d8d0cc8	merged4	1		0	0x9c3d8e8
?	GetBoundActionValue	REAL	0x4be3830	0x4bfb170		48895c240848896c2410488974241857	merged4	0		0	0x9b55a08
?	GetClosestOverlappingComponentWithTags	REAL	0x55aa490	0x52880b0		4883ec68488b81b80000004c8bd24c8b	merged4	0		0	0x9b9ca90
?	GetClosestOverlappingComponentWithTags	REAL	0x55aa490	0x52880b0		4883ec68488b81b80000004c8bd24c8b	merged4	0		0	0x9bf4810
?	GetCurrentState	REAL	0x517a0b0	0x515cb20		4883ec38488b81c80300004885c0740c	merged4	1		0	0x9b80f38
?	GetDebugColor	IMPL-PAGE-DARK	0x3f8e2b0	0x3872fa0	no image on disk has this .text page			1		0	0x9ae7c08
?	GetDecalMaterial	REAL	0x3759b70	0x377c3d0		488b89900300004885c90f85c069ecff	merged4	1		0	0x9a8b720
?	GetDefault	IMPL-PAGE-DARK	0x5d75720	0x5d7b480	no image on disk has this .text page			0		0	0x9c6c3e0
?	GetDefault	IMPL-PAGE-DARK	0x5d757a0	0x5d7b520	no image on disk has this .text page			0		0	0x9c6cb90
?	GetDefault	IMPL-PAGE-DARK	0x5d75860	0x5d7b550	no image on disk has this .text page			0		0	0x9c6d240
?	GetDefault	IMPL-PAGE-DARK	0x5d75920	0x5d7b580	no image on disk has this .text page			0		0	0x9c6e260
?	GetDefault	IMPL-PAGE-DARK	0x5d80f70	0x5d87f10	no image on disk has this .text page			1		0	0x9c6f830
?	GetDefault	IMPL-PAGE-DARK	0x5d81060	0x5d87f40	no image on disk has this .text page			1		0	0x9c700c8
?	GetDefault	IMPL-PAGE-DARK	0x5d810d0	0x5d87f70	no image on disk has this .text page			1		0	0x9c70770
?	GetDefault	IMPL-PAGE-DARK	0x5d81170	0x5d87fa0	no image on disk has this .text page			1		0	0x9c70dd0
?	GetDefaultTriggerWeightThreshold	REAL	0x344c540	0x3466710		48895c2410574883ec20488b01488bf9	merged4	1		0	0x9a66c88
?	GetDefaultTriggerWeightThreshold	REAL	0x344c590	0x3466710		48895c2410574883ec20488b01488bf9	merged4	1		0	0x9a672f8
?	GetDynamicMaterial	REAL	0x30ee560	0x3129890		48895c2410574883ec20488b99100200	merged4	1		0	0x9a17e18
?	GetFailurePrompt	REAL	0x5286270	0x5288150		48895c2408488974241048897c241841	merged4	0		0	0x9b9dab8
?	GetFailurePrompt	REAL	0x5493650	0x5288560		48895c2408488974241048897c241841	merged4	0		0	0x9c32a38
?	GetFloatValue	REAL	0x371b3b0	0x3739f10		4883c1380f57d2e9b4d5ffff4183ee01	merged4	1		0	0x9a89e58
?	GetForwardVector	REAL	0x38eb540	0x4693ea0		40534883ec20488bc2488bd9488bd148	merged4	0		0	0x9b1b558
?	GetForwardVector	IMPL-PAGE-DARK	0x468c1d0	0x4693df0	no image on disk has this .text page			0		0	0x9b1b888
?	GetFromContextObject	REAL	0x5529d10	0x529da20		40534883ec20e865330d00488bd84885	merged4	1		0	0x9ba2958
?	GetFromContextObject	REAL	0x55fcf00	0x52bc0c0		40534883ec20e8b51206004885c0743c	merged4	1		0	0x9baaf88
?	GetFromContextObject	REAL	0x55fcfc0	0x531d1a0		40534883ec20e8f51106004885c0743c	merged4	1		0	0x9bcddd8
?	GetFromContextObject	REAL	0x55fd080	0x539cc90		4883ec28e8371106004885c075054883	merged4	1		0	0x9bef258
?	GetFromContextObject	REAL	0x5692450	0x53bb700		40534883ec20e825acf6ff488bd84885	merged4	0		0	0x9bf9f68
?	GetHardCodedSoundBankShortId	REAL	0x1992660	0x512e070		8b411cc348895c242057836f4401b101	merged4	0		0	0x9b803b0
?	GetHighestPriorityUsable	REAL	0x572f930	0x5288240		4c8bdc5556498dab38ffffff4881ecb8	merged4	0		0	0x9b9db00
?	GetHighestPriorityUsable	IMPL-PAGE-DARK	0x58dc0f0	0x54959a0	no image on disk has this .text page			1		0	0x9c32a80
?	GetInteractionIndexByInstigator	IMPL-PAGE-DARK	0x5730940	0x5288330	no image on disk has this .text page			0		0	0x9b9db48
?	GetInteractionIndexByInstigator	REAL	0x58dd100	0x5495a90		48895c24084889742420574883ec2048	merged4	1		0	0x9c32ac8
?	GetInteractionPrompt	IMPL-PAGE-DARK	0x57309f0	0x52883d0	no image on disk has this .text page			0		0	0x9b9db90
?	GetInteractionPrompt	REAL	0x58dd1b0	0x5495b30		48895c2408574883ec20498bc0488bda	merged4	1		0	0x9c32b10
?	GetInterpolationMode	IMPL-PAGE-DARK	0x5d75a70	0x5d7b5b0	no image on disk has this .text page			0		0	0x9c6d948
?	GetInterpolationMode	FORWARDER	0x207a00c	0x326cfc0	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0e0020000415653488b01ff	merged4	1		0	0x9c6ef18
?	GetKey	REAL	0x5842080	0x54bef70		40534883ec2080794000488d052f9a30	merged4	1		0	0x9c3b5b8
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6c428
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6cbd8
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6d288
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6e2a8
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6e930
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6f878
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c70110
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c707b8
?	GetKeys	FORWARDER	0x3234454	0x324c270	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c70e18
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c6c470
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c6cc20
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c6d2d0
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c6e2f0
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c6e978
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c6f8c0
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c70158
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c70800
?	GetKeysByIndex	FORWARDER	0x30d7a60	0x5d7b610	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c8020000415453488b01ff	merged4	0		0	0x9c70e60
?	GetLeaveTangent	IMPL-PAGE-DARK	0x5d76b30	0x5d7b710	no image on disk has this .text page			0		0	0x9c6d990
?	GetLeaveTangent	FORWARDER	0x3599b68	0x5d88020	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa010030000415457488b01ff	merged4	0		0	0x9c6ef60
?	GetLeaveTangentWeight	IMPL-PAGE-DARK	0x5d76b70	0x5d7b770	no image on disk has this .text page			0		0	0x9c6d9d8
?	GetLeaveTangentWeight	FORWARDER	0x305dc74	0x3872880	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa04003000033d2c3488b01ff	merged4	1		0	0x9c6efa8
?	GetMapPreviewNamesFunc	REAL	0x169faa0	0x63910f0		488d81e0000000c34883ec2833ff8bf2	merged4	1		0	0x9c9a528
?	GetMapPreviewNamesFunc	REAL	0x169faa0	0x63910f0		488d81e0000000c34883ec2833ff8bf2	merged4	1		0	0x9c9a648
?	GetMaterialIndex	IMPL-PAGE-DARK	0x5d8fb90	0x5d9d540	no image on disk has this .text page			0		0	0x9c72688
?	GetMaterialIndex	IMPL-PAGE-DARK	0x5d8fbd0	0x5d9d5f0	no image on disk has this .text page			0		0	0x9c728a8
?	GetMaterialInfo	IMPL-PAGE-DARK	0x5d8fc10	0x5d9d6a0	no image on disk has this .text page			0		0	0x9c726d0
?	GetMaterialInfo	IMPL-PAGE-DARK	0x5d8fc70	0x5d9d770	no image on disk has this .text page			0		0	0x9c728f0
?	GetNotifyName	REAL	0x344dc90	0x3466840		48895c240848896c2410488974241857	merged4	1		0	0x9a66cd0
?	GetNotifyName	REAL	0x344dd40	0x3466840		48895c240848896c2410488974241857	merged4	1		0	0x9a67340
?	GetNotifyProgress	REAL	0x44eb4c0	0x44ec620		4c8bc94c8bc249c1e8044c8bd2418bc0	merged4	1		0	0x9b08b58
?	GetNotifyProgress	REAL	0x55d9870	0x531d400		4c8bc94c8bc249c1e8044c8bd2418bc0	merged4	1		0	0x9bcd918
?	GetNumChannelsUsed	IMPL-PAGE-DARK	0x5d8fdd0	0x5d9d9e0	no image on disk has this .text page			0		0	0x9c76988
?	GetNumChannelsUsed	IMPL-PAGE-DARK	0x5d8fdd0	0x5d9d9e0	no image on disk has this .text page			0		0	0x9c76a98
?	GetNumKeys	IMPL-PAGE-DARK	0x5d76bb0	0x5d7b7d0	no image on disk has this .text page			0		0	0x9c6cc68
?	GetNumKeys	IMPL-PAGE-DARK	0x5d76bf0	0x5d7b830	no image on disk has this .text page			0		0	0x9c6e338
?	GetNumKeys	IMPL-PAGE-DARK	0x5d82df0	0x5d88060	no image on disk has this .text page			0		0	0x9c6f908
?	GetNumKeys	IMPL-PAGE-DARK	0x5d76bf0	0x5d7b830	no image on disk has this .text page			0		0	0x9c701a0
?	GetOverlappingComponent	REAL	0x55acef0	0x52884c0		488b81e8060000486389f00600004c8d	merged4	0		0	0x9b9cad8
?	GetOverlappingComponent	REAL	0x55acef0	0x52884c0		488b81e8060000486389f00600004c8d	merged4	0		0	0x9bf4858
?	GetPostInfinityExtrapolation	IMPL-PAGE-DARK	0x5d76c30	0x5d7b890	no image on disk has this .text page			0		0	0x9c6e380
?	GetPostInfinityExtrapolation	IMPL-PAGE-DARK	0x5d82e60	0x5d88090	no image on disk has this .text page			0		0	0x9c6f950
?	GetPreInfinityExtrapolation	IMPL-PAGE-DARK	0x5d76c70	0x5d7b8f0	no image on disk has this .text page			0		0	0x9c6e3c8
?	GetPreInfinityExtrapolation	IMPL-PAGE-DARK	0x5d82eb0	0x5d88110	no image on disk has this .text page			0		0	0x9c6f998
?	GetPrompt	REAL	0x5286310	0x5288560		48895c2408488974241048897c241841	merged4	0		0	0x9b9dbd8
?	GetPrompt	REAL	0x54936f0	0x5495c20		48895c2408488974241048897c241841	merged4	1		0	0x9c32b58
?	GetRightVector	REAL	0x38fc780	0x4694020		40534881ecb0000000488b05f8d93d06	merged4	0		0	0x9b1b5a0
?	GetRightVector	IMPL-PAGE-DARK	0x468c1f0	0x4693f50	no image on disk has this .text page			0		0	0x9b1b8d0
?	GetSequence	REAL	0x295aa60	0x2d6d020		488b8138010000c333d2c34883ec30c3	merged4	0		0	0x9a03248
?	GetSpawnedEffect	REAL	0x44eb5a0	0x44ec6c0		48895c240848896c2410488974241857	merged4	1		0	0x9b08a98
?	GetSpawnedEffect	REAL	0x11042f0	0x44ec7e0		488b8198000000c341554883ec208bd6	merged4	1		0	0x9b08be8
?	GetSpawnedEffect	REAL	0x44eb5a0	0x531d620		48895c240848896c2410488974241857	merged4	1		0	0x9bcd888
?	GetSpawnedEffect	REAL	0xfc4be0	0x531d6c0		488b4148c3488b5c2458488b5c245055	merged4	1		0	0x9bcd9d8
?	GetSpellToExecute	REAL	0x52863b0	0x5288650		48895c24084889742410574883ec3048	merged4	0		0	0x9b9d278
?	GetSpellToExecute	REAL	0x5493790	0x5495d10		48895c24084889742410574883ec3048	merged4	1		0	0x9c321c8
?	GetTangentMode	IMPL-PAGE-DARK	0x5d76cb0	0x5d7b950	no image on disk has this .text page			0		0	0x9c6da20
?	GetTangentMode	FORWARDER	0x207a024	0x354fa30	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0f0020000405357488b01ff	merged4	1		0	0x9c6eff0
?	GetTangentWeightMode	IMPL-PAGE-DARK	0x5d76cf0	0x5d7b9b0	no image on disk has this .text page			0		0	0x9c6da68
?	GetTangentWeightMode	FORWARDER	0x305dc8c	0x3811ad0	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa020030000415657488b01ff	merged4	1		0	0x9c6f038
?	GetTargetUVLayerNamesFunc	REAL	0x118a830	0x6391120		488d81f0000000c34883ec384883c438	merged4	1		0	0x9c9a708
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6c078
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6c6d8
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6ced8
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6dab0
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6e6c8
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6f080
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c6fc98
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c70408
?	GetTime	FORWARDER	0x3234454	0x5d7ba10	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	0		0	0x9c70a68
?	GetTimeRange	REAL	0x36db7e0	0x37003c0		4883ec48488b41304883c13048896c24	merged4	0		0	0x9a89d28
?	GetType	FORWARDER	0x3234454	0x380b640	mov rax,[rcx]; jmp qword [rax+disp]	488b01ffa0c00200004885c94883e910	merged4	1		0	0x9ae7c50
?	GetUIPromptType	REAL	0x5286430	0x5288730		48895c2410574883ec20488b01488bf9	merged4	0		0	0x9b9dc20
