module,as_name,ue_name,kind,as_super,ue_super,code_super,decl_order,in_usmap,usmap_schema_idx,prop_name,as_type,usmap_type,uproperty,flags,rep_condition,rep_notify
PlayerController.LokiPlayerController,ALokiPlayerController_AS,LokiPlayerController_AS,class,ALokiPlayerController,LokiPlayerController,/Script/Loki.LokiPlayerController,3,True,3,OnPracticeRespawnPressed,FOnPracticeRespawnPressedDelegate,MulticastDelegateProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,0,True,0,PlayerGroupingDistance,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,1,True,1,VaultVisionDistance,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,2,True,2,GlobalAudioActorClass,TSubclassOf<AUAVAudioPlayer@>,ObjectProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,3,True,3,MarkedTeamGameplayEffectClass,TSubclassOf<UGameplayEffect@>,ObjectProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,4,True,4,MarkedIndividualGameplayEffectClass,TSubclassOf<UGameplayEffect@>,ObjectProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,5,True,5,UAVBlockedGameplayCueTag,FGameplayTag,Struct<GameplayTag>,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,6,False,,DataTag,FGameplayTag,Struct<GameplayTag>,False,,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,7,False,,UAVImmunityTag,FGameplayTag,Struct<GameplayTag>,False,,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,8,False,,UAVUpgradedTag,FGameplayTag,Struct<GameplayTag>,False,,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,9,False,,ActiveUAVs,TArray<FActiveUAV>,Array<Struct<ActiveUAV>>,False,,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,10,False,,AllVaultItemSpawners,TArray<AVaultItemSpawner@>,Array<ObjectProperty>,False,,,False
UAV.LokiGameStateUAVComponent,ULokiGameStateUAVComponent,LokiGameStateUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,11,True,6,NextUAVID,int,IntProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance|Transient,,False
UAV.LokiPlayerControllerUAVComponent,ULokiPlayerControllerUAVComponent,LokiPlayerControllerUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,0,True,0,UAVMapActorClass,TSubclassOf<AUAVMapActor@>,ObjectProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiPlayerControllerUAVComponent,ULokiPlayerControllerUAVComponent,LokiPlayerControllerUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,1,True,1,UAVVaultContentActorClass,TSubclassOf<AUAVVaultContentActor@>,ObjectProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiPlayerControllerUAVComponent,ULokiPlayerControllerUAVComponent,LokiPlayerControllerUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,2,True,2,UAVActivatedEventNotifyCooldown,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.LokiPlayerControllerUAVComponent,ULokiPlayerControllerUAVComponent,LokiPlayerControllerUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,3,False,,LastEventNotifyTime,float64,DoubleProperty,False,,,False
UAV.LokiPlayerControllerUAVComponent,ULokiPlayerControllerUAVComponent,LokiPlayerControllerUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,4,False,,LastRadarID,int,IntProperty,False,,,False
UAV.LokiPlayerControllerUAVComponent,ULokiPlayerControllerUAVComponent,LokiPlayerControllerUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,5,False,,LocalRadarPlayers,TArray<FLokiFuzzyPlayerLocationItem>,Array<Struct<LokiFuzzyPlayerLocationItem>>,False,,,False
UAV.LokiPlayerControllerUAVComponent,ULokiPlayerControllerUAVComponent,LokiPlayerControllerUAVComponent,class,UActorComponent,ActorComponent,/Script/Engine.ActorComponent,6,False,,LastRadarPlayer,ALokiPlayerState@,ObjectProperty,False,,,False
UAV.UAVAudioPlayer,AUAVAudioPlayer,UAVAudioPlayer,class,AActor,Actor,/Script/Engine.Actor,0,True,0,ActiveUAVCopy,FActiveUAV,Struct<ActiveUAV>,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance|Replicated,0,True
UAV.UAVMapActor,AUAVMapActor,UAVMapActor,class,AActor,Actor,/Script/Engine.Actor,0,True,0,MyItemID,int,IntProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance|Transient,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,0,True,0,Duration,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,1,True,1,InitialDelay,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,2,True,2,Period,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,3,True,3,BlinkDuration,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,4,True,4,bShowIndividuals,bool,BoolProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,5,True,5,bShowTeam,bool,BoolProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,6,True,6,InaccuracyDistance,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,7,True,7,bRevealVaults,bool,BoolProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,8,True,8,Radius,float64,DoubleProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,9,True,9,bShowCharacters,bool,BoolProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FLokiUAVConfig,LokiUAVConfig,struct,,,,10,True,10,bLocalRadar,bool,BoolProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,0,True,0,bValid,bool,BoolProperty,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,1,True,1,ID,int,IntProperty,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,2,True,2,Config,FLokiUAVConfig,Struct<LokiUAVConfig>,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,3,True,3,StartTime,float64,DoubleProperty,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,4,True,4,TeamIndex,int,IntProperty,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,5,True,5,AudioActor,AUAVAudioPlayer@,ObjectProperty,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,6,True,6,SourceLocation,FVector,Struct<Vector>,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,7,True,7,PulseCount,int,IntProperty,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FActiveUAV,ActiveUAV,struct,,,,8,True,8,PlayersDetected,int,IntProperty,True,EditableOnDefaults|EditableOnInstance,,False
UAV.UAVStructs,FUAVCharacterGrouping,UAVCharacterGrouping,struct,,,,0,True,0,Characters,TArray<ALokiCharacter@>,Array<ObjectProperty>,True,,,False
UAV.UAVVaultContentActor,AUAVVaultContentActor,UAVVaultContentActor,class,AActor,Actor,/Script/Engine.Actor,0,True,0,VaultDataItem,FLokiTeamVaultDataItem,Struct<LokiTeamVaultDataItem>,True,BlueprintReadable|EditableOnDefaults|EditableOnInstance,,False
UI.LokiWidgetHighlighterHitTestBlocker,ULokiWidgetHighlighterHitTestBlocker_AS,LokiWidgetHighlighterHitTestBlocker_AS,class,UUserWidget,UserWidget,/Script/UMG.UserWidget,0,True,0,TargetWidget,UWidget@,ObjectProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UI.LokiWidgetHighlighterHitTestBlocker,ULokiWidgetHighlighterHitTestBlocker_AS,LokiWidgetHighlighterHitTestBlocker_AS,class,UUserWidget,UserWidget,/Script/UMG.UserWidget,1,True,1,TopBlocker,UOverlay@,ObjectProperty,True,BlueprintReadable,,False
UI.LokiWidgetHighlighterHitTestBlocker,ULokiWidgetHighlighterHitTestBlocker_AS,LokiWidgetHighlighterHitTestBlocker_AS,class,UUserWidget,UserWidget,/Script/UMG.UserWidget,2,True,2,LeftBlocker,UOverlay@,ObjectProperty,True,BlueprintReadable,,False
UI.LokiWidgetHighlighterHitTestBlocker,ULokiWidgetHighlighterHitTestBlocker_AS,LokiWidgetHighlighterHitTestBlocker_AS,class,UUserWidget,UserWidget,/Script/UMG.UserWidget,3,True,3,BottomBlocker,UOverlay@,ObjectProperty,True,BlueprintReadable,,False
UI.LokiWidgetHighlighterHitTestBlocker,ULokiWidgetHighlighterHitTestBlocker_AS,LokiWidgetHighlighterHitTestBlocker_AS,class,UUserWidget,UserWidget,/Script/UMG.UserWidget,4,True,4,RightBlocker,UOverlay@,ObjectProperty,True,BlueprintReadable,,False
UI.LokiWidgetHighlighterHitTestBlocker,ULokiWidgetHighlighterHitTestBlocker_AS,LokiWidgetHighlighterHitTestBlocker_AS,class,UUserWidget,UserWidget,/Script/UMG.UserWidget,5,True,5,bHideBasedOnActivatableParent,bool,BoolProperty,True,BlueprintReadable|BlueprintWritable|EditableOnDefaults|EditableOnInstance,,False
UI.Character.LokiOffscreenTeamIndicatorWidget,ULokiOffscreenTeamIndicatorWidget_AS,LokiOffscreenTeamIndicatorWidget_AS,class,ULokiOffscreenTeamIndicatorWidget,LokiOffscreenTeamIndicatorWidget,/Script/Loki.LokiOffscreenTeamIndicatorWidget,0,False,,Meters,const FText,TextProperty,False,,,False
UI.Character.LokiOffscreenTeamIndicatorWidget,ULokiOffscreenTeamIndicatorWidget_AS,LokiOffscreenTeamIndicatorWidget_AS,class,ULokiOffscreenTeamIndicatorWidget,LokiOffscreenTeamIndicatorWidget,/Script/Loki.LokiOffscreenTeamIndicatorWidget,1,False,,Kilometers,const FText,TextProperty,False,,,False
