owner_kind,owner_index,owner_type,owner_unreal_path,member_kind,member_index,declaration,unreal_name,as_class_name,script_name,static_in_unreal,static_in_script,global_scope,not_as_property,trivial,world_context_arg,determines_output_arg,can_write,can_read,can_edit,gen_getter,gen_setter,gen_name,gen_handle,gen_unresolved_object,file_offset
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,0,TArray<FName> PackageNames,PackageNames,,,,,,,,,,0,0,0,0,0,,0,0,0x37
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,1,TArray<FName> PackagePaths,PackagePaths,,,,,,,,,,0,0,0,0,0,,0,0,0x87
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,2,TArray<FSoftObjectPath> SoftObjectPaths,SoftObjectPaths,,,,,,,,,,0,0,0,0,0,,0,0,0xd7
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,3,TArray<FName> ClassNames,ClassNames,,,,,,,,,,0,0,0,0,0,,0,0,0x137
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,4,TArray<FTopLevelAssetPath> ClassPaths,ClassPaths,,,,,,,,,,0,0,0,0,0,,0,0,0x183
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,5,TSet<FName> RecursiveClassesExclusionSet,RecursiveClassesExclusionSet,,,,,,,,,,0,0,0,0,0,,0,0,0x1dc
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,6,TSet<FTopLevelAssetPath> RecursiveClassPathsExclusionSet,RecursiveClassPathsExclusionSet,,,,,,,,,,0,0,0,0,0,,0,0,0x24a
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,7,bool bRecursivePaths,bRecursivePaths,,,,,,,,,,0,0,0,0,0,,0,0,0x2cb
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,8,bool bRecursiveClasses,bRecursiveClasses,,,,,,,,,,0,0,0,0,0,,0,0,0x318
struct,0,FARFilter,/Script/CoreUObject.ARFilter,property,9,bool bIncludeOnlyOnDiskAssets,bIncludeOnlyOnDiskAssets,,,,,,,,,,0,0,0,0,0,,0,0,0x369
struct,1,FTopLevelAssetPath,/Script/CoreUObject.TopLevelAssetPath,property,0,FName PackageName,PackageName,,,,,,,,,,0,0,0,0,0,,0,0,0x40d
struct,1,FTopLevelAssetPath,/Script/CoreUObject.TopLevelAssetPath,property,1,FName AssetName,AssetName,,,,,,,,,,0,0,0,0,0,,0,0,0x453
struct,3,FAssetData,/Script/CoreUObject.AssetData,property,0,FName PackageName,PackageName,,,,,,,,,,0,0,0,0,0,,0,0,0x509
struct,3,FAssetData,/Script/CoreUObject.AssetData,property,1,FName PackagePath,PackagePath,,,,,,,,,,0,0,0,0,0,,0,0,0x54f
struct,3,FAssetData,/Script/CoreUObject.AssetData,property,2,FName AssetName,AssetName,,,,,,,,,,0,0,0,0,0,,0,0,0x595
struct,3,FAssetData,/Script/CoreUObject.AssetData,property,3,FName AssetClass,AssetClass,,,,,,,,,,0,0,0,0,0,,0,0,0x5d7
struct,3,FAssetData,/Script/CoreUObject.AssetData,property,4,FTopLevelAssetPath AssetClassPath,AssetClassPath,,,,,,,,,,0,0,0,0,0,,0,0,0x61b
struct,4,FGuid,/Script/CoreUObject.Guid,property,0,int A,A,,,,,,,,,,0,0,0,0,0,,0,0,0x69f
struct,4,FGuid,/Script/CoreUObject.Guid,property,1,int B,B,,,,,,,,,,0,0,0,0,0,,0,0,0x6cf
struct,4,FGuid,/Script/CoreUObject.Guid,property,2,int C,C,,,,,,,,,,0,0,0,0,0,,0,0,0x6ff
struct,4,FGuid,/Script/CoreUObject.Guid,property,3,int D,D,,,,,,,,,,0,0,0,0,0,,0,0,0x72f
struct,6,FBox2D,/Script/CoreUObject.Box2D,property,0,FVector2D Min,Min,,,,,,,,,,0,0,0,0,0,,0,0,0x7bf
struct,6,FBox2D,/Script/CoreUObject.Box2D,property,1,FVector2D Max,Max,,,,,,,,,,0,0,0,0,0,,0,0,0x7f9
struct,6,FBox2D,/Script/CoreUObject.Box2D,property,2,bool bIsValid,bIsValid,,,,,,,,,,0,0,0,0,0,,0,0,0x833
struct,7,FBox2f,/Script/CoreUObject.Box2f,property,0,FVector2f Min,Min,,,,,,,,,,0,0,0,0,0,,0,0,0x89f
struct,7,FBox2f,/Script/CoreUObject.Box2f,property,1,FVector2f Max,Max,,,,,,,,,,0,0,0,0,0,,0,0,0x8d9
struct,7,FBox2f,/Script/CoreUObject.Box2f,property,2,bool bIsValid,bIsValid,,,,,,,,,,0,0,0,0,0,,0,0,0x913
struct,8,FBox3d,/Script/CoreUObject.Box3d,property,0,FVector3d Min,Min,,,,,,,,,,0,0,0,0,0,,0,0,0x97f
struct,8,FBox3d,/Script/CoreUObject.Box3d,property,1,FVector3d Max,Max,,,,,,,,,,0,0,0,0,0,,0,0,0x9b9
struct,8,FBox3d,/Script/CoreUObject.Box3d,property,2,bool IsValid,IsValid,,,,,,,,,,0,0,0,0,0,,0,0,0x9f3
struct,9,FVector3d,/Script/CoreUObject.Vector3d,property,0,float64 X,X,,,,,,,,,,0,0,0,0,0,,0,0,0xa63
struct,9,FVector3d,/Script/CoreUObject.Vector3d,property,1,float64 Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0xa97
struct,9,FVector3d,/Script/CoreUObject.Vector3d,property,2,float64 Z,Z,,,,,,,,,,0,0,0,0,0,,0,0,0xacb
struct,10,FBoxSphereBounds3d,/Script/CoreUObject.BoxSphereBounds3d,property,0,FVector3d Origin,Origin,,,,,,,,,,0,0,0,0,0,,0,0,0xb44
struct,10,FBoxSphereBounds3d,/Script/CoreUObject.BoxSphereBounds3d,property,1,FVector3d BoxExtent,BoxExtent,,,,,,,,,,0,0,0,0,0,,0,0,0xb84
struct,10,FBoxSphereBounds3d,/Script/CoreUObject.BoxSphereBounds3d,property,2,float64 SphereRadius,SphereRadius,,,,,,,,,,0,0,0,0,0,,0,0,0xbca
struct,11,FColor,/Script/CoreUObject.Color,property,0,uint8 B,B,,,,,,,,,,0,0,0,0,0,,0,0,0xc41
struct,11,FColor,/Script/CoreUObject.Color,property,1,uint8 G,G,,,,,,,,,,0,0,0,0,0,,0,0,0xc73
struct,11,FColor,/Script/CoreUObject.Color,property,2,uint8 R,R,,,,,,,,,,0,0,0,0,0,,0,0,0xca5
struct,11,FColor,/Script/CoreUObject.Color,property,3,uint8 A,A,,,,,,,,,,0,0,0,0,0,,0,0,0xcd7
struct,12,FDirectoryPath,/Script/CoreUObject.DirectoryPath,property,0,FString Path,Path,,,,,,,,,,0,0,0,0,0,,0,0,0xd46
struct,13,FDoubleRange,/Script/CoreUObject.DoubleRange,property,0,FDoubleRangeBound LowerBound,LowerBound,,,,,,,,,,0,0,0,0,0,,0,0,0xdb9
struct,13,FDoubleRange,/Script/CoreUObject.DoubleRange,property,1,FDoubleRangeBound UpperBound,UpperBound,,,,,,,,,,0,0,0,0,0,,0,0,0xe09
struct,14,FDoubleRangeBound,/Script/CoreUObject.DoubleRangeBound,property,0,ERangeBoundTypes Type,Type,,,,,,,,,,0,0,0,0,0,,0,0,0xe9c
struct,14,FDoubleRangeBound,/Script/CoreUObject.DoubleRangeBound,property,1,float64 Value,Value,,,,,,,,,,0,0,0,0,0,,0,0,0xedf
struct,15,FFilePath,/Script/CoreUObject.FilePath,property,0,FString FilePath,FilePath,,,,,,,,,,0,0,0,0,0,,0,0,0xf4e
struct,16,FFloatInterval,/Script/CoreUObject.FloatInterval,property,0,float32 Min,Min,,,,,,,,,,0,0,0,0,0,,0,0,0xfcd
struct,16,FFloatInterval,/Script/CoreUObject.FloatInterval,property,1,float32 Max,Max,,,,,,,,,,0,0,0,0,0,,0,0,0x1005
struct,17,FFloatRange,/Script/CoreUObject.FloatRange,property,0,FFloatRangeBound LowerBound,LowerBound,,,,,,,,,,0,0,0,0,0,,0,0,0x1074
struct,17,FFloatRange,/Script/CoreUObject.FloatRange,property,1,FFloatRangeBound UpperBound,UpperBound,,,,,,,,,,0,0,0,0,0,,0,0,0x10c3
struct,18,FFloatRangeBound,/Script/CoreUObject.FloatRangeBound,property,0,ERangeBoundTypes Type,Type,,,,,,,,,,0,0,0,0,0,,0,0,0x1153
struct,18,FFloatRangeBound,/Script/CoreUObject.FloatRangeBound,property,1,float32 Value,Value,,,,,,,,,,0,0,0,0,0,,0,0,0x1196
struct,19,FFrameNumber,/Script/CoreUObject.FrameNumber,property,0,int Value,Value,,,,,,,,,,0,0,0,0,0,,0,0,0x120b
struct,20,FFrameNumberRange,/Script/CoreUObject.FrameNumberRange,property,0,FFrameNumberRangeBound LowerBound,LowerBound,,,,,,,,,,0,0,0,0,0,,0,0,0x1286
struct,20,FFrameNumberRange,/Script/CoreUObject.FrameNumberRange,property,1,FFrameNumberRangeBound UpperBound,UpperBound,,,,,,,,,,0,0,0,0,0,,0,0,0x12db
struct,21,FFrameNumberRangeBound,/Script/CoreUObject.FrameNumberRangeBound,property,0,ERangeBoundTypes Type,Type,,,,,,,,,,0,0,0,0,0,,0,0,0x137d
struct,21,FFrameNumberRangeBound,/Script/CoreUObject.FrameNumberRangeBound,property,1,FFrameNumber Value,Value,,,,,,,,,,0,0,0,0,0,,0,0,0x13c0
struct,22,FFrameRate,/Script/CoreUObject.FrameRate,property,0,int Numerator,Numerator,,,,,,,,,,0,0,0,0,0,,0,0,0x1436
struct,22,FFrameRate,/Script/CoreUObject.FrameRate,property,1,int Denominator,Denominator,,,,,,,,,,0,0,0,0,0,,0,0,0x1476
struct,23,FFrameTime,/Script/CoreUObject.FrameTime,property,0,FFrameNumber FrameNumber,FrameNumber,,,,,,,,,,0,0,0,0,0,,0,0,0x14ef
struct,23,FFrameTime,/Script/CoreUObject.FrameTime,property,1,float32 SubFrame,SubFrame,,,,,,,,,,0,0,0,0,0,,0,0,0x153c
struct,25,FInt32Interval,/Script/CoreUObject.Int32Interval,property,0,int Min,Min,,,,,,,,,,0,0,0,0,0,,0,0,0x15f8
struct,25,FInt32Interval,/Script/CoreUObject.Int32Interval,property,1,int Max,Max,,,,,,,,,,0,0,0,0,0,,0,0,0x162c
struct,26,FInt32Point,/Script/CoreUObject.Int32Point,property,0,int X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x1697
struct,26,FInt32Point,/Script/CoreUObject.Int32Point,property,1,int Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x16c7
struct,27,FInt32Range,/Script/CoreUObject.Int32Range,property,0,FInt32RangeBound LowerBound,LowerBound,,,,,,,,,,0,0,0,0,0,,0,0,0x172e
struct,27,FInt32Range,/Script/CoreUObject.Int32Range,property,1,FInt32RangeBound UpperBound,UpperBound,,,,,,,,,,0,0,0,0,0,,0,0,0x177d
struct,28,FInt32RangeBound,/Script/CoreUObject.Int32RangeBound,property,0,ERangeBoundTypes Type,Type,,,,,,,,,,0,0,0,0,0,,0,0,0x180d
struct,28,FInt32RangeBound,/Script/CoreUObject.Int32RangeBound,property,1,int Value,Value,,,,,,,,,,0,0,0,0,0,,0,0,0x1850
struct,29,FInt32Vector,/Script/CoreUObject.Int32Vector,property,0,int X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x18c1
struct,29,FInt32Vector,/Script/CoreUObject.Int32Vector,property,1,int Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x18f1
struct,29,FInt32Vector,/Script/CoreUObject.Int32Vector,property,2,int Z,Z,,,,,,,,,,0,0,0,0,0,,0,0,0x1921
struct,30,FInt32Vector2,/Script/CoreUObject.Int32Vector2,property,0,int X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x198c
struct,30,FInt32Vector2,/Script/CoreUObject.Int32Vector2,property,1,int Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x19bc
struct,31,FInt32Vector4,/Script/CoreUObject.Int32Vector4,property,0,int X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x1a27
struct,31,FInt32Vector4,/Script/CoreUObject.Int32Vector4,property,1,int Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x1a57
struct,31,FInt32Vector4,/Script/CoreUObject.Int32Vector4,property,2,int Z,Z,,,,,,,,,,0,0,0,0,0,,0,0,0x1a87
struct,31,FInt32Vector4,/Script/CoreUObject.Int32Vector4,property,3,int W,W,,,,,,,,,,0,0,0,0,0,,0,0,0x1ab7
struct,32,FInt64Point,/Script/CoreUObject.Int64Point,property,0,int64 X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x1b1e
struct,32,FInt64Point,/Script/CoreUObject.Int64Point,property,1,int64 Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x1b50
struct,33,FInt64Vector,/Script/CoreUObject.Int64Vector,property,0,int64 X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x1bbb
struct,33,FInt64Vector,/Script/CoreUObject.Int64Vector,property,1,int64 Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x1bed
struct,33,FInt64Vector,/Script/CoreUObject.Int64Vector,property,2,int64 Z,Z,,,,,,,,,,0,0,0,0,0,,0,0,0x1c1f
struct,34,FInt64Vector2,/Script/CoreUObject.Int64Vector2,property,0,int64 X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x1c8c
struct,34,FInt64Vector2,/Script/CoreUObject.Int64Vector2,property,1,int64 Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x1cbe
struct,35,FInt64Vector4,/Script/CoreUObject.Int64Vector4,property,0,int64 X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x1d2b
struct,35,FInt64Vector4,/Script/CoreUObject.Int64Vector4,property,1,int64 Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x1d5d
struct,35,FInt64Vector4,/Script/CoreUObject.Int64Vector4,property,2,int64 Z,Z,,,,,,,,,,0,0,0,0,0,,0,0,0x1d8f
struct,35,FInt64Vector4,/Script/CoreUObject.Int64Vector4,property,3,int64 W,W,,,,,,,,,,0,0,0,0,0,,0,0,0x1dc1
struct,36,FInterpCurveFloat,/Script/CoreUObject.InterpCurveFloat,property,0,TArray<FInterpCurvePointFloat> Points,Points,,,,,,,,,,0,0,0,0,0,,0,0,0x1e36
struct,36,FInterpCurveFloat,/Script/CoreUObject.InterpCurveFloat,property,1,bool bIsLooped,bIsLooped,,,,,,,,,,0,0,0,0,0,,0,0,0x1e8b
struct,36,FInterpCurveFloat,/Script/CoreUObject.InterpCurveFloat,property,2,float32 LoopKeyOffset,LoopKeyOffset,,,,,,,,,,0,0,0,0,0,,0,0,0x1ecc
struct,37,FInterpCurvePointFloat,/Script/CoreUObject.InterpCurvePointFloat,property,0,float32 InVal,InVal,,,,,,,,,,0,0,0,0,0,,0,0,0x1f65
struct,37,FInterpCurvePointFloat,/Script/CoreUObject.InterpCurvePointFloat,property,1,float32 OutVal,OutVal,,,,,,,,,,0,0,0,0,0,,0,0,0x1fa1
struct,37,FInterpCurvePointFloat,/Script/CoreUObject.InterpCurvePointFloat,property,2,float32 ArriveTangent,ArriveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x1fdf
struct,37,FInterpCurvePointFloat,/Script/CoreUObject.InterpCurvePointFloat,property,3,float32 LeaveTangent,LeaveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x202b
struct,37,FInterpCurvePointFloat,/Script/CoreUObject.InterpCurvePointFloat,property,4,EInterpCurveMode InterpMode,InterpMode,,,,,,,,,,0,0,0,0,0,,0,0,0x2075
struct,38,FInterpCurveLinearColor,/Script/CoreUObject.InterpCurveLinearColor,property,0,TArray<FInterpCurvePointLinearColor> Points,Points,,,,,,,,,,0,0,0,0,0,,0,0,0x2113
struct,38,FInterpCurveLinearColor,/Script/CoreUObject.InterpCurveLinearColor,property,1,bool bIsLooped,bIsLooped,,,,,,,,,,0,0,0,0,0,,0,0,0x216e
struct,38,FInterpCurveLinearColor,/Script/CoreUObject.InterpCurveLinearColor,property,2,float32 LoopKeyOffset,LoopKeyOffset,,,,,,,,,,0,0,0,0,0,,0,0,0x21af
struct,39,FInterpCurvePointLinearColor,/Script/CoreUObject.InterpCurvePointLinearColor,property,0,float32 InVal,InVal,,,,,,,,,,0,0,0,0,0,,0,0,0x2254
struct,39,FInterpCurvePointLinearColor,/Script/CoreUObject.InterpCurvePointLinearColor,property,1,FLinearColor OutVal,OutVal,,,,,,,,,,0,0,0,0,0,,0,0,0x2290
struct,39,FInterpCurvePointLinearColor,/Script/CoreUObject.InterpCurvePointLinearColor,property,2,FLinearColor ArriveTangent,ArriveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x22d3
struct,39,FInterpCurvePointLinearColor,/Script/CoreUObject.InterpCurvePointLinearColor,property,3,FLinearColor LeaveTangent,LeaveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x2324
struct,39,FInterpCurvePointLinearColor,/Script/CoreUObject.InterpCurvePointLinearColor,property,4,EInterpCurveMode InterpMode,InterpMode,,,,,,,,,,0,0,0,0,0,,0,0,0x2373
struct,40,FInterpCurvePointQuat,/Script/CoreUObject.InterpCurvePointQuat,property,0,float32 InVal,InVal,,,,,,,,,,0,0,0,0,0,,0,0,0x240d
struct,40,FInterpCurvePointQuat,/Script/CoreUObject.InterpCurvePointQuat,property,1,FQuat OutVal,OutVal,,,,,,,,,,0,0,0,0,0,,0,0,0x2449
struct,40,FInterpCurvePointQuat,/Script/CoreUObject.InterpCurvePointQuat,property,2,FQuat ArriveTangent,ArriveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x2485
struct,40,FInterpCurvePointQuat,/Script/CoreUObject.InterpCurvePointQuat,property,3,FQuat LeaveTangent,LeaveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x24cf
struct,40,FInterpCurvePointQuat,/Script/CoreUObject.InterpCurvePointQuat,property,4,EInterpCurveMode InterpMode,InterpMode,,,,,,,,,,0,0,0,0,0,,0,0,0x2517
struct,41,FInterpCurvePointTwoVectors,/Script/CoreUObject.InterpCurvePointTwoVectors,property,0,float32 InVal,InVal,,,,,,,,,,0,0,0,0,0,,0,0,0x25bd
struct,41,FInterpCurvePointTwoVectors,/Script/CoreUObject.InterpCurvePointTwoVectors,property,1,FTwoVectors OutVal,OutVal,,,,,,,,,,0,0,0,0,0,,0,0,0x25f9
struct,41,FInterpCurvePointTwoVectors,/Script/CoreUObject.InterpCurvePointTwoVectors,property,2,FTwoVectors ArriveTangent,ArriveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x263b
struct,41,FInterpCurvePointTwoVectors,/Script/CoreUObject.InterpCurvePointTwoVectors,property,3,FTwoVectors LeaveTangent,LeaveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x268b
struct,41,FInterpCurvePointTwoVectors,/Script/CoreUObject.InterpCurvePointTwoVectors,property,4,EInterpCurveMode InterpMode,InterpMode,,,,,,,,,,0,0,0,0,0,,0,0,0x26d9
struct,42,FTwoVectors,/Script/CoreUObject.TwoVectors,property,0,FVector v1,v1,,,,,,,,,,0,0,0,0,0,,0,0,0x275f
struct,42,FTwoVectors,/Script/CoreUObject.TwoVectors,property,1,FVector v2,v2,,,,,,,,,,0,0,0,0,0,,0,0,0x2795
struct,43,FInterpCurvePointVector,/Script/CoreUObject.InterpCurvePointVector,property,0,float32 InVal,InVal,,,,,,,,,,0,0,0,0,0,,0,0,0x281a
struct,43,FInterpCurvePointVector,/Script/CoreUObject.InterpCurvePointVector,property,1,FVector OutVal,OutVal,,,,,,,,,,0,0,0,0,0,,0,0,0x2856
struct,43,FInterpCurvePointVector,/Script/CoreUObject.InterpCurvePointVector,property,2,FVector ArriveTangent,ArriveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x2894
struct,43,FInterpCurvePointVector,/Script/CoreUObject.InterpCurvePointVector,property,3,FVector LeaveTangent,LeaveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x28e0
struct,43,FInterpCurvePointVector,/Script/CoreUObject.InterpCurvePointVector,property,4,EInterpCurveMode InterpMode,InterpMode,,,,,,,,,,0,0,0,0,0,,0,0,0x292a
struct,44,FInterpCurvePointVector2D,/Script/CoreUObject.InterpCurvePointVector2D,property,0,float32 InVal,InVal,,,,,,,,,,0,0,0,0,0,,0,0,0x29cc
struct,44,FInterpCurvePointVector2D,/Script/CoreUObject.InterpCurvePointVector2D,property,1,FVector2D OutVal,OutVal,,,,,,,,,,0,0,0,0,0,,0,0,0x2a08
struct,44,FInterpCurvePointVector2D,/Script/CoreUObject.InterpCurvePointVector2D,property,2,FVector2D ArriveTangent,ArriveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x2a48
struct,44,FInterpCurvePointVector2D,/Script/CoreUObject.InterpCurvePointVector2D,property,3,FVector2D LeaveTangent,LeaveTangent,,,,,,,,,,0,0,0,0,0,,0,0,0x2a96
struct,44,FInterpCurvePointVector2D,/Script/CoreUObject.InterpCurvePointVector2D,property,4,EInterpCurveMode InterpMode,InterpMode,,,,,,,,,,0,0,0,0,0,,0,0,0x2ae2
struct,45,FInterpCurveQuat,/Script/CoreUObject.InterpCurveQuat,property,0,TArray<FInterpCurvePointQuat> Points,Points,,,,,,,,,,0,0,0,0,0,,0,0,0x2b72
struct,45,FInterpCurveQuat,/Script/CoreUObject.InterpCurveQuat,property,1,bool bIsLooped,bIsLooped,,,,,,,,,,0,0,0,0,0,,0,0,0x2bc6
struct,45,FInterpCurveQuat,/Script/CoreUObject.InterpCurveQuat,property,2,float32 LoopKeyOffset,LoopKeyOffset,,,,,,,,,,0,0,0,0,0,,0,0,0x2c07
struct,46,FInterpCurveTwoVectors,/Script/CoreUObject.InterpCurveTwoVectors,property,0,TArray<FInterpCurvePointTwoVectors> Points,Points,,,,,,,,,,0,0,0,0,0,,0,0,0x2ca0
struct,46,FInterpCurveTwoVectors,/Script/CoreUObject.InterpCurveTwoVectors,property,1,bool bIsLooped,bIsLooped,,,,,,,,,,0,0,0,0,0,,0,0,0x2cfa
struct,46,FInterpCurveTwoVectors,/Script/CoreUObject.InterpCurveTwoVectors,property,2,float32 LoopKeyOffset,LoopKeyOffset,,,,,,,,,,0,0,0,0,0,,0,0,0x2d3b
struct,47,FInterpCurveVector,/Script/CoreUObject.InterpCurveVector,property,0,TArray<FInterpCurvePointVector> Points,Points,,,,,,,,,,0,0,0,0,0,,0,0,0x2dcc
struct,47,FInterpCurveVector,/Script/CoreUObject.InterpCurveVector,property,1,bool bIsLooped,bIsLooped,,,,,,,,,,0,0,0,0,0,,0,0,0x2e22
struct,47,FInterpCurveVector,/Script/CoreUObject.InterpCurveVector,property,2,float32 LoopKeyOffset,LoopKeyOffset,,,,,,,,,,0,0,0,0,0,,0,0,0x2e63
struct,48,FInterpCurveVector2D,/Script/CoreUObject.InterpCurveVector2D,property,0,TArray<FInterpCurvePointVector2D> Points,Points,,,,,,,,,,0,0,0,0,0,,0,0,0x2ef8
struct,48,FInterpCurveVector2D,/Script/CoreUObject.InterpCurveVector2D,property,1,bool bIsLooped,bIsLooped,,,,,,,,,,0,0,0,0,0,,0,0,0x2f50
struct,48,FInterpCurveVector2D,/Script/CoreUObject.InterpCurveVector2D,property,2,float32 LoopKeyOffset,LoopKeyOffset,,,,,,,,,,0,0,0,0,0,,0,0,0x2f91
struct,49,FIntPoint,/Script/CoreUObject.IntPoint,property,0,int X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x3010
struct,49,FIntPoint,/Script/CoreUObject.IntPoint,property,1,int Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x3040
struct,50,FMatrix,/Script/CoreUObject.Matrix,property,0,FPlane XPlane,XPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x309f
struct,50,FMatrix,/Script/CoreUObject.Matrix,property,1,FPlane YPlane,YPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x30dc
struct,50,FMatrix,/Script/CoreUObject.Matrix,property,2,FPlane ZPlane,ZPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x3119
struct,50,FMatrix,/Script/CoreUObject.Matrix,property,3,FPlane WPlane,WPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x3156
struct,51,FPlane,/Script/CoreUObject.Plane,property,0,float64 W,W,,,,,,,,,,0,0,0,0,0,,0,0,0x31c0
struct,51,FPlane,/Script/CoreUObject.Plane,property,1,float64 X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x31f4
struct,51,FPlane,/Script/CoreUObject.Plane,property,2,float64 Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x3228
struct,51,FPlane,/Script/CoreUObject.Plane,property,3,float64 Z,Z,,,,,,,,,,0,0,0,0,0,,0,0,0x325c
struct,52,FMatrix44d,/Script/CoreUObject.Matrix44d,property,0,FPlane4d XPlane,XPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x32c5
struct,52,FMatrix44d,/Script/CoreUObject.Matrix44d,property,1,FPlane4d YPlane,YPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x3304
struct,52,FMatrix44d,/Script/CoreUObject.Matrix44d,property,2,FPlane4d ZPlane,ZPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x3343
struct,52,FMatrix44d,/Script/CoreUObject.Matrix44d,property,3,FPlane4d WPlane,WPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x3382
struct,53,FPlane4d,/Script/CoreUObject.Plane4d,property,0,float64 W,W,,,,,,,,,,0,0,0,0,0,,0,0,0x33f2
struct,53,FPlane4d,/Script/CoreUObject.Plane4d,property,1,float64 X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x3426
struct,53,FPlane4d,/Script/CoreUObject.Plane4d,property,2,float64 Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x345a
struct,53,FPlane4d,/Script/CoreUObject.Plane4d,property,3,float64 Z,Z,,,,,,,,,,0,0,0,0,0,,0,0,0x348e
struct,54,FMatrix44f,/Script/CoreUObject.Matrix44f,property,0,FPlane4f XPlane,XPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x34f7
struct,54,FMatrix44f,/Script/CoreUObject.Matrix44f,property,1,FPlane4f YPlane,YPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x3536
struct,54,FMatrix44f,/Script/CoreUObject.Matrix44f,property,2,FPlane4f ZPlane,ZPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x3575
struct,54,FMatrix44f,/Script/CoreUObject.Matrix44f,property,3,FPlane4f WPlane,WPlane,,,,,,,,,,0,0,0,0,0,,0,0,0x35b4
struct,55,FPlane4f,/Script/CoreUObject.Plane4f,property,0,float32 W,W,,,,,,,,,,0,0,0,0,0,,0,0,0x3624
struct,55,FPlane4f,/Script/CoreUObject.Plane4f,property,1,float32 X,X,,,,,,,,,,0,0,0,0,0,,0,0,0x3658
struct,55,FPlane4f,/Script/CoreUObject.Plane4f,property,2,float32 Y,Y,,,,,,,,,,0,0,0,0,0,,0,0,0x368c
struct,55,FPlane4f,/Script/CoreUObject.Plane4f,property,3,float32 Z,Z,,,,,,,,,,0,0,0,0,0,,0,0,0x36c0
struct,56,FOrientedBox,/Script/CoreUObject.OrientedBox,property,0,FVector Center,Center,,,,,,,,,,0,0,0,0,0,,0,0,0x372d
struct,56,FOrientedBox,/Script/CoreUObject.OrientedBox,property,1,FVector AxisX,AxisX,,,,,,,,,,0,0,0,0,0,,0,0,0x376b
struct,56,FOrientedBox,/Script/CoreUObject.OrientedBox,property,2,FVector AxisY,AxisY,,,,,,,,,,0,0,0,0,0,,0,0,0x37a7
struct,56,FOrientedBox,/Script/CoreUObject.OrientedBox,property,3,FVector AxisZ,AxisZ,,,,,,,,,,0,0,0,0,0,,0,0,0x37e3
struct,56,FOrientedBox,/Script/CoreUObject.OrientedBox,property,4,float64 ExtentX,ExtentX,,,,,,,,,,0,0,0,0,0,,0,0,0x381f
