owner_kind,owner_index,owner_type,owner_unreal_path,member_kind,member_index,declaration,unreal_name,as_class_name,script_name,static_in_unreal,static_in_script,global_scope,not_as_property,trivial,world_context_arg,determines_output_arg,can_write,can_read,can_edit,gen_getter,gen_setter,gen_name,gen_handle,gen_unresolved_object,file_offset
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,6,"void SetDamping(float32 DampingCoefficient = 0.010000,float32 LocalDampingCoefficient = 0.000000)",SetDamping,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e368
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,7,"void SetGravity(float32 GravityScale = 1.000000,bool bIsGravityOverridden = false,FVector GravityOverride = FVector(0.000000,0.000000,-981.000000))",SetGravity,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e3fb
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,8,"void SetLongRangeAttachment(FVector2D TetherStiffness = FVector2D(1.000000,1.000000),FVector2D TetherScale = FVector2D(1.000000,1.000000))",SetLongRangeAttachment,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e4c0
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,9,"void SetLongRangeAttachmentLinear(float32 TetherStiffness = 1.000000,float32 TetherScale = 1.000000)",SetLongRangeAttachmentLinear,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e588
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,10,"void SetMaterial(FVector2D EdgeStiffness = FVector2D(1.000000,1.000000),FVector2D BendingStiffness = FVector2D(1.000000,1.000000),FVector2D AreaStiffness = FVector2D(1.000000,1.000000))",SetMaterial,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e630
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,11,"void SetMaterialLinear(float32 EdgeStiffness = 1.000000,float32 BendingStiffness = 1.000000,float32 AreaStiffness = 1.000000)",SetMaterialLinear,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e71c
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,12,"void SetPressure(FVector2D Pressure = FVector2D(0.000000,1.000000))",SetPressure,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e7d2
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,13,"void SetVelocityScale(FVector LinearVelocityScale = FVector(0.750000,0.750000,0.750000),float32 AngularVelocityScale = 0.750000,float32 FictitiousAngularScale = 1.000000)",SetVelocityScale,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e848
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,method,14,"void SetWind(FVector2D Drag = FVector2D(0.070000,0.500000),FVector2D Lift = FVector2D(0.070000,0.500000),float32 AirDensity = 0.000001,FVector WindVelocity = FVector(0.000000,0.000000,0.000000))",SetWind,,,0,0,0,0,0,-1,-1,,,,,,,,,0x33e92a
class,2558,UChaosClothingInteractor,/Script/ChaosCloth.ChaosClothingInteractor,property,0,FClothProperties ClothProperties,ClothProperties,,,,,,,,,,0,0,0,0,0,,0,0,0x33ea1f
class,2561,UTurnBasedMatchInterface,/Script/OnlineSubsystem.TurnBasedMatchInterface,method,0,void OnMatchEnded(const FString& Match),OnMatchEnded,,OnMatchEnded,0,0,0,0,0,-1,-1,,,,,,,,,0x33eb7e
class,2561,UTurnBasedMatchInterface,/Script/OnlineSubsystem.TurnBasedMatchInterface,method,1,"void OnMatchReceivedTurn(const FString& Match,bool bDidBecomeActive)",OnMatchReceivedTurn,,OnMatchReceivedTurn,0,0,0,0,0,-1,-1,,,,,,,,,0x33ebe6
class,2562,UAchievementBlueprintLibrary,/Script/OnlineSubsystemUtils.AchievementBlueprintLibrary,method,0,"void GetCachedAchievementDescription(UObject WorldContextObject,APlayerController PlayerController,FName AchievementID,bool& bFoundID,FText& Title,FText& LockedDescription,FText& UnlockedDescription,bool& bHidden)",GetCachedAchievementDescription,Achievement,,1,1,0,0,0,0,-1,,,,,,,,,0x33ecdf
class,2562,UAchievementBlueprintLibrary,/Script/OnlineSubsystemUtils.AchievementBlueprintLibrary,method,1,"void GetCachedAchievementProgress(UObject WorldContextObject,APlayerController PlayerController,FName AchievementID,bool& bFoundID,float32& Progress)",GetCachedAchievementProgress,Achievement,,1,1,0,0,0,0,-1,,,,,,,,,0x33ee07
class,2563,UAchievementQueryCallbackProxy,/Script/OnlineSubsystemUtils.AchievementQueryCallbackProxy,property,0,FEmptyOnlineDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33ef5a
class,2563,UAchievementQueryCallbackProxy,/Script/OnlineSubsystemUtils.AchievementQueryCallbackProxy,property,1,FEmptyOnlineDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33efab
class,2564,UAchievementWriteCallbackProxy,/Script/OnlineSubsystemUtils.AchievementWriteCallbackProxy,property,0,FAchievementWriteDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33f066
class,2564,UAchievementWriteCallbackProxy,/Script/OnlineSubsystemUtils.AchievementWriteCallbackProxy,property,1,FAchievementWriteDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33f0bc
class,2565,UConnectionCallbackProxy,/Script/OnlineSubsystemUtils.ConnectionCallbackProxy,property,0,FOnlineConnectionResult OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33f170
class,2565,UConnectionCallbackProxy,/Script/OnlineSubsystemUtils.ConnectionCallbackProxy,property,1,FOnlineConnectionResult OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33f1c4
class,2566,UCreateSessionCallbackProxy,/Script/OnlineSubsystemUtils.CreateSessionCallbackProxy,property,0,FEmptyOnlineDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33f27c
class,2566,UCreateSessionCallbackProxy,/Script/OnlineSubsystemUtils.CreateSessionCallbackProxy,property,1,FEmptyOnlineDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33f2cd
class,2567,UDestroySessionCallbackProxy,/Script/OnlineSubsystemUtils.DestroySessionCallbackProxy,property,0,FEmptyOnlineDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33f384
class,2567,UDestroySessionCallbackProxy,/Script/OnlineSubsystemUtils.DestroySessionCallbackProxy,property,1,FEmptyOnlineDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33f3d5
class,2568,UEndMatchCallbackProxy,/Script/OnlineSubsystemUtils.EndMatchCallbackProxy,property,0,FEmptyOnlineDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33f480
class,2568,UEndMatchCallbackProxy,/Script/OnlineSubsystemUtils.EndMatchCallbackProxy,property,1,FEmptyOnlineDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33f4d1
class,2569,UEndTurnCallbackProxy,/Script/OnlineSubsystemUtils.EndTurnCallbackProxy,property,0,FEmptyOnlineDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33f57a
class,2569,UEndTurnCallbackProxy,/Script/OnlineSubsystemUtils.EndTurnCallbackProxy,property,1,FEmptyOnlineDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33f5cb
class,2570,UFindSessionsCallbackProxy,/Script/OnlineSubsystemUtils.FindSessionsCallbackProxy,method,0,int GetCurrentPlayers(const FBlueprintSessionResult& Result),GetCurrentPlayers,UFindSessionsCallbackProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x33f67a
class,2570,UFindSessionsCallbackProxy,/Script/OnlineSubsystemUtils.FindSessionsCallbackProxy,method,1,int GetMaxPlayers(const FBlueprintSessionResult& Result),GetMaxPlayers,UFindSessionsCallbackProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x33f70a
class,2570,UFindSessionsCallbackProxy,/Script/OnlineSubsystemUtils.FindSessionsCallbackProxy,method,2,int GetPingInMs(const FBlueprintSessionResult& Result),GetPingInMs,UFindSessionsCallbackProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x33f792
class,2570,UFindSessionsCallbackProxy,/Script/OnlineSubsystemUtils.FindSessionsCallbackProxy,method,3,FString GetServerName(const FBlueprintSessionResult& Result),GetServerName,UFindSessionsCallbackProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x33f816
class,2570,UFindSessionsCallbackProxy,/Script/OnlineSubsystemUtils.FindSessionsCallbackProxy,property,0,FBlueprintFindSessionsResultDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33f8a6
class,2570,UFindSessionsCallbackProxy,/Script/OnlineSubsystemUtils.FindSessionsCallbackProxy,property,1,FBlueprintFindSessionsResultDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33f907
class,2571,UFindTurnBasedMatchCallbackProxy,/Script/OnlineSubsystemUtils.FindTurnBasedMatchCallbackProxy,property,0,FOnlineTurnBasedMatchResult OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33f9d6
class,2571,UFindTurnBasedMatchCallbackProxy,/Script/OnlineSubsystemUtils.FindTurnBasedMatchCallbackProxy,property,1,FOnlineTurnBasedMatchResult OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33fa2e
class,2572,UInAppPurchaseCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseCallbackProxy2,method,0,"UInAppPurchaseCallbackProxy2 CreateProxyObjectForInAppPurchase(APlayerController PlayerController,const FInAppPurchaseProductRequest2& ProductRequest)",CreateProxyObjectForInAppPurchase,UInAppPurchaseCallbackProxy2,,1,1,0,0,0,-1,-1,,,,,,,,,0x33fae8
class,2572,UInAppPurchaseCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseCallbackProxy2,method,1,UInAppPurchaseCallbackProxy2 CreateProxyObjectForInAppPurchaseQueryOwned(APlayerController PlayerController),CreateProxyObjectForInAppPurchaseQueryOwned,UInAppPurchaseCallbackProxy2,,1,1,0,0,0,-1,-1,,,,,,,,,0x33fbe4
class,2572,UInAppPurchaseCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseCallbackProxy2,method,2,UInAppPurchaseCallbackProxy2 CreateProxyObjectForInAppPurchaseUnprocessedPurchases(APlayerController PlayerController),CreateProxyObjectForInAppPurchaseUnprocessedPurchases,UInAppPurchaseCallbackProxy2,,1,1,0,0,0,-1,-1,,,,,,,,,0x33fcc0
class,2572,UInAppPurchaseCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseCallbackProxy2,property,0,FInAppPurchaseResult2 OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33fdb4
class,2572,UInAppPurchaseCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseCallbackProxy2,property,1,FInAppPurchaseResult2 OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x33fe06
class,2573,UInAppPurchaseCheckoutCallbackProxy,/Script/OnlineSubsystemUtils.InAppPurchaseCheckoutCallbackProxy,method,0,"UInAppPurchaseCheckoutCallbackProxy CreateProxyObjectForInAppPurchaseCheckout(APlayerController PlayerController,const FInAppPurchaseProductRequest2& ProductRequest)",CreateProxyObjectForInAppPurchaseCheckout,UInAppPurchaseCheckoutCallbackProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x33fec8
class,2573,UInAppPurchaseCheckoutCallbackProxy,/Script/OnlineSubsystemUtils.InAppPurchaseCheckoutCallbackProxy,property,0,FOnlineProxyInAppCheckoutResult OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x33ffe6
class,2573,UInAppPurchaseCheckoutCallbackProxy,/Script/OnlineSubsystemUtils.InAppPurchaseCheckoutCallbackProxy,property,1,FOnlineProxyInAppCheckoutResult OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x340042
class,2574,UInAppPurchaseFinalizeProxy,/Script/OnlineSubsystemUtils.InAppPurchaseFinalizeProxy,method,0,"UInAppPurchaseFinalizeProxy CreateProxyObjectForInAppPurchaseFinalize(const FInAppPurchaseReceiptInfo2& InAppPurchaseReceipt,APlayerController PlayerController)",CreateProxyObjectForInAppPurchaseFinalize,UInAppPurchaseFinalizeProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x3400fe
class,2575,UInAppPurchaseQueryCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseQueryCallbackProxy2,method,0,"UInAppPurchaseQueryCallbackProxy2 CreateProxyObjectForInAppPurchaseQuery(APlayerController PlayerController,const TArray<FString>& ProductIdentifiers)",CreateProxyObjectForInAppPurchaseQuery,UInAppPurchaseQueryCallbackProxy2,,1,1,0,0,0,-1,-1,,,,,,,,,0x34027b
class,2575,UInAppPurchaseQueryCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseQueryCallbackProxy2,property,0,FInAppPurchaseQuery2Result OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x340385
class,2575,UInAppPurchaseQueryCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseQueryCallbackProxy2,property,1,FInAppPurchaseQuery2Result OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x3403dc
class,2576,UInAppPurchaseReceiptsCallbackProxy,/Script/OnlineSubsystemUtils.InAppPurchaseReceiptsCallbackProxy,method,0,UInAppPurchaseReceiptsCallbackProxy CreateProxyObjectForInAppPurchaseGetKnownReceipts(APlayerController PlayerController),CreateProxyObjectForInAppPurchaseGetKnownReceipts,UInAppPurchaseReceiptsCallbackProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x3404a3
class,2576,UInAppPurchaseReceiptsCallbackProxy,/Script/OnlineSubsystemUtils.InAppPurchaseReceiptsCallbackProxy,method,1,UInAppPurchaseReceiptsCallbackProxy CreateProxyObjectForInAppPurchaseQueryOwnedProducts(APlayerController PlayerController),CreateProxyObjectForInAppPurchaseQueryOwnedProducts,UInAppPurchaseReceiptsCallbackProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x340599
class,2576,UInAppPurchaseReceiptsCallbackProxy,/Script/OnlineSubsystemUtils.InAppPurchaseReceiptsCallbackProxy,method,2,UInAppPurchaseReceiptsCallbackProxy CreateProxyObjectForInAppPurchaseRestoreOwnedProducts(APlayerController PlayerController),CreateProxyObjectForInAppPurchaseRestoreOwnedProducts,UInAppPurchaseReceiptsCallbackProxy,,1,1,0,0,0,-1,-1,,,,,,,,,0x340693
class,2576,UInAppPurchaseReceiptsCallbackProxy,/Script/OnlineSubsystemUtils.InAppPurchaseReceiptsCallbackProxy,property,0,FOnlineProxyInAppReceiptsResult OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x340795
class,2576,UInAppPurchaseReceiptsCallbackProxy,/Script/OnlineSubsystemUtils.InAppPurchaseReceiptsCallbackProxy,property,1,FOnlineProxyInAppReceiptsResult OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x3407f1
class,2577,UInAppPurchaseRestoreCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseRestoreCallbackProxy2,method,0,"UInAppPurchaseRestoreCallbackProxy2 CreateProxyObjectForInAppPurchaseRestore(const TArray<FInAppPurchaseProductRequest2>& ConsumableProductFlags,APlayerController PlayerController)",CreateProxyObjectForInAppPurchaseRestore,UInAppPurchaseRestoreCallbackProxy2,,1,1,0,0,0,-1,-1,,,,,,,,,0x3408bd
class,2577,UInAppPurchaseRestoreCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseRestoreCallbackProxy2,property,0,FInAppPurchaseRestoreResult2 OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x3409e9
class,2577,UInAppPurchaseRestoreCallbackProxy2,/Script/OnlineSubsystemUtils.InAppPurchaseRestoreCallbackProxy2,property,1,FInAppPurchaseRestoreResult2 OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x340a42
class,2580,UJoinSessionCallbackProxy,/Script/OnlineSubsystemUtils.JoinSessionCallbackProxy,property,0,FEmptyOnlineDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x340b89
class,2580,UJoinSessionCallbackProxy,/Script/OnlineSubsystemUtils.JoinSessionCallbackProxy,property,1,FEmptyOnlineDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x340bda
class,2581,ULeaderboardBlueprintLibrary,/Script/OnlineSubsystemUtils.LeaderboardBlueprintLibrary,method,0,"bool WriteLeaderboardInteger(APlayerController PlayerController,FName StatName,int StatValue)",WriteLeaderboardInteger,Leaderboard,,1,1,0,0,0,-1,-1,,,,,,,,,0x340c8d
class,2582,ULeaderboardFlushCallbackProxy,/Script/OnlineSubsystemUtils.LeaderboardFlushCallbackProxy,property,0,FOnLeaderboardFlushed OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x340da3
class,2582,ULeaderboardFlushCallbackProxy,/Script/OnlineSubsystemUtils.LeaderboardFlushCallbackProxy,property,1,FOnLeaderboardFlushed OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x340df5
class,2583,ULeaderboardQueryCallbackProxy,/Script/OnlineSubsystemUtils.LeaderboardQueryCallbackProxy,property,0,FLeaderboardQueryResult OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x340eb1
class,2583,ULeaderboardQueryCallbackProxy,/Script/OnlineSubsystemUtils.LeaderboardQueryCallbackProxy,property,1,FLeaderboardQueryResult OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x340f05
class,2584,ULogoutCallbackProxy,/Script/OnlineSubsystemUtils.LogoutCallbackProxy,property,0,FOnlineLogoutResult OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x340faf
class,2584,ULogoutCallbackProxy,/Script/OnlineSubsystemUtils.LogoutCallbackProxy,property,1,FOnlineLogoutResult OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x340fff
class,2586,AOnlineBeaconClient,/Script/OnlineSubsystemUtils.OnlineBeaconClient,method,0,void ClientOnConnected(),ClientOnConnected,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3410e7
class,2590,UOnlinePIESettings,/Script/OnlineSubsystemUtils.OnlinePIESettings,property,0,bool bOnlinePIEEnabled,bOnlinePIEEnabled,,,,,,,,,,0,0,0,0,0,,0,0,0x34129c
class,2590,UOnlinePIESettings,/Script/OnlineSubsystemUtils.OnlinePIESettings,property,1,TArray<FPIELoginSettingsInternal> Logins,Logins,,,,,,,,,,0,0,0,0,0,,0,0,0x3412ed
class,2593,APartyBeaconClient,/Script/OnlineSubsystemUtils.PartyBeaconClient,method,0,void ClientCancelReservationResponse(EPartyReservationResult ReservationResponse),ClientCancelReservationResponse,,,0,0,0,0,0,-1,-1,,,,,,,,,0x34145b
class,2593,APartyBeaconClient,/Script/OnlineSubsystemUtils.PartyBeaconClient,method,1,void ClientReservationResponse(EPartyReservationResult ReservationResponse),ClientReservationResponse,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3414f3
class,2593,APartyBeaconClient,/Script/OnlineSubsystemUtils.PartyBeaconClient,method,2,void ClientSendReservationFull(),ClientSendReservationFull,,,0,0,0,0,0,-1,-1,,,,,,,,,0x34157f
class,2593,APartyBeaconClient,/Script/OnlineSubsystemUtils.PartyBeaconClient,method,3,void ClientSendReservationUpdates(int NumRemainingReservations),ClientSendReservationUpdates,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3415e0
class,2593,APartyBeaconClient,/Script/OnlineSubsystemUtils.PartyBeaconClient,method,4,void ServerCancelReservationRequest(const FUniqueNetIdRepl& PartyLeader),ServerCancelReservationRequest,,,0,0,0,0,0,-1,-1,,,,,,,,,0x341663
class,2596,UQuitMatchCallbackProxy,/Script/OnlineSubsystemUtils.QuitMatchCallbackProxy,property,0,FEmptyOnlineDelegate OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x3417ef
class,2596,UQuitMatchCallbackProxy,/Script/OnlineSubsystemUtils.QuitMatchCallbackProxy,property,1,FEmptyOnlineDelegate OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x341840
class,2597,UShowLoginUICallbackProxy,/Script/OnlineSubsystemUtils.ShowLoginUICallbackProxy,property,0,FOnlineShowLoginUIResult OnSuccess,OnSuccess,,,,,,,,,,0,0,0,0,0,,0,0,0x3418f1
class,2597,UShowLoginUICallbackProxy,/Script/OnlineSubsystemUtils.ShowLoginUICallbackProxy,property,1,FOnlineShowLoginUIResult OnFailure,OnFailure,,,,,,,,,,0,0,0,0,0,,0,0,0x341946
class,2598,ASpectatorBeaconClient,/Script/OnlineSubsystemUtils.SpectatorBeaconClient,method,0,void ClientCancelReservationResponse(ESpectatorReservationResult ReservationResponse),ClientCancelReservationResponse,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3419f1
class,2598,ASpectatorBeaconClient,/Script/OnlineSubsystemUtils.SpectatorBeaconClient,method,1,void ClientReservationResponse(ESpectatorReservationResult ReservationResponse),ClientReservationResponse,,,0,0,0,0,0,-1,-1,,,,,,,,,0x341a8d
class,2598,ASpectatorBeaconClient,/Script/OnlineSubsystemUtils.SpectatorBeaconClient,method,2,void ClientSendReservationFull(),ClientSendReservationFull,,,0,0,0,0,0,-1,-1,,,,,,,,,0x341b1d
class,2598,ASpectatorBeaconClient,/Script/OnlineSubsystemUtils.SpectatorBeaconClient,method,3,void ClientSendReservationUpdates(int NumRemainingReservations),ClientSendReservationUpdates,,,0,0,0,0,0,-1,-1,,,,,,,,,0x341b7e
class,2598,ASpectatorBeaconClient,/Script/OnlineSubsystemUtils.SpectatorBeaconClient,method,4,void ServerCancelReservationRequest(const FUniqueNetIdRepl& Spectator),ServerCancelReservationRequest,,,0,0,0,0,0,-1,-1,,,,,,,,,0x341c01
class,2601,ATestBeaconClient,/Script/OnlineSubsystemUtils.TestBeaconClient,method,0,void ClientPing(),ClientPing,,,0,0,0,0,0,-1,-1,,,,,,,,,0x341d8b
class,2601,ATestBeaconClient,/Script/OnlineSubsystemUtils.TestBeaconClient,method,1,void ServerPong(),ServerPong,,,0,0,0,0,0,-1,-1,,,,,,,,,0x341dce
class,2603,UTurnBasedBlueprintLibrary,/Script/OnlineSubsystemUtils.TurnBasedBlueprintLibrary,method,0,"void GetIsMyTurn(UObject WorldContextObject,APlayerController PlayerController,FString MatchID,bool& bIsMyTurn)",GetIsMyTurn,TurnBased,,1,1,0,0,0,0,-1,,,,,,,,,0x341ebf
class,2603,UTurnBasedBlueprintLibrary,/Script/OnlineSubsystemUtils.TurnBasedBlueprintLibrary,method,1,"void GetMyPlayerIndex(UObject WorldContextObject,APlayerController PlayerController,FString MatchID,int& PlayerIndex)",GetMyPlayerIndex,TurnBased,,1,1,0,0,0,0,-1,,,,,,,,,0x341f6b
class,2603,UTurnBasedBlueprintLibrary,/Script/OnlineSubsystemUtils.TurnBasedBlueprintLibrary,method,2,"void GetPlayerDisplayName(UObject WorldContextObject,APlayerController PlayerController,FString MatchID,int PlayerIndex,FString& PlayerDisplayName)",GetPlayerDisplayName,TurnBased,,1,1,0,0,0,0,-1,,,,,,,,,0x342022
class,2603,UTurnBasedBlueprintLibrary,/Script/OnlineSubsystemUtils.TurnBasedBlueprintLibrary,method,3,"void RegisterTurnBasedMatchInterfaceObject(UObject WorldContextObject,APlayerController PlayerController,UObject Object)",RegisterTurnBasedMatchInterfaceObject,TurnBased,,1,1,0,0,0,0,-1,,,,,,,,,0x3420fb
class,2604,UVoipListenerSynthComponent,/Script/OnlineSubsystemUtils.VoipListenerSynthComponent,method,0,bool IsIdling(),IsIdling,,,0,0,0,0,0,-1,-1,,,,,,,,,0x34222e
class,2605,ULevelVariantSets,/Script/VariantManagerContent.LevelVariantSets,method,0,int GetNumVariantSets(),GetNumVariantSets,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3422be
class,2605,ULevelVariantSets,/Script/VariantManagerContent.LevelVariantSets,method,1,UVariantSet GetVariantSet(int VariantSetIndex),GetVariantSet,,,0,0,0,0,0,-1,-1,,,,,,,,,0x34230e
class,2605,ULevelVariantSets,/Script/VariantManagerContent.LevelVariantSets,method,2,UVariantSet GetVariantSetByName(FString VariantSetName),GetVariantSetByName,,,0,0,0,0,0,-1,-1,,,,,,,,,0x342371
class,2606,ALevelVariantSetsActor,/Script/VariantManagerContent.LevelVariantSetsActor,method,0,ULevelVariantSets GetLevelVariantSets(bool bLoad = false),GetLevelVariantSets,,,0,0,0,0,0,-1,-1,,,,,,,,,0x34243e
class,2606,ALevelVariantSetsActor,/Script/VariantManagerContent.LevelVariantSetsActor,method,1,void SetLevelVariantSets(ULevelVariantSets InVariantSets),SetLevelVariantSets,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3424b2
class,2606,ALevelVariantSetsActor,/Script/VariantManagerContent.LevelVariantSetsActor,method,2,"bool SwitchOnVariantByIndex(int VariantSetIndex,int VariantIndex)",SwitchOnVariantByIndex,,,0,0,0,0,0,-1,-1,,,,,,,,,0x342526
class,2606,ALevelVariantSetsActor,/Script/VariantManagerContent.LevelVariantSetsActor,method,3,"bool SwitchOnVariantByName(FString VariantSetName,FString VariantName)",SwitchOnVariantByName,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3425a5
class,2608,UPropertyValue,/Script/VariantManagerContent.PropertyValue,method,0,const FString& GetFullDisplayString() const,GetFullDisplayString,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3426e4
class,2608,UPropertyValue,/Script/VariantManagerContent.PropertyValue,method,1,FText GetPropertyTooltip() const,GetPropertyTooltip,,,0,0,0,0,0,-1,-1,,,,,,,,,0x34274b
class,2608,UPropertyValue,/Script/VariantManagerContent.PropertyValue,method,2,bool HasRecordedData() const,HasRecordedData,,,0,0,0,0,0,-1,-1,,,,,,,,,0x3427a5
class,2615,ASwitchActor,/Script/VariantManagerContent.SwitchActor,method,0,TArray<AActor> GetOptions() const,GetOptions,,,0,0,0,0,0,-1,-1,,,,,,,,,0x342a61
class,2615,ASwitchActor,/Script/VariantManagerContent.SwitchActor,method,1,int GetSelectedOption() const,GetSelectedOption,,,0,0,0,0,0,-1,-1,,,,,,,,,0x342ab4
class,2615,ASwitchActor,/Script/VariantManagerContent.SwitchActor,method,2,void SelectOption(int OptionIndex),SelectOption,,,0,0,0,0,0,-1,-1,,,,,,,,,0x342b0a
class,2615,ASwitchActor,/Script/VariantManagerContent.SwitchActor,property,0,USceneComponent unresolved_object SceneComponent,SceneComponent,,,,,,,,,,0,0,0,0,0,,0,0,0x342b64
class,2616,UVariant,/Script/VariantManagerContent.Variant,method,0,AActor GetActor(int ActorIndex),GetActor,,,0,0,0,0,0,-1,-1,,,,,,,,,0x342c07
class,2616,UVariant,/Script/VariantManagerContent.Variant,method,1,FVariantDependency& GetDependency(int Index),GetDependency,,,0,0,0,0,0,-1,-1,,,,,,,,,0x342c56
class,2616,UVariant,/Script/VariantManagerContent.Variant,method,2,"TArray<UVariant> GetDependents(ULevelVariantSets LevelVariantSets,bool bOnlyEnabledDependencies)",GetDependents,,,0,0,0,0,0,-1,-1,,,,,,,,,0x342cb7
