t_sec,t_wall,LocX,LocY,LocZ,VelX,VelY,VelZ,AccX,AccY,AccZ,CIV1x,CIV1y,CIV1z,CIV2x,CIV2y,CIV2z,CIV3x,CIV3y,CIV3z,CIVmaxMag2D,Mode,GravScale,AnalogMod,AirCtl,AirCtlBoost,AirCtlThr,FallLatFr
98.616,1788986385.949,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
98.719,1788986386.052,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
98.821,1788986386.155,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
98.945,1788986386.278,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.048,1788986386.381,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.150,1788986386.483,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.252,1788986386.585,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.355,1788986386.688,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.478,1788986386.811,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.580,1788986386.914,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.696,1788986387.030,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.803,1788986387.136,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
99.905,1788986387.239,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.007,1788986387.341,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.110,1788986387.444,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.245,1788986387.579,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.378,1788986387.711,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.506,1788986387.839,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.621,1788986387.954,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.730,1788986388.063,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.844,1788986388.177,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
100.947,1788986388.280,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.054,1788986388.388,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.157,1788986388.490,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.277,1788986388.610,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.380,1788986388.713,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.488,1788986388.821,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.613,1788986388.946,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.736,1788986389.069,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.869,1788986389.202,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
101.971,1788986389.305,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
102.074,1788986389.407,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
102.176,1788986389.510,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
102.295,1788986389.629,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
102.410,1788986389.743,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
102.513,1788986389.846,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
102.620,1788986389.954,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
102.735,1788986390.069,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
102.838,1788986390.172,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.022,1788986390.355,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.148,1788986390.481,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.250,1788986390.583,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.368,1788986390.702,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.470,1788986390.804,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.573,1788986390.906,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.677,1788986391.010,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.779,1788986391.113,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.882,1788986391.215,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
103.985,1788986391.318,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.088,1788986391.421,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.190,1788986391.523,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.292,1788986391.625,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.410,1788986391.743,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.512,1788986391.845,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.627,1788986391.960,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.729,1788986392.062,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.832,1788986392.166,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
104.936,1788986392.269,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.039,1788986392.372,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.142,1788986392.475,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.245,1788986392.578,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.347,1788986392.680,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.450,1788986392.783,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.552,1788986392.886,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.654,1788986392.988,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.757,1788986393.090,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.859,1788986393.193,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
105.962,1788986393.295,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.064,1788986393.398,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.167,1788986393.500,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.269,1788986393.603,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.373,1788986393.706,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.475,1788986393.808,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.584,1788986393.917,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.686,1788986394.019,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.800,1788986394.133,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
106.903,1788986394.237,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.008,1788986394.342,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.111,1788986394.444,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.233,1788986394.567,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.350,1788986394.683,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.452,1788986394.786,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.558,1788986394.892,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.661,1788986394.994,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.775,1788986395.108,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.878,1788986395.212,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
107.992,1788986395.325,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.095,1788986395.428,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.207,1788986395.541,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.310,1788986395.643,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.424,1788986395.758,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.527,1788986395.860,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.650,1788986395.983,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.752,1788986396.086,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.866,1788986396.199,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
108.968,1788986396.302,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.082,1788986396.416,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.185,1788986396.518,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.299,1788986396.632,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.416,1788986396.749,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.518,1788986396.852,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.632,1788986396.965,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.749,1788986397.083,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.852,1788986397.185,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
109.957,1788986397.290,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
110.059,1788986397.393,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
110.174,1788986397.507,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
110.277,1788986397.610,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
110.380,1788986397.713,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
110.481,1788986397.815,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
110.607,1788986397.940,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
