t_sec,t_wall,LocX,LocY,LocZ,VelX,VelY,VelZ,AccX,AccY,AccZ,CIV1x,CIV1y,CIV1z,CIV2x,CIV2y,CIV2z,CIV3x,CIV3y,CIV3z,CIVmaxMag2D,Mode,GravScale,AnalogMod,AirCtl,AirCtlBoost,AirCtlThr,FallLatFr
27.439,1788986314.773,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
27.542,1788986314.875,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
27.644,1788986314.977,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
27.748,1788986315.081,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
27.851,1788986315.184,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
27.953,1788986315.286,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.056,1788986315.389,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.158,1788986315.492,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.261,1788986315.594,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.365,1788986315.698,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.467,1788986315.801,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.571,1788986315.904,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.674,1788986316.007,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.776,1788986316.110,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.879,1788986316.213,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
28.982,1788986316.316,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.085,1788986316.418,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.188,1788986316.521,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.290,1788986316.624,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.394,1788986316.727,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.496,1788986316.830,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.599,1788986316.933,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.701,1788986317.034,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.804,1788986317.137,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
29.906,1788986317.239,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.008,1788986317.341,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.112,1788986317.445,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.214,1788986317.548,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.317,1788986317.650,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.420,1788986317.753,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.521,1788986317.854,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.624,1788986317.957,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.726,1788986318.059,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.829,1788986318.162,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
30.932,1788986318.265,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.035,1788986318.368,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.138,1788986318.471,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.241,1788986318.574,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.344,1788986318.677,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.447,1788986318.780,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.549,1788986318.882,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.653,1788986318.986,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.756,1788986319.089,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.858,1788986319.192,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
31.960,1788986319.293,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.063,1788986319.397,0.000,0.000,13240.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.167,1788986319.500,0.000,-0.372,13101.983,0.000,-0.720,-637.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.269,1788986319.602,0.000,-0.441,13030.933,0.000,-0.668,-784.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.387,1788986319.720,0.000,-0.526,12913.331,0.000,-0.604,-980.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.490,1788986319.823,0.000,-0.584,12807.980,0.000,-0.560,-1127.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.637,1788986319.970,0.000,-0.655,12644.644,0.000,-0.506,-1323.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.739,1788986320.073,0.000,-0.704,12504.993,0.000,-0.469,-1470.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.842,1788986320.176,0.000,-0.749,12350.640,0.000,-0.435,-1617.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
32.961,1788986320.294,0.000,-0.804,12121.971,0.000,-0.394,-1813.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.064,1788986320.397,0.000,-0.842,11933.319,0.000,-0.365,-1960.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.187,1788986320.520,0.000,-0.889,11658.917,0.000,-0.330,-2156.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.289,1788986320.622,0.000,-0.920,11435.963,0.000,-0.306,-2303.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.392,1788986320.725,0.000,-0.950,11198.310,0.000,-0.284,-2450.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.495,1788986320.828,0.000,-0.977,10945.958,0.000,-0.263,-2597.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.620,1788986320.953,0.000,-1.011,10586.621,0.000,-0.238,-2793.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.723,1788986321.056,0.000,-1.034,10299.967,0.000,-0.221,-2940.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.845,1788986321.178,0.000,-1.055,9998.613,0.000,-0.205,-3087.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
33.978,1788986321.311,0.000,-1.081,9573.915,0.000,-0.185,-3283.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.087,1788986321.420,0.000,-1.104,9123.109,0.000,-0.167,-3479.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.189,1788986321.522,0.000,-1.120,8767.852,0.000,-0.155,-3626.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.292,1788986321.625,0.000,-1.135,8397.895,0.000,-0.144,-3773.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.411,1788986321.744,0.000,-1.149,8013.238,0.000,-0.133,-3920.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.527,1788986321.860,0.000,-1.166,7482.266,0.000,-0.121,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.629,1788986321.963,0.000,-1.178,7082.263,0.000,-0.112,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.753,1788986322.086,0.000,-1.192,6548.925,0.000,-0.101,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.855,1788986322.188,0.000,-1.202,6148.922,0.000,-0.094,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
34.969,1788986322.302,0.000,-1.211,5748.920,0.000,-0.087,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.072,1788986322.406,0.000,-1.219,5348.918,0.000,-0.081,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.185,1788986322.519,0.000,-1.229,4815.582,0.000,-0.073,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.289,1788986322.622,0.000,-1.236,4415.579,0.000,-0.068,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.391,1788986322.724,0.000,-1.243,4015.575,0.000,-0.063,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.493,1788986322.827,0.000,-1.249,3615.572,0.000,-0.058,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.627,1788986322.960,0.000,-1.256,3082.204,0.000,-0.053,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.730,1788986323.064,0.000,-1.261,2682.200,0.000,-0.049,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.844,1788986323.177,0.000,-1.266,2282.197,0.000,-0.045,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
35.969,1788986323.302,0.000,-1.272,1748.841,0.000,-0.041,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.111,1788986323.444,0.000,-1.277,1215.504,0.000,-0.037,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.219,1788986323.553,0.000,-1.282,682.166,0.000,-0.033,-4000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.323,1788986323.656,0.000,-1.285,387.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.428,1788986323.761,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.543,1788986323.877,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.648,1788986323.982,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.755,1788986324.088,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.857,1788986324.191,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
36.961,1788986324.294,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.063,1788986324.396,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.177,1788986324.510,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.280,1788986324.613,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.393,1788986324.726,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.496,1788986324.829,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.598,1788986324.932,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.710,1788986325.043,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.811,1788986325.145,0.000,-1.285,386.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
37.926,1788986325.259,0.000,-1.285,386.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
38.029,1788986325.362,0.000,-1.285,386.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
38.143,1788986325.476,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
38.247,1788986325.580,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
38.349,1788986325.683,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
38.452,1788986325.785,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
38.555,1788986325.888,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
38.658,1788986325.991,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
38.777,1788986326.110,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
38.880,1788986326.213,0.000,-1.285,385.985,0.000,0.000,-8.205,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
38.983,1788986326.316,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
39.092,1788986326.425,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
39.210,1788986326.543,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
39.312,1788986326.646,0.000,-1.285,385.985,0.000,0.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
