t_sec,t_wall,LocX,LocY,LocZ,VelX,VelY,VelZ,Vel2D,AccX,AccY,AccZ,Acc2D,CIVmaxMag2D,Mode,GravScale,AnalogMod,TSFS,Gate,Living,F08,RandX,RandY
202.766,1788986947.012,2522.251,-1007.953,-13760.253,0.000,0.000,-1000.000,0.000,47809.857,-14636.173,0.000,50000.0,1.0000,3,1.0000,1.0000,13.9706,1,1,0x200265E1710,0.956,-0.293
202.873,1788986947.120,2522.251,-1007.953,-13869.990,0.000,0.000,-1000.000,0.000,47809.857,-14636.173,0.000,50000.0,1.0000,3,1.0000,1.0000,14.0800,1,1,0x200265E1710,0.956,-0.293
202.977,1788986947.223,2522.251,-1007.953,-13971.677,0.000,0.000,-1000.000,0.000,47809.857,-14636.173,0.000,50000.0,1.0000,3,1.0000,1.0000,14.1771,1,1,0x200265E1710,0.956,-0.293
203.080,1788986947.325,2522.251,-1007.953,-14075.406,0.000,0.000,-1000.000,0.000,47809.857,-14636.173,0.000,50000.0,1.0000,3,1.0000,1.0000,14.2846,1,1,0x200265E1710,0.956,-0.293
203.182,1788986947.428,2522.251,-1007.953,-14177.778,0.000,0.000,-1000.000,0.000,47809.857,-14636.173,0.000,50000.0,1.0000,3,1.0000,1.0000,14.3867,1,1,0x200265E1710,0.956,-0.293
203.284,1788986947.530,2522.251,-1007.953,-14282.527,0.000,0.000,-1000.000,0.000,47809.857,-14636.173,0.000,50000.0,1.0000,3,1.0000,1.0000,14.4869,1,1,0x200265E1710,0.956,-0.293
203.407,1788986947.652,2522.251,-1007.953,-14403.210,0.000,0.000,-1000.000,0.000,47809.857,-14636.173,0.000,50000.0,1.0000,3,1.0000,1.0000,14.6113,1,1,0x200265E1710,0.956,-0.293
203.510,1788986947.755,2522.251,-1007.953,-14509.341,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,14.7130,1,1,0x200265E1710,-0.949,-0.315
203.623,1788986947.869,2522.251,-1007.953,-14619.599,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,14.8270,1,1,0x200265E1710,-0.949,-0.315
203.726,1788986947.971,2522.251,-1007.953,-14724.192,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,14.9313,1,1,0x200265E1710,-0.949,-0.315
203.848,1788986948.094,2522.251,-1007.953,-14846.229,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.0529,1,1,0x200265E1710,-0.949,-0.315
203.951,1788986948.196,2522.251,-1007.953,-14951.079,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.1533,1,1,0x200265E1710,-0.949,-0.315
204.065,1788986948.310,2522.251,-1007.953,-15062.395,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.2684,1,1,0x200265E1710,-0.949,-0.315
204.181,1788986948.427,2522.251,-1007.953,-15180.850,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.3865,1,1,0x200265E1710,-0.949,-0.315
204.298,1788986948.544,2522.251,-1007.953,-15299.000,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.5043,1,1,0x200265E1710,-0.949,-0.315
204.403,1788986948.652,2522.251,-1007.953,-15403.324,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.6120,1,1,0x200265E1710,-0.949,-0.315
204.539,1788986948.785,2522.251,-1007.953,-15538.467,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.7426,1,1,0x200265E1710,-0.949,-0.315
204.642,1788986948.888,2522.251,-1007.953,-15640.977,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.8449,1,1,0x200265E1710,-0.949,-0.315
204.748,1788986948.993,2522.251,-1007.953,-15747.467,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,15.9509,1,1,0x200265E1710,-0.949,-0.315
204.856,1788986949.102,2522.251,-1007.953,-15857.130,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,16.0560,1,1,0x200265E1710,-0.949,-0.315
204.975,1788986949.221,2522.251,-1007.953,-15978.804,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,16.1815,1,1,0x200265E1710,-0.949,-0.315
205.097,1788986949.342,2522.251,-1007.953,-16099.227,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,16.3015,1,1,0x200265E1710,-0.949,-0.315
205.209,1788986949.455,2522.251,-1007.953,-16213.187,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,16.4151,1,1,0x200265E1710,-0.949,-0.315
205.331,1788986949.578,2522.251,-1007.953,-16331.759,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,16.5344,1,1,0x200265E1710,-0.949,-0.315
205.435,1788986949.680,2522.251,-1007.953,-16436.810,0.000,0.000,-1000.000,0.000,-47451.385,-15759.634,0.000,50000.0,1.0000,3,1.0000,1.0000,16.6390,1,1,0x200265E1710,-0.949,-0.315
205.537,1788986949.783,2522.251,-1007.953,-16541.031,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,16.7423,1,1,0x200265E1710,-0.925,0.381
205.640,1788986949.886,2522.251,-1007.953,-16646.064,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,16.8424,1,1,0x200265E1710,-0.925,0.381
205.748,1788986949.993,2522.251,-1007.953,-16753.866,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,16.9498,1,1,0x200265E1710,-0.925,0.381
205.856,1788986950.102,2522.251,-1007.953,-16863.143,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.0588,1,1,0x200265E1710,-0.925,0.381
205.972,1788986950.218,2522.251,-1007.953,-16976.552,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.1760,1,1,0x200265E1710,-0.925,0.381
206.081,1788986950.326,2522.251,-1007.953,-17085.083,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.2842,1,1,0x200265E1710,-0.925,0.381
206.183,1788986950.429,2522.251,-1007.953,-17189.832,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.3886,1,1,0x200265E1710,-0.925,0.381
206.314,1788986950.561,2522.251,-1007.953,-17317.846,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.5169,1,1,0x200265E1710,-0.925,0.381
206.418,1788986950.664,2522.251,-1007.953,-17427.066,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.6209,1,1,0x200265E1710,-0.925,0.381
206.531,1788986950.777,2522.251,-1007.953,-17537.504,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.7351,1,1,0x200265E1710,-0.925,0.381
206.639,1788986950.884,2522.251,-1007.953,-17646.367,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.8437,1,1,0x200265E1710,-0.925,0.381
206.747,1788986950.993,2522.251,-1007.953,-17753.368,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,17.9509,1,1,0x200265E1710,-0.925,0.381
206.863,1788986951.109,2522.251,-1007.953,-17871.906,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,18.0687,1,1,0x200265E1710,-0.925,0.381
206.966,1788986951.213,2522.251,-1007.953,-17974.552,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,18.1708,1,1,0x200265E1710,-0.925,0.381
207.080,1788986951.325,2522.251,-1007.953,-18083.400,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,18.2751,1,1,0x200265E1710,-0.925,0.381
207.205,1788986951.450,2522.251,-1007.953,-18211.572,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,18.4028,1,1,0x200265E1710,-0.925,0.381
207.308,1788986951.554,2522.251,-1007.953,-18318.862,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,18.5097,1,1,0x200265E1710,-0.925,0.381
207.431,1788986951.677,2522.251,-1007.953,-18442.625,0.000,0.000,-1000.000,0.000,-46238.567,19026.165,0.000,50000.0,1.0000,3,1.0000,1.0000,18.6330,1,1,0x200265E1710,-0.925,0.381
207.534,1788986951.781,2522.251,-1007.953,-18546.235,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,18.7363,1,1,0x200265E1710,-0.470,-0.883
207.647,1788986951.892,2522.251,-1007.953,-18656.139,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,18.8509,1,1,0x200265E1710,-0.470,-0.883
207.764,1788986952.010,2522.251,-1007.953,-18776.396,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,18.9698,1,1,0x200265E1710,-0.470,-0.883
207.867,1788986952.113,2522.251,-1007.953,-18876.903,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.0700,1,1,0x200265E1710,-0.470,-0.883
207.971,1788986952.217,2522.251,-1007.953,-18983.045,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.1759,1,1,0x200265E1710,-0.470,-0.883
208.074,1788986952.319,2522.251,-1007.953,-19087.810,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.2761,1,1,0x200265E1710,-0.470,-0.883
208.188,1788986952.434,2522.251,-1007.953,-19201.574,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.3937,1,1,0x200265E1710,-0.470,-0.883
208.291,1788986952.537,2522.251,-1007.953,-19304.366,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.4961,1,1,0x200265E1710,-0.470,-0.883
208.395,1788986952.641,2522.251,-1007.953,-19410.600,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.6020,1,1,0x200265E1710,-0.470,-0.883
208.498,1788986952.743,2522.251,-1007.953,-19511.041,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.7021,1,1,0x200265E1710,-0.470,-0.883
208.629,1788986952.875,2522.251,-1007.953,-19641.706,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.8324,1,1,0x200265E1710,-0.470,-0.883
208.732,1788986952.978,2522.251,-1007.953,-19747.412,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,19.9388,1,1,0x200265E1710,-0.470,-0.883
208.836,1788986953.082,2522.251,-1007.953,-19849.075,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,20.0433,1,1,0x200265E1710,-0.470,-0.883
208.946,1788986953.192,2522.251,-1007.953,-19962.028,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,20.1518,1,1,0x200265E1710,-0.470,-0.883
209.063,1788986953.309,2522.251,-1007.953,-20079.182,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,20.2686,1,1,0x200265E1710,-0.470,-0.883
209.166,1788986953.413,2522.251,-1007.953,-20182.297,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,20.3714,1,1,0x200265E1710,-0.470,-0.883
209.269,1788986953.515,2522.251,-1007.953,-20286.809,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,20.4756,1,1,0x200265E1710,-0.470,-0.883
209.373,1788986953.618,2522.251,-1007.953,-20391.409,0.000,0.000,-1000.000,0.000,-23507.053,-44129.564,0.000,50000.0,1.0000,3,1.0000,1.0000,20.5757,1,1,0x200265E1710,-0.470,-0.883
209.476,1788986953.721,2522.251,-1007.953,-20491.947,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,20.6801,1,1,0x200265E1710,-0.865,0.501
209.579,1788986953.823,2522.251,-1007.953,-20596.674,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,20.7845,1,1,0x200265E1710,-0.865,0.501
209.695,1788986953.941,2522.251,-1007.953,-20713.961,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,20.9015,1,1,0x200265E1710,-0.865,0.501
209.813,1788986954.059,2522.251,-1007.953,-20831.029,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.0182,1,1,0x200265E1710,-0.865,0.501
209.916,1788986954.162,2522.251,-1007.953,-20935.641,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.1225,1,1,0x200265E1710,-0.865,0.501
210.019,1788986954.265,2522.251,-1007.953,-21036.118,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.2227,1,1,0x200265E1710,-0.865,0.501
210.121,1788986954.368,2522.251,-1007.953,-21142.003,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.3241,1,1,0x200265E1710,-0.865,0.501
210.255,1788986954.501,2522.251,-1007.953,-21273.071,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.4605,1,1,0x200265E1710,-0.865,0.501
210.362,1788986954.608,2522.251,-1007.953,-21381.247,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.5666,1,1,0x200265E1710,-0.865,0.501
210.464,1788986954.710,2522.251,-1007.953,-21483.689,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.6687,1,1,0x200265E1710,-0.865,0.501
210.568,1788986954.814,2522.251,-1007.953,-21588.641,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.7733,1,1,0x200265E1710,-0.865,0.501
210.671,1788986954.917,2522.251,-1007.953,-21693.284,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.8777,1,1,0x200265E1710,-0.865,0.501
210.796,1788986955.041,2522.251,-1007.953,-21815.098,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,21.9991,1,1,0x200265E1710,-0.865,0.501
210.898,1788986955.145,2522.251,-1007.953,-21919.827,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,22.1042,1,1,0x200265E1710,-0.865,0.501
211.001,1788986955.248,2522.251,-1007.953,-22025.209,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,22.2086,1,1,0x200265E1710,-0.865,0.501
211.105,1788986955.351,2522.251,-1007.953,-22129.159,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,22.3080,1,1,0x200265E1710,-0.865,0.501
211.221,1788986955.467,2522.251,-1007.953,-22242.092,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,22.4258,1,1,0x200265E1710,-0.865,0.501
211.337,1788986955.583,2522.251,-1007.953,-22359.163,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,22.5414,1,1,0x200265E1710,-0.865,0.501
211.440,1788986955.687,2522.251,-1007.953,-22461.374,0.000,0.000,-1000.000,0.000,-43262.067,25067.780,0.000,50000.0,1.0000,3,1.0000,1.0000,22.6446,1,1,0x200265E1710,-0.865,0.501
211.544,1788986955.790,2522.251,-1007.953,-22569.271,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,22.7509,1,1,0x200265E1710,0.982,-0.187
211.653,1788986955.900,2522.251,-1007.953,-22678.364,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,22.8597,1,1,0x200265E1710,0.982,-0.187
211.771,1788986956.016,2522.251,-1007.953,-22796.943,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,22.9737,1,1,0x200265E1710,0.982,-0.187
211.874,1788986956.120,2522.251,-1007.953,-22897.318,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.0780,1,1,0x200265E1710,0.982,-0.187
211.978,1788986956.224,2522.251,-1007.953,-23001.976,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.1823,1,1,0x200265E1710,0.982,-0.187
212.095,1788986956.341,2522.251,-1007.953,-23119.263,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.2993,1,1,0x200265E1710,0.982,-0.187
212.198,1788986956.445,2522.251,-1007.953,-23221.540,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.3970,1,1,0x200265E1710,0.982,-0.187
212.303,1788986956.549,2522.251,-1007.953,-23328.485,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.5077,1,1,0x200265E1710,0.982,-0.187
212.406,1788986956.652,2522.251,-1007.953,-23431.923,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.6108,1,1,0x200265E1710,0.982,-0.187
212.509,1788986956.755,2522.251,-1007.953,-23536.066,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.7147,1,1,0x200265E1710,0.982,-0.187
212.620,1788986956.866,2522.251,-1007.953,-23649.471,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.8236,1,1,0x200265E1710,0.982,-0.187
212.745,1788986956.991,2522.251,-1007.953,-23770.792,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,23.9487,1,1,0x200265E1710,0.982,-0.187
212.880,1788986957.126,2522.251,-1007.953,-23908.941,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,24.0865,1,1,0x200265E1710,0.982,-0.187
212.983,1788986957.228,2522.251,-1007.953,-24010.467,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,24.1877,1,1,0x200265E1710,0.982,-0.187
213.103,1788986957.349,2522.251,-1007.953,-24131.929,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,24.3089,1,1,0x200265E1710,0.982,-0.187
213.212,1788986957.458,2522.251,-1007.953,-24238.765,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,24.4165,1,1,0x200265E1710,0.982,-0.187
213.315,1788986957.562,2522.251,-1007.953,-24346.464,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,24.5185,1,1,0x200265E1710,0.982,-0.187
213.419,1788986957.666,2522.251,-1007.953,-24450.791,0.000,0.000,-1000.000,0.000,49121.104,-9333.656,0.000,50000.0,1.0000,3,1.0000,1.0000,24.6225,1,1,0x200265E1710,0.982,-0.187
213.537,1788986957.782,2522.251,-1007.953,-24565.958,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,24.7417,1,1,0x200265E1710,-0.982,0.187
213.645,1788986957.891,2522.251,-1007.953,-24674.958,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,24.8501,1,1,0x200265E1710,-0.982,0.187
213.753,1788986957.998,2522.251,-1007.953,-24783.340,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,24.9540,1,1,0x200265E1710,-0.982,0.187
213.855,1788986958.101,2522.251,-1007.953,-24885.711,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.0602,1,1,0x200265E1710,-0.982,0.187
213.959,1788986958.204,2522.251,-1007.953,-24990.554,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.1648,1,1,0x200265E1710,-0.982,0.187
214.062,1788986958.308,2522.251,-1007.953,-25095.279,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.2650,1,1,0x200265E1710,-0.982,0.187
214.177,1788986958.424,2522.251,-1007.953,-25207.409,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.3810,1,1,0x200265E1710,-0.982,0.187
214.281,1788986958.527,2522.251,-1007.953,-25315.470,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.4845,1,1,0x200265E1710,-0.982,0.187
214.385,1788986958.630,2522.251,-1007.953,-25416.917,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.5903,1,1,0x200265E1710,-0.982,0.187
214.487,1788986958.733,2522.251,-1007.953,-25521.709,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.6942,1,1,0x200265E1710,-0.982,0.187
214.590,1788986958.836,2522.251,-1007.953,-25622.125,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.7943,1,1,0x200265E1710,-0.982,0.187
214.703,1788986958.949,2522.251,-1007.953,-25736.663,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,25.9085,1,1,0x200265E1710,-0.982,0.187
214.806,1788986959.052,2522.251,-1007.953,-25839.041,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,26.0105,1,1,0x200265E1710,-0.982,0.187
214.954,1788986959.200,2522.251,-1007.953,-25989.742,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,26.1609,1,1,0x200265E1710,-0.982,0.187
215.057,1788986959.303,2522.251,-1007.953,-26094.467,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,26.2610,1,1,0x200265E1710,-0.982,0.187
215.169,1788986959.415,2522.251,-1007.953,-26203.726,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,26.3741,1,1,0x200265E1710,-0.982,0.187
215.277,1788986959.523,2522.251,-1007.953,-26312.489,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,26.4826,1,1,0x200265E1710,-0.982,0.187
215.379,1788986959.626,2522.251,-1007.953,-26417.310,0.000,0.000,-1000.000,0.000,-49116.625,9357.199,0.000,50000.0,1.0000,3,1.0000,1.0000,26.5871,1,1,0x200265E1710,-0.982,0.187
215.483,1788986959.729,2522.251,-1007.953,-26517.978,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,26.6874,1,1,0x200265E1710,-0.791,0.612
215.594,1788986959.840,2522.251,-1007.953,-26632.286,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,26.8015,1,1,0x200265E1710,-0.791,0.612
215.697,1788986959.944,2522.251,-1007.953,-26734.407,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,26.9037,1,1,0x200265E1710,-0.791,0.612
215.869,1788986960.115,2522.251,-1007.953,-26907.303,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.0756,1,1,0x200265E1710,-0.791,0.612
215.977,1788986960.223,2522.251,-1007.953,-27016.431,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.1844,1,1,0x200265E1710,-0.791,0.612
216.093,1788986960.339,2522.251,-1007.953,-27129.843,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.2975,1,1,0x200265E1710,-0.791,0.612
216.196,1788986960.443,2522.251,-1007.953,-27235.702,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.4030,1,1,0x200265E1710,-0.791,0.612
216.319,1788986960.564,2522.251,-1007.953,-27359.011,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.5259,1,1,0x200265E1710,-0.791,0.612
216.435,1788986960.681,2522.251,-1007.953,-27476.776,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.6434,1,1,0x200265E1710,-0.791,0.612
216.543,1788986960.789,2522.251,-1007.953,-27581.792,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.7481,1,1,0x200265E1710,-0.791,0.612
