t_sec,t_wall,LocX,LocY,LocZ,VelX,VelY,VelZ,Vel2D,AccX,AccY,AccZ,Acc2D,CIVmaxMag2D,Mode,GravScale,AnalogMod,TSFS,Gate,Living,F08,RandX,RandY
216.647,1788986960.893,2522.251,-1007.953,-27686.336,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.8527,1,1,0x200265E1710,-0.791,0.612
216.769,1788986961.015,2522.251,-1007.953,-27810.633,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,27.9762,1,1,0x200265E1710,-0.791,0.612
216.872,1788986961.118,2522.251,-1007.953,-27912.060,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,28.0772,1,1,0x200265E1710,-0.791,0.612
216.975,1788986961.221,2522.251,-1007.953,-28013.291,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,28.1808,1,1,0x200265E1710,-0.791,0.612
217.079,1788986961.325,2522.251,-1007.953,-28118.600,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,28.2838,1,1,0x200265E1710,-0.791,0.612
217.182,1788986961.428,2522.251,-1007.953,-28224.792,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,28.3889,1,1,0x200265E1710,-0.791,0.612
217.351,1788986961.597,2522.251,-1007.953,-28391.983,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,28.5556,1,1,0x200265E1710,-0.791,0.612
217.454,1788986961.700,2522.251,-1007.953,-28496.847,0.000,0.000,-1000.000,0.000,-39547.589,30593.925,0.000,50000.0,1.0000,3,1.0000,1.0000,28.6601,1,1,0x200265E1710,-0.791,0.612
217.557,1788986961.802,2522.251,-1007.953,-28601.923,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,28.7607,1,1,0x200265E1710,-0.887,-0.463
217.668,1788986961.914,2522.251,-1007.953,-28706.445,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,28.8699,1,1,0x200265E1710,-0.887,-0.463
217.785,1788986962.032,2522.251,-1007.953,-28826.055,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,28.9839,1,1,0x200265E1710,-0.887,-0.463
217.889,1788986962.134,2522.251,-1007.953,-28928.546,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.0855,1,1,0x200265E1710,-0.887,-0.463
217.991,1788986962.236,2522.251,-1007.953,-29037.758,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.1943,1,1,0x200265E1710,-0.887,-0.463
218.118,1788986962.364,2522.251,-1007.953,-29161.041,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.3248,1,1,0x200265E1710,-0.887,-0.463
218.242,1788986962.488,2522.251,-1007.953,-29289.668,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.4495,1,1,0x200265E1710,-0.887,-0.463
218.345,1788986962.591,2522.251,-1007.953,-29392.845,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.5526,1,1,0x200265E1710,-0.887,-0.463
218.460,1788986962.706,2522.251,-1007.953,-29508.221,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.6675,1,1,0x200265E1710,-0.887,-0.463
218.567,1788986962.813,2522.251,-1007.953,-29613.601,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.7725,1,1,0x200265E1710,-0.887,-0.463
218.676,1788986962.921,2522.251,-1007.953,-29724.253,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.8828,1,1,0x200265E1710,-0.887,-0.463
218.784,1788986963.030,2522.251,-1007.953,-29832.215,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,29.9904,1,1,0x200265E1710,-0.887,-0.463
218.892,1788986963.139,2522.251,-1007.953,-29941.314,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,30.0992,1,1,0x200265E1710,-0.887,-0.463
219.001,1788986963.247,2522.251,-1007.953,-30050.004,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,30.2075,1,1,0x200265E1710,-0.887,-0.463
219.109,1788986963.354,2522.251,-1007.953,-30159.524,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,30.3126,1,1,0x200265E1710,-0.887,-0.463
219.217,1788986963.463,2522.251,-1007.953,-30268.892,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,30.4216,1,1,0x200265E1710,-0.887,-0.463
219.326,1788986963.571,2522.251,-1007.953,-30373.687,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,30.5303,1,1,0x200265E1710,-0.887,-0.463
219.435,1788986963.681,2522.251,-1007.953,-30486.605,0.000,0.000,-1000.000,0.000,-44327.432,-23131.769,0.000,50000.0,1.0000,3,1.0000,1.0000,30.6387,1,1,0x200265E1710,-0.887,-0.463
219.542,1788986963.788,2522.251,-1007.953,-30593.371,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,30.7493,1,1,0x200265E1710,0.157,-0.988
219.650,1788986963.897,2522.251,-1007.953,-30702.241,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,30.8578,1,1,0x200265E1710,0.157,-0.988
219.759,1788986964.004,2522.251,-1007.953,-30811.969,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,30.9631,1,1,0x200265E1710,0.157,-0.988
219.867,1788986964.113,2522.251,-1007.953,-30916.461,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.0714,1,1,0x200265E1710,0.157,-0.988
219.975,1788986964.221,2522.251,-1007.953,-31026.240,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.1809,1,1,0x200265E1710,0.157,-0.988
220.085,1788986964.331,2522.251,-1007.953,-31136.267,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.2906,1,1,0x200265E1710,0.157,-0.988
220.192,1788986964.439,2522.251,-1007.953,-31243.416,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.3974,1,1,0x200265E1710,0.157,-0.988
220.300,1788986964.547,2522.251,-1007.953,-31355.159,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.5046,1,1,0x200265E1710,0.157,-0.988
220.408,1788986964.654,2522.251,-1007.953,-31462.714,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.6159,1,1,0x200265E1710,0.157,-0.988
220.517,1788986964.763,2522.251,-1007.953,-31569.152,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.7220,1,1,0x200265E1710,0.157,-0.988
220.667,1788986964.914,2522.251,-1007.953,-31720.138,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.8739,1,1,0x200265E1710,0.157,-0.988
220.775,1788986965.021,2522.251,-1007.953,-31828.554,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,31.9806,1,1,0x200265E1710,0.157,-0.988
220.878,1788986965.124,2522.251,-1007.953,-31930.647,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,32.0853,1,1,0x200265E1710,0.157,-0.988
220.982,1788986965.227,2522.251,-1007.953,-32037.633,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,32.1892,1,1,0x200265E1710,0.157,-0.988
221.085,1788986965.330,2522.251,-1007.953,-32137.709,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,32.2899,1,1,0x200265E1710,0.157,-0.988
221.191,1788986965.437,2522.251,-1007.953,-32248.630,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,32.3951,1,1,0x200265E1710,0.157,-0.988
221.308,1788986965.554,2522.251,-1007.953,-32363.966,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,32.5142,1,1,0x200265E1710,0.157,-0.988
221.410,1788986965.657,2522.251,-1007.953,-32468.496,0.000,0.000,-1000.000,0.000,7862.679,-49377.913,0.000,50000.0,1.0000,3,1.0000,1.0000,32.6184,1,1,0x200265E1710,0.157,-0.988
221.525,1788986965.771,2522.251,-1007.953,-32582.156,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,32.7316,1,1,0x200265E1710,0.735,-0.678
221.641,1788986965.887,2522.251,-1007.953,-32700.280,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,32.8494,1,1,0x200265E1710,0.735,-0.678
221.744,1788986965.991,2522.251,-1007.953,-32800.632,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,32.9494,1,1,0x200265E1710,0.735,-0.678
221.858,1788986966.104,2522.251,-1007.953,-32917.957,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.0663,1,1,0x200265E1710,0.735,-0.678
221.962,1788986966.207,2522.251,-1007.953,-33019.107,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.1671,1,1,0x200265E1710,0.735,-0.678
222.065,1788986966.310,2522.251,-1007.953,-33124.880,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.2684,1,1,0x200265E1710,0.735,-0.678
222.191,1788986966.438,2522.251,-1007.953,-33249.898,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.3972,1,1,0x200265E1710,0.735,-0.678
222.295,1788986966.541,2522.251,-1007.953,-33352.479,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.4994,1,1,0x200265E1710,0.735,-0.678
222.409,1788986966.655,2522.251,-1007.953,-33469.238,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.6158,1,1,0x200265E1710,0.735,-0.678
222.524,1788986966.769,2522.251,-1007.953,-33582.597,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.7287,1,1,0x200265E1710,0.735,-0.678
222.641,1788986966.887,2522.251,-1007.953,-33699.859,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.8456,1,1,0x200265E1710,0.735,-0.678
222.744,1788986966.990,2522.251,-1007.953,-33804.696,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,33.9501,1,1,0x200265E1710,0.735,-0.678
222.866,1788986967.112,2522.251,-1007.953,-33926.584,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,34.0716,1,1,0x200265E1710,0.735,-0.678
222.969,1788986967.214,2522.251,-1007.953,-34031.306,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,34.1718,1,1,0x200265E1710,0.735,-0.678
223.071,1788986967.317,2522.251,-1007.953,-34131.785,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,34.2761,1,1,0x200265E1710,0.735,-0.678
223.175,1788986967.420,2522.251,-1007.953,-34236.324,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,34.3803,1,1,0x200265E1710,0.735,-0.678
223.277,1788986967.523,2522.251,-1007.953,-34341.226,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,34.4807,1,1,0x200265E1710,0.735,-0.678
223.380,1788986967.626,2522.251,-1007.953,-34440.974,0.000,0.000,-1000.000,0.000,36773.548,-33877.812,0.000,50000.0,1.0000,3,1.0000,1.0000,34.5853,1,1,0x200265E1710,0.735,-0.678
223.499,1788986967.745,2522.251,-1007.953,-34560.392,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,34.7033,1,1,0x200265E1710,0.190,-0.982
223.616,1788986967.862,2522.251,-1007.953,-34680.050,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,34.8225,1,1,0x200265E1710,0.190,-0.982
223.718,1788986967.963,2522.251,-1007.953,-34780.361,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,34.9225,1,1,0x200265E1710,0.190,-0.982
223.832,1788986968.078,2522.251,-1007.953,-34897.411,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.0392,1,1,0x200265E1710,0.190,-0.982
223.941,1788986968.187,2522.251,-1007.953,-35006.483,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.1479,1,1,0x200265E1710,0.190,-0.982
224.044,1788986968.289,2522.251,-1007.953,-35110.973,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.2478,1,1,0x200265E1710,0.190,-0.982
224.157,1788986968.404,2522.251,-1007.953,-35224.130,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.3606,1,1,0x200265E1710,0.190,-0.982
224.274,1788986968.520,2522.251,-1007.953,-35338.383,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.4787,1,1,0x200265E1710,0.190,-0.982
224.378,1788986968.624,2522.251,-1007.953,-35443.134,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.5831,1,1,0x200265E1710,0.190,-0.982
224.480,1788986968.726,2522.251,-1007.953,-35547.642,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.6872,1,1,0x200265E1710,0.190,-0.982
224.591,1788986968.837,2522.251,-1007.953,-35658.975,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.7983,1,1,0x200265E1710,0.190,-0.982
224.707,1788986968.953,2522.251,-1007.953,-35774.481,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,35.9133,1,1,0x200265E1710,0.190,-0.982
224.810,1788986969.056,2522.251,-1007.953,-35879.679,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,36.0140,1,1,0x200265E1710,0.190,-0.982
224.915,1788986969.161,2522.251,-1007.953,-35984.260,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,36.1224,1,1,0x200265E1710,0.190,-0.982
225.019,1788986969.266,2522.251,-1007.953,-36085.111,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,36.2229,1,1,0x200265E1710,0.190,-0.982
225.123,1788986969.369,2522.251,-1007.953,-36190.392,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,36.3279,1,1,0x200265E1710,0.190,-0.982
225.232,1788986969.477,2522.251,-1007.953,-36300.705,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,36.4382,1,1,0x200265E1710,0.190,-0.982
225.349,1788986969.595,2522.251,-1007.953,-36417.819,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,36.5556,1,1,0x200265E1710,0.190,-0.982
225.452,1788986969.698,2522.251,-1007.953,-36521.163,0.000,0.000,-1000.000,0.000,9514.913,-49086.316,0.000,50000.0,1.0000,3,1.0000,1.0000,36.6575,1,1,0x200265E1710,0.190,-0.982
225.565,1788986969.810,2522.251,-1007.953,-36634.888,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,36.7709,1,1,0x200265E1710,0.837,0.547
225.668,1788986969.914,2522.251,-1007.953,-36736.290,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,36.8719,1,1,0x200265E1710,0.837,0.547
225.781,1788986970.027,2522.251,-1007.953,-36853.446,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,36.9845,1,1,0x200265E1710,0.837,0.547
225.884,1788986970.130,2522.251,-1007.953,-36952.869,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.0836,1,1,0x200265E1710,0.837,0.547
225.999,1788986970.245,2522.251,-1007.953,-37068.194,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.2027,1,1,0x200265E1710,0.837,0.547
226.102,1788986970.348,2522.251,-1007.953,-37174.311,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.3084,1,1,0x200265E1710,0.837,0.547
226.205,1788986970.452,2522.251,-1007.953,-37275.588,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.4094,1,1,0x200265E1710,0.837,0.547
226.309,1788986970.554,2522.251,-1007.953,-37380.388,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.5138,1,1,0x200265E1710,0.837,0.547
226.412,1788986970.657,2522.251,-1007.953,-37484.879,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.6180,1,1,0x200265E1710,0.837,0.547
226.515,1788986970.761,2522.251,-1007.953,-37586.712,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.7195,1,1,0x200265E1710,0.837,0.547
226.640,1788986970.886,2522.251,-1007.953,-37712.572,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.8449,1,1,0x200265E1710,0.837,0.547
226.744,1788986970.990,2522.251,-1007.953,-37817.617,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,37.9496,1,1,0x200265E1710,0.837,0.547
226.857,1788986971.103,2522.251,-1007.953,-37928.912,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,38.0605,1,1,0x200265E1710,0.837,0.547
226.960,1788986971.206,2522.251,-1007.953,-38033.411,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,38.1646,1,1,0x200265E1710,0.837,0.547
227.071,1788986971.316,2522.251,-1007.953,-38147.007,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,38.2737,1,1,0x200265E1710,0.837,0.547
227.173,1788986971.420,2522.251,-1007.953,-38247.334,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,38.3778,1,1,0x200265E1710,0.837,0.547
227.289,1788986971.536,2522.251,-1007.953,-38364.503,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,38.4946,1,1,0x200265E1710,0.837,0.547
227.393,1788986971.639,2522.251,-1007.953,-38469.049,0.000,0.000,-1000.000,0.000,41859.708,27345.290,0.000,50000.0,1.0000,3,1.0000,1.0000,38.5988,1,1,0x200265E1710,0.837,0.547
227.506,1788986971.751,2522.251,-1007.953,-38582.466,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,38.7119,1,1,0x200265E1710,-0.031,-1.000
227.623,1788986971.869,2522.251,-1007.953,-38699.721,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,38.8287,1,1,0x200265E1710,-0.031,-1.000
227.726,1788986971.972,2522.251,-1007.953,-38801.170,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,38.9298,1,1,0x200265E1710,-0.031,-1.000
227.829,1788986972.075,2522.251,-1007.953,-38902.579,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.0319,1,1,0x200265E1710,-0.031,-1.000
227.932,1788986972.179,2522.251,-1007.953,-39010.398,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.1385,1,1,0x200265E1710,-0.031,-1.000
228.048,1788986972.294,2522.251,-1007.953,-39125.190,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.2528,1,1,0x200265E1710,-0.031,-1.000
228.151,1788986972.397,2522.251,-1007.953,-39229.945,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.3572,1,1,0x200265E1710,-0.031,-1.000
228.254,1788986972.501,2522.251,-1007.953,-39331.648,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.4586,1,1,0x200265E1710,-0.031,-1.000
228.358,1788986972.604,2522.251,-1007.953,-39436.629,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.5632,1,1,0x200265E1710,-0.031,-1.000
228.461,1788986972.707,2522.251,-1007.953,-39541.520,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.6636,1,1,0x200265E1710,-0.031,-1.000
228.564,1788986972.812,2522.251,-1007.953,-39639.920,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.7720,1,1,0x200265E1710,-0.031,-1.000
228.689,1788986972.934,2522.251,-1007.953,-39769.979,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.8910,1,1,0x200265E1710,-0.031,-1.000
228.791,1788986973.036,2522.251,-1007.953,-39870.295,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,39.9952,1,1,0x200265E1710,-0.031,-1.000
228.922,1788986973.168,2522.251,-1007.953,-40004.239,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,40.1245,1,1,0x200265E1710,-0.031,-1.000
229.025,1788986973.271,2522.251,-1007.953,-40105.407,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,40.2295,1,1,0x200265E1710,-0.031,-1.000
229.147,1788986973.392,2522.251,-1007.953,-40227.001,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,40.3507,1,1,0x200265E1710,-0.031,-1.000
229.281,1788986973.526,2522.251,-1007.953,-40362.206,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,40.4856,1,1,0x200265E1710,-0.031,-1.000
229.383,1788986973.629,2522.251,-1007.953,-40462.728,0.000,0.000,-1000.000,0.000,-1557.737,-49975.729,0.000,50000.0,1.0000,3,1.0000,1.0000,40.5856,1,1,0x200265E1710,-0.031,-1.000
229.538,1788986973.784,2522.251,-1007.953,-40618.606,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,40.7410,1,1,0x200265E1710,-0.688,-0.726
229.641,1788986973.887,2522.251,-1007.953,-40723.508,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,40.8455,1,1,0x200265E1710,-0.688,-0.726
229.744,1788986973.989,2522.251,-1007.953,-40828.134,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,40.9498,1,1,0x200265E1710,-0.688,-0.726
229.847,1788986974.093,2522.251,-1007.953,-40928.477,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,41.0498,1,1,0x200265E1710,-0.688,-0.726
229.972,1788986974.217,2522.251,-1007.953,-41053.908,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,41.1748,1,1,0x200265E1710,-0.688,-0.726
230.105,1788986974.351,2522.251,-1007.953,-41187.663,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,41.3081,1,1,0x200265E1710,-0.688,-0.726
230.208,1788986974.455,2522.251,-1007.953,-41292.169,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,41.4123,1,1,0x200265E1710,-0.688,-0.726
230.330,1788986974.576,2522.251,-1007.953,-41413.457,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,41.5332,1,1,0x200265E1710,-0.688,-0.726
230.456,1788986974.702,2522.251,-1007.953,-41538.904,0.000,0.000,-1000.000,0.000,-34377.053,-36307.275,0.000,50000.0,1.0000,3,1.0000,1.0000,41.6582,1,1,0x200265E1710,-0.688,-0.726
